group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4
15,56,198,3.0,365,1.5,53,4.0,20,4.0
15,53,198,3.5,365,2.0,53,2.5,20,4.0
15,52,198,3.5,365,0.5,53,3.5,20,4.0
15,13,198,4.0,365,2.5,53,4.0,20,4.0
15,57,198,3.5,365,2.0,53,3.5,20,3.0
16,59,351,4.0,219,4.0,8,4.0,315,4.0
16,61,351,4.0,219,3.0,8,3.5,315,0.5
16,60,351,4.0,219,3.5,8,3.5,315,4.0
16,52,351,3.0,219,3.0,8,3.5,315,4.0
16,57,351,4.0,219,3.0,8,4.0,315,4.0
17,58,165,4.0,20,3.0,402,1.5,404,3.5
17,60,165,2.5,20,3.5,402,2.0,404,3.5
17,61,165,1.5,20,3.0,402,0.5,404,2.0
17,54,165,2.5,20,4.0,402,4.0,404,3.0
17,59,165,3.5,20,4.0,402,3.5,404,3.5
18,54,110,2.0,196,3.0,216,4.0,68,2.5
18,60,110,1.5,196,4.0,216,3.5,68,2.5
18,58,110,2.0,196,3.0,216,4.0,68,2.5
18,62,110,4.0,196,3.5,216,3.0,68,2.0
18,13,110,3.0,196,2.0,216,4.0,68,2.5
19,56,110,3.0,42,4.0,43,4.0,225,3.0
19,58,110,2.0,42,4.0,43,3.5,225,3.5
19,62,110,4.0,42,4.0,43,3.5,225,3.0
19,13,110,3.0,42,3.0,43,3.0,225,3.0
19,61,110,3.0,42,1.5,43,2.5,225,3.5
20,52,209,2.0,409,1.5,38,4.0,98,4.0
20,61,209,3.0,409,2.5,38,2.5,98,3.0
20,56,209,4.0,409,3.5,38,3.0,98,4.0
20,60,209,3.5,409,3.0,38,2.0,98,4.0
20,53,209,1.5,409,3.5,38,2.0,98,4.0
21,56,8,4.0,196,2.5,135,4.0,412,3.5
21,58,8,4.0,196,3.0,135,4.0,412,3.0
21,60,8,3.5,196,4.0,135,2.0,412,2.5
21,13,8,3.5,196,2.0,135,4.0,412,3.5
21,54,8,4.0,196,3.0,135,3.0,412,3.5
22,13,216,4.0,323,3.5,350,3.0,409,3.0
22,63,216,4.0,323,3.5,350,1.0,409,2.0
22,53,216,4.0,323,3.5,350,3.5,409,3.5
22,55,216,4.0,323,4.0,350,4.0,409,3.5
22,58,216,4.0,323,3.5,350,3.5,409,3.0
23,57,53,3.5,9,1.0,402,2.0,247,4.0
23,60,53,3.0,9,2.5,402,2.0,247,3.5
23,62,53,3.5,9,3.0,402,3.0,247,4.0
23,56,53,4.0,9,4.0,402,3.5,247,4.0
23,61,53,3.5,9,0.5,402,0.5,247,4.0
24,59,224,2.0,292,4.0,350,4.0,194,3.0
24,62,224,3.0,292,3.0,350,4.0,194,4.0
24,61,224,3.5,292,2.5,350,3.5,194,3.5
24,63,224,0.5,292,2.5,350,1.0,194,3.0
24,54,224,3.0,292,3.0,350,3.0,194,2.0
25,63,144,1.5,281,4.0,216,4.0,413,3.0
25,13,144,3.0,281,4.0,216,4.0,413,2.5
25,56,144,4.0,281,4.0,216,4.0,413,2.0
25,53,144,0.5,281,4.0,216,4.0,413,1.5
25,52,144,3.5,281,4.0,216,3.5,413,2.5
26,63,54,4.0,194,3.0,224,0.5,332,2.0
26,59,54,4.0,194,3.0,224,2.0,332,2.5
26,56,54,4.0,194,2.5,224,3.0,332,3.0
26,58,54,4.0,194,3.0,224,0.5,332,3.0
26,57,54,4.0,194,3.0,224,2.5,332,2.5
27,60,298,3.0,106,2.5,388,0.5,20,3.5
27,57,298,4.0,106,3.0,388,0.5,20,3.0
27,54,298,2.5,106,3.0,388,2.0,20,4.0
27,58,298,3.0,106,3.0,388,4.0,20,3.0
27,13,298,2.5,106,3.5,388,2.5,20,4.0
28,54,407,4.0,402,4.0,250,4.0,2,3.5
28,57,407,4.0,402,2.0,250,3.5,2,2.0
28,13,407,4.0,402,1.5,250,4.0,2,2.0
28,56,407,4.0,402,3.5,250,3.0,2,4.0
28,63,407,4.0,402,1.5,250,3.5,2,2.0
29,53,315,4.0,48,3.5,68,0.5,129,2.0
29,62,315,4.0,48,4.0,68,2.0,129,4.0
29,13,315,1.0,48,3.5,68,2.5,129,1.5
29,56,315,4.0,48,4.0,68,3.5,129,2.0
29,55,315,4.0,48,3.0,68,4.0,129,3.5
30,59,54,4.0,275,3.0,106,4.0,49,1.5
30,53,54,4.0,275,2.0,106,3.0,49,1.0
30,58,54,4.0,275,3.5,106,3.0,49,1.5
30,56,54,4.0,275,3.0,106,3.0,49,3.5
30,13,54,4.0,275,3.0,106,3.5,49,1.5
31,53,169,3.5,136,4.0,196,4.0,281,4.0
31,52,169,2.5,136,4.0,196,4.0,281,4.0
31,13,169,3.5,136,3.0,196,2.0,281,4.0
31,55,169,3.0,136,4.0,196,3.5,281,4.0
31,63,169,3.0,136,3.5,196,2.0,281,4.0
32,61,209,3.0,119,3.5,18,2.5,275,4.0
32,56,209,4.0,119,4.0,18,3.5,275,3.0
32,62,209,4.0,119,3.5,18,3.5,275,1.0
32,63,209,3.5,119,3.5,18,2.0,275,3.5
32,52,209,2.0,119,4.0,18,4.0,275,4.0
33,58,68,2.5,298,3.0,388,4.0,412,3.0
33,60,68,2.5,298,3.0,388,0.5,412,2.5
33,55,68,4.0,298,2.0,388,2.5,412,3.5
33,62,68,2.0,298,3.0,388,1.0,412,2.5
33,59,68,3.0,298,2.0,388,1.5,412,0.5
34,56,60,4.0,298,2.0,215,3.5,198,3.0
34,63,60,4.0,298,2.5,215,2.5,198,4.0
34,58,60,3.5,298,3.0,215,3.5,198,4.0
34,52,60,4.0,298,3.5,215,3.0,198,3.5
34,57,60,4.0,298,4.0,215,2.0,198,3.5
35,59,231,4.0,216,4.0,127,2.5,98,4.0
35,60,231,2.5,216,3.5,127,3.5,98,4.0
35,57,231,2.0,216,4.0,127,3.5,98,3.0
35,53,231,3.0,216,4.0,127,2.0,98,4.0
35,62,231,3.5,216,3.0,127,1.0,98,2.5
36,61,37,3.5,212,3.5,42,1.5,14,3.5
36,54,37,3.5,212,4.0,42,3.0,14,2.5
36,55,37,4.0,212,3.0,42,3.5,14,4.0
36,53,37,3.0,212,4.0,42,2.0,14,3.0
36,13,37,3.0,212,3.5,42,3.0,14,3.5
37,63,395,2.5,194,3.0,144,1.5,68,1.0
37,62,395,4.0,194,4.0,144,4.0,68,2.0
37,53,395,2.0,194,4.0,144,0.5,68,0.5
37,58,395,3.5,194,3.0,144,3.5,68,2.5
37,54,395,2.5,194,2.0,144,3.5,68,2.5
38,13,124,3.5,407,4.0,325,3.5,281,4.0
38,55,124,4.0,407,2.0,325,4.0,281,4.0
38,52,124,3.5,407,4.0,325,4.0,281,4.0
38,59,124,4.0,407,4.0,325,3.0,281,4.0
38,53,124,3.5,407,4.0,325,3.0,281,4.0
39,57,259,1.0,167,2.5,79,1.5,384,3.5
39,52,259,3.5,167,3.5,79,1.5,384,3.0
39,56,259,2.0,167,3.0,79,3.5,384,4.0
39,63,259,2.0,167,2.5,79,1.0,384,3.0
39,55,259,2.0,167,2.0,79,2.5,384,4.0
40,58,152,3.0,43,3.5,37,3.0,18,4.0
40,56,152,3.0,43,4.0,37,4.0,18,3.5
40,62,152,3.0,43,3.5,37,4.0,18,3.5
40,53,152,2.5,43,3.5,37,3.0,18,2.0
40,52,152,3.5,43,2.5,37,3.0,18,4.0
41,57,395,1.5,54,4.0,407,4.0,388,0.5
41,52,395,1.5,54,4.0,407,4.0,388,4.0
41,61,395,2.5,54,4.0,407,4.0,388,1.0
41,55,395,3.5,54,4.0,407,2.0,388,2.5
41,53,395,2.0,54,4.0,407,4.0,388,0.5
42,13,247,4.0,196,2.0,18,2.5,319,4.0
42,53,247,4.0,196,4.0,18,2.0,319,4.0
42,63,247,4.0,196,2.0,18,2.0,319,4.0
42,54,247,4.0,196,3.0,18,3.5,319,4.0
42,59,247,4.0,196,4.0,18,3.0,319,4.0
43,58,54,4.0,215,3.5,197,3.0,412,3.0
43,62,54,4.0,215,2.5,197,2.5,412,2.5
43,60,54,4.0,215,1.5,197,2.5,412,2.5
43,54,54,4.0,215,1.5,197,2.0,412,3.5
43,13,54,4.0,215,2.0,197,1.0,412,3.5
44,52,412,2.0,209,2.0,20,4.0,328,4.0
44,60,412,2.5,209,3.5,20,3.5,328,2.5
44,53,412,1.5,209,1.5,20,4.0,328,3.0
44,54,412,3.5,209,2.5,20,4.0,328,4.0
44,56,412,3.5,209,4.0,20,4.0,328,3.5
45,62,406,4.0,64,3.5,300,4.0,119,3.5
45,54,406,4.0,64,3.0,300,4.0,119,3.5
45,56,406,4.0,64,4.0,300,4.0,119,4.0
45,53,406,4.0,64,3.0,300,3.0,119,3.0
45,58,406,4.0,64,4.0,300,4.0,119,4.0
46,53,167,3.5,68,0.5,370,3.5,157,1.5
46,54,167,1.5,68,2.5,370,3.0,157,2.0
46,60,167,2.5,68,2.5,370,3.0,157,1.5
46,55,167,2.0,68,4.0,370,4.0,157,1.5
46,59,167,1.5,68,3.0,370,4.0,157,2.0
47,57,412,0.5,110,3.5,9,1.0,144,2.5
47,13,412,3.5,110,3.0,9,1.0,144,3.0
47,58,412,3.0,110,2.0,9,3.5,144,3.5
47,56,412,3.5,110,3.0,9,4.0,144,4.0
47,59,412,0.5,110,2.5,9,3.5,144,3.5
48,53,225,3.0,142,0.5,413,1.5,319,4.0
48,13,225,3.0,142,1.5,413,2.5,319,4.0
48,61,225,3.5,142,4.0,413,3.0,319,3.5
48,58,225,3.5,142,3.5,413,3.5,319,2.5
48,63,225,3.0,142,0.5,413,3.0,319,4.0
49,58,332,3.0,136,4.0,216,4.0,165,4.0
49,60,332,2.5,136,3.5,216,3.5,165,2.5
49,59,332,2.5,136,4.0,216,4.0,165,3.5
49,13,332,3.0,136,3.0,216,4.0,165,3.5
49,53,332,2.5,136,4.0,216,4.0,165,2.0
50,57,144,2.5,350,2.5,384,3.5,325,3.0
50,58,144,3.5,350,3.5,384,4.0,325,3.5
50,59,144,3.5,350,4.0,384,4.0,325,3.0
50,63,144,1.5,350,1.0,384,3.0,325,3.0
50,62,144,4.0,350,4.0,384,4.0,325,4.0
51,57,402,2.0,365,2.0,8,4.0,60,4.0
51,56,402,3.5,365,1.5,8,4.0,60,4.0
51,53,402,0.5,365,2.0,8,4.0,60,3.5
51,55,402,3.0,365,4.0,8,3.5,60,4.0
51,63,402,1.5,365,2.0,8,4.0,60,4.0
52,63,219,4.0,298,2.5,325,3.0,18,2.0
52,60,219,3.5,298,3.0,325,3.5,18,3.0
52,13,219,3.5,298,2.5,325,3.5,18,2.5
52,52,219,3.0,298,3.5,325,4.0,18,4.0
52,62,219,4.0,298,3.0,325,4.0,18,3.5
53,62,412,2.5,136,4.0,48,4.0,101,3.0
53,57,412,0.5,136,2.0,48,2.5,101,3.0
53,63,412,2.0,136,3.5,48,3.0,101,2.5
53,13,412,3.5,136,3.0,48,3.5,101,2.0
53,59,412,0.5,136,4.0,48,4.0,101,1.5
54,13,410,3.0,135,4.0,157,3.0,300,3.0
54,52,410,4.0,135,2.5,157,3.5,300,1.0
54,56,410,3.5,135,4.0,157,2.5,300,4.0
54,57,410,3.0,135,4.0,157,2.0,300,1.5
54,62,410,4.0,135,4.0,157,1.0,300,4.0
55,57,224,2.5,225,3.0,18,4.0,119,3.0
55,61,224,3.5,225,3.5,18,2.5,119,3.5
55,59,224,2.0,225,3.0,18,3.0,119,3.5
55,52,224,1.5,225,4.0,18,4.0,119,4.0
55,56,224,3.0,225,3.0,18,3.5,119,4.0
56,58,24,4.0,197,3.0,267,4.0,37,3.0
56,57,24,1.5,197,2.0,267,4.0,37,3.5
56,60,24,3.0,197,2.5,267,4.0,37,3.0
56,56,24,4.0,197,3.0,267,4.0,37,4.0
56,55,24,2.5,197,2.5,267,4.0,37,4.0
57,58,54,4.0,404,3.5,355,2.5,119,4.0
57,54,54,4.0,404,3.0,355,2.5,119,3.5
57,59,54,4.0,404,3.5,355,4.0,119,3.5
57,55,54,4.0,404,3.0,355,3.5,119,3.5
57,62,54,4.0,404,3.5,355,3.0,119,3.5
58,59,351,4.0,48,4.0,129,4.0,79,2.0
58,53,351,3.0,48,3.5,129,2.0,79,2.0
58,61,351,4.0,48,2.5,129,1.5,79,1.0
58,55,351,4.0,48,3.0,129,3.5,79,2.5
58,13,351,4.0,48,3.5,129,1.5,79,1.0
59,63,48,3.0,124,1.5,289,3.0,200,3.0
59,57,48,2.5,124,1.0,289,2.5,200,4.0
59,62,48,4.0,124,3.0,289,3.0,200,2.5
59,52,48,3.0,124,3.5,289,0.5,200,3.0
59,55,48,3.0,124,4.0,289,3.5,200,4.0
60,59,332,2.5,383,4.0,198,3.5,14,4.0
60,56,332,3.0,383,3.0,198,3.0,14,3.0
60,57,332,2.5,383,1.0,198,3.5,14,4.0
60,13,332,3.0,383,2.0,198,4.0,14,3.5
60,63,332,2.0,383,1.5,198,4.0,14,3.0
61,55,68,4.0,247,4.0,2,3.0,407,2.0
61,54,68,2.5,247,4.0,2,3.5,407,4.0
61,57,68,1.5,247,4.0,2,2.0,407,4.0
61,63,68,1.0,247,4.0,2,2.0,407,4.0
61,61,68,4.0,247,4.0,2,3.5,407,4.0
62,56,298,2.0,31,3.0,409,3.5,157,2.5
62,59,298,2.0,31,4.0,409,3.0,157,2.0
62,58,298,3.0,31,3.0,409,3.0,157,3.5
62,60,298,3.0,31,3.5,409,3.0,157,1.5
62,13,298,2.5,31,3.5,409,3.0,157,3.0
63,61,14,3.5,402,0.5,38,2.5,196,1.5
63,63,14,3.0,402,1.5,38,2.0,196,2.0
63,57,14,4.0,402,2.0,38,3.5,196,3.0
63,55,14,4.0,402,3.0,38,3.5,196,3.5
63,62,14,3.5,402,3.0,38,3.0,196,3.5
64,63,224,0.5,98,3.0,119,3.5,281,4.0
64,61,224,3.5,98,3.0,119,3.5,281,2.0
64,56,224,3.0,98,4.0,119,4.0,281,4.0
64,58,224,0.5,98,4.0,119,4.0,281,3.5
64,54,224,3.0,98,4.0,119,3.5,281,4.0
65,57,359,4.0,198,3.5,292,4.0,409,3.5
65,60,359,3.5,198,4.0,292,3.0,409,3.0
65,53,359,2.0,198,3.5,292,2.5,409,3.5
65,59,359,3.0,198,3.5,292,4.0,409,3.0
65,54,359,2.5,198,3.5,292,3.0,409,2.5
66,53,247,4.0,105,3.0,292,2.5,129,2.0
66,55,247,4.0,105,4.0,292,3.0,129,3.5
66,60,247,3.5,105,4.0,292,3.0,129,3.0
66,52,247,4.0,105,3.5,292,4.0,129,2.5
66,62,247,4.0,105,3.5,292,3.0,129,4.0
67,59,136,4.0,38,1.0,198,3.5,209,4.0
67,58,136,4.0,38,3.0,198,4.0,209,3.5
67,61,136,2.5,38,2.5,198,3.5,209,3.0
67,57,136,2.0,38,3.5,198,3.5,209,2.5
67,63,136,3.5,38,2.0,198,4.0,209,3.5
68,60,216,3.5,259,3.0,20,3.5,90,3.5
68,57,216,4.0,259,1.0,20,3.0,90,3.0
68,55,216,4.0,259,2.0,20,4.0,90,4.0
68,59,216,4.0,259,4.0,20,4.0,90,4.0
68,54,216,4.0,259,2.5,20,4.0,90,2.0
69,54,197,2.0,37,3.5,49,1.5,402,4.0
69,13,197,1.0,37,3.0,49,1.5,402,1.5
69,62,197,2.5,37,4.0,49,3.0,402,3.0
69,57,197,2.0,37,3.5,49,1.5,402,2.0
69,61,197,2.5,37,3.5,49,1.5,402,0.5
70,59,157,2.0,300,4.0,197,2.0,250,4.0
70,52,157,3.5,300,1.0,197,3.0,250,2.5
70,60,157,1.5,300,4.0,197,2.5,250,3.5
70,63,157,2.0,300,3.0,197,2.5,250,3.5
70,13,157,3.0,300,3.0,197,1.0,250,4.0
71,57,79,1.5,225,3.0,281,1.5,31,2.5
71,63,79,1.0,225,3.0,281,4.0,31,3.0
71,58,79,1.5,225,3.5,281,3.5,31,3.0
71,53,79,2.0,225,3.0,281,4.0,31,3.0
71,60,79,1.5,225,2.5,281,4.0,31,3.5
72,58,289,4.0,259,3.0,49,1.5,212,4.0
72,59,289,3.0,259,4.0,49,1.5,212,3.5
72,56,289,2.5,259,2.0,49,3.5,212,2.0
72,53,289,2.0,259,1.0,49,1.0,212,4.0
72,62,289,3.0,259,4.0,49,3.0,212,4.0
73,56,127,2.0,157,2.5,395,3.0,406,4.0
73,59,127,2.5,157,2.0,395,3.5,406,4.0
73,52,127,3.5,157,3.5,395,1.5,406,4.0
73,63,127,1.5,157,2.0,395,2.5,406,2.0
73,13,127,2.0,157,3.0,395,3.5,406,4.0
74,63,315,4.0,209,3.5,124,1.5,144,1.5
74,54,315,3.0,209,2.5,124,3.5,144,3.5
74,61,315,0.5,209,3.0,124,1.0,144,4.0
74,60,315,4.0,209,3.5,124,2.5,144,3.0
74,62,315,4.0,209,4.0,124,3.0,144,4.0
75,57,24,1.5,79,1.5,31,2.5,106,3.0
75,56,24,4.0,79,3.5,31,3.0,106,3.0
75,62,24,3.0,79,3.5,31,4.0,106,3.5
75,55,24,2.5,79,2.5,31,3.5,106,4.0
75,59,24,4.0,79,2.0,31,4.0,106,4.0
76,57,8,4.0,37,3.5,53,3.5,157,2.0
76,54,8,4.0,37,3.5,53,4.0,157,2.0
76,52,8,3.5,37,3.0,53,3.5,157,3.5
76,60,8,3.5,37,3.0,53,3.0,157,1.5
76,53,8,4.0,37,3.0,53,2.5,157,1.5
77,57,110,3.5,209,2.5,14,4.0,212,3.0
77,53,110,2.5,209,1.5,14,3.0,212,4.0
77,52,110,3.0,209,2.0,14,4.0,212,3.0
77,61,110,3.0,209,3.0,14,3.5,212,3.5
77,63,110,0.5,209,3.5,14,3.0,212,4.0
78,63,37,2.5,60,4.0,413,3.0,167,2.5
78,52,37,3.0,60,4.0,413,2.5,167,3.5
78,62,37,4.0,60,4.0,413,2.0,167,3.0
78,61,37,3.5,60,3.5,413,3.0,167,2.5
78,60,37,3.0,60,4.0,413,3.5,167,2.5
79,54,48,2.5,144,3.5,298,2.5,60,3.0
79,53,48,3.5,144,0.5,298,3.0,60,3.5
79,60,48,3.0,144,3.0,298,3.0,60,4.0
79,61,48,2.5,144,4.0,298,2.0,60,3.5
79,62,48,4.0,144,4.0,298,3.0,60,4.0
80,61,259,4.0,197,2.5,54,4.0,129,1.5
80,63,259,2.0,197,2.5,54,4.0,129,1.5
80,52,259,3.5,197,3.0,54,4.0,129,2.5
80,62,259,4.0,197,2.5,54,4.0,129,4.0
80,58,259,3.0,197,3.0,54,4.0,129,4.0
81,57,98,3.0,411,3.5,388,0.5,300,1.5
81,55,98,3.0,411,4.0,388,2.5,300,3.0
81,58,98,4.0,411,3.5,388,4.0,300,4.0
81,56,98,4.0,411,3.5,388,4.0,300,4.0
81,60,98,4.0,411,3.5,388,0.5,300,4.0
82,53,281,4.0,60,3.5,194,4.0,298,3.0
82,13,281,4.0,60,3.0,194,3.0,298,2.5
82,54,281,4.0,60,3.0,194,2.0,298,2.5
82,55,281,4.0,60,4.0,194,4.0,298,2.0
82,56,281,4.0,60,4.0,194,2.5,298,2.0
83,55,247,4.0,406,3.5,166,2.5,225,3.0
83,13,247,4.0,406,4.0,166,3.0,225,3.0
83,63,247,4.0,406,2.0,166,2.0,225,3.0
83,56,247,4.0,406,4.0,166,1.5,225,3.0
83,54,247,4.0,406,4.0,166,1.5,225,2.0
84,57,129,3.0,101,3.0,20,3.0,250,3.5
84,53,129,2.0,101,3.5,20,4.0,250,4.0
84,13,129,1.5,101,2.0,20,4.0,250,4.0
84,59,129,4.0,101,1.5,20,4.0,250,4.0
84,52,129,2.5,101,3.5,20,4.0,250,2.5
85,60,402,2.0,48,3.0,325,3.5,119,3.0
85,59,402,3.5,48,4.0,325,3.0,119,3.5
85,61,402,0.5,48,2.5,325,3.5,119,3.5
85,56,402,3.5,48,4.0,325,3.5,119,4.0
85,52,402,3.5,48,3.0,325,4.0,119,4.0
86,52,196,4.0,212,3.0,8,3.5,53,3.5
86,53,196,4.0,212,4.0,8,4.0,53,2.5
86,56,196,2.5,212,2.0,8,4.0,53,4.0
86,61,196,1.5,212,3.5,8,3.5,53,3.5
86,55,196,3.5,212,3.0,8,3.5,53,4.0
87,63,119,3.5,319,4.0,194,3.0,292,2.5
87,56,119,4.0,319,4.0,194,2.5,292,2.5
87,62,119,3.5,319,4.0,194,4.0,292,3.0
87,54,119,3.5,319,4.0,194,2.0,292,3.0
87,55,119,3.5,319,4.0,194,4.0,292,3.0
88,60,231,2.5,212,3.5,53,3.0,68,2.5
88,56,231,3.0,212,2.0,53,4.0,68,3.5
88,59,231,4.0,212,3.5,53,4.0,68,3.0
88,53,231,3.0,212,4.0,53,2.5,68,0.5
88,57,231,2.0,212,3.0,53,3.5,68,1.5
89,13,365,2.5,350,3.0,90,1.5,413,2.5
89,53,365,2.0,350,3.5,90,4.0,413,1.5
89,63,365,2.0,350,1.0,90,2.5,413,3.0
89,60,365,1.5,350,3.5,90,3.5,413,3.5
89,59,365,1.0,350,4.0,90,4.0,413,2.0
90,56,406,4.0,194,2.5,157,2.5,79,3.5
90,61,406,2.5,194,3.5,157,2.5,79,1.0
90,54,406,4.0,194,2.0,157,2.0,79,2.0
90,55,406,3.5,194,4.0,157,1.5,79,2.5
90,53,406,4.0,194,4.0,157,1.5,79,2.0
91,13,100,2.0,79,1.0,298,2.5,281,4.0
91,61,100,2.5,79,1.0,298,2.0,281,2.0
91,63,100,3.0,79,1.0,298,2.5,281,4.0
91,56,100,1.5,79,3.5,298,2.0,281,4.0
91,52,100,3.0,79,1.5,298,3.5,281,4.0
92,54,48,2.5,300,4.0,136,4.0,310,2.5
92,61,48,2.5,300,1.5,136,2.5,310,1.5
92,53,48,3.5,300,3.0,136,4.0,310,3.5
92,13,48,3.5,300,3.0,136,3.0,310,3.0
92,62,48,4.0,300,4.0,136,4.0,310,3.5
93,62,20,3.0,14,3.5,359,4.0,315,4.0
93,63,20,4.0,14,3.0,359,2.0,315,4.0
93,57,20,3.0,14,4.0,359,4.0,315,4.0
93,56,20,4.0,14,3.0,359,4.0,315,4.0
93,59,20,4.0,14,4.0,359,3.0,315,4.0
94,58,209,3.5,9,3.5,14,4.0,167,3.5
94,13,209,4.0,9,1.0,14,3.5,167,3.0
94,60,209,3.5,9,2.5,14,3.0,167,2.5
94,55,209,4.0,9,2.0,14,4.0,167,2.0
94,53,209,1.5,9,2.5,14,3.0,167,3.5
95,52,332,3.0,124,3.5,267,4.0,388,4.0
95,63,332,2.0,124,1.5,267,4.0,388,4.0
95,59,332,2.5,124,4.0,267,4.0,388,1.5
95,53,332,2.5,124,3.5,267,4.0,388,0.5
95,58,332,3.0,124,3.0,267,4.0,388,4.0
96,62,350,4.0,169,4.0,136,4.0,413,2.0
96,63,350,1.0,169,3.0,136,3.5,413,3.0
96,58,350,3.5,169,3.0,136,4.0,413,3.5
96,59,350,4.0,169,3.5,136,4.0,413,2.0
96,13,350,3.0,169,3.5,136,3.0,413,2.5
97,13,319,4.0,315,1.0,8,3.5,132,0.5
97,52,319,0.5,315,4.0,8,3.5,132,4.0
97,63,319,4.0,315,4.0,8,4.0,132,3.0
97,55,319,4.0,315,4.0,8,3.5,132,4.0
97,54,319,4.0,315,3.0,8,4.0,132,4.0
98,58,9,3.5,48,4.0,383,3.0,254,2.5
98,56,9,4.0,48,4.0,383,3.0,254,1.0
98,59,9,3.5,48,4.0,383,4.0,254,2.5
98,13,9,1.0,48,3.5,383,2.0,254,0.5
98,63,9,0.5,48,3.0,383,1.5,254,3.0
99,52,289,0.5,404,3.5,37,3.0,281,4.0
99,63,289,3.0,404,2.5,37,2.5,281,4.0
