user,item,rating
18,494,3.0
18,495,2.5
18,496,3.5
18,499,4.0
18,501,3.0
18,503,3.0
18,504,3.0
18,505,2.0
18,506,2.5
18,507,2.5
18,508,3.5
18,509,3.0
18,510,3.0
18,511,3.0
18,512,3.0
18,513,2.0
19,325,2.5
19,326,1.0
19,330,3.0
19,331,3.0
19,336,1.5
19,409,2.5
19,473,4.0
19,475,3.0
19,482,2.5
19,494,3.0
19,495,3.0
19,496,2.5
20,325,2.5
20,326,3.0
20,327,3.5
20,328,4.0
20,329,4.0
20,330,4.0
20,331,2.0
20,332,3.0
20,336,4.0
20,386,4.0
20,409,4.0
20,473,3.0
20,474,4.0
20,475,4.0
20,477,4.0
20,478,4.0
20,479,4.0
20,480,4.0
20,482,4.0
20,483,3.0
20,493,4.0
20,494,4.0
20,495,3.0
20,496,2.5
20,499,4.0
20,501,4.0
20,503,4.0
20,504,4.0
20,505,4.0
20,506,4.0
20,507,4.0
20,508,3.0
20,509,4.0
20,510,4.0
20,511,4.0
20,512,4.0
20,513,0.5
21,328,3.5
21,331,1.5
21,391,3.5
21,451,3.0
21,475,2.5
21,496,3.0
21,507,2.0
21,510,3.0
21,545,4.0
21,613,3.0
21,636,4.0
21,661,1.5
21,726,4.0
21,727,3.0
21,728,1.0
21,729,4.0
21,730,4.0
21,731,2.5
21,732,1.0
21,733,0.5
21,734,3.0
21,735,1.5
21,736,4.0
21,737,2.5
21,738,4.0
21,739,4.0
21,740,2.5
21,741,4.0
21,742,1.5
22,325,3.0
22,326,2.5
22,332,3.0
22,336,2.5
22,473,1.5
22,475,2.0
22,482,3.0
22,496,3.0
22,499,1.0
22,513,2.5
23,325,4.0
23,332,3.0
23,495,3.0
23,513,2.5
24,325,0.5
24,326,4.0
24,327,3.5
24,328,4.0
24,329,4.0
24,330,2.0
24,331,4.0
24,332,4.0
24,336,4.0
24,386,4.0
24,409,3.0
24,473,3.0
24,474,3.5
24,475,3.5
24,477,2.0
24,478,2.5
24,479,2.5
24,480,1.5
24,482,3.0
24,483,3.0
24,493,3.0
24,494,2.0
24,495,2.0
24,496,4.0
24,499,3.5
24,501,1.0
24,503,2.0
24,504,2.5
24,505,4.0
24,506,1.5
24,507,2.5
24,508,3.0
24,509,2.0
24,510,1.5
24,511,3.0
24,512,3.0
24,513,3.5
25,326,3.5
25,327,3.0
25,332,3.5
25,336,3.5
25,475,3.0
26,618,4.0
27,325,3.0
27,332,3.5
27,475,0.5
27,481,3.0
27,482,3.5
27,495,1.0
27,496,3.0
27,505,2.0
27,508,3.0
27,510,0.5
27,576,4.0
27,788,3.0
29,325,3.0
29,326,4.0
29,327,3.0
29,328,3.5
29,330,2.5
29,331,3.5
29,332,3.0
29,386,2.5
29,474,4.0
29,475,3.0
29,479,3.5
29,483,3.0
29,494,2.5
29,495,3.0
29,499,3.5
29,509,3.0
29,549,4.0
29,789,4.0
29,790,4.0
30,325,3.0
30,326,3.5
30,332,2.5
30,336,3.0
30,473,2.0
30,475,2.5
30,478,3.5
30,482,3.5
30,493,3.0
30,496,4.0
30,503,3.5
30,507,4.0
30,508,4.0
30,509,4.0
31,325,4.0
31,326,4.0
31,327,3.0
31,328,4.0
31,329,3.0
31,330,3.5
31,331,4.0
31,332,3.0
31,336,4.0
31,386,2.5
31,409,3.5
31,473,3.0
31,474,3.0
31,475,3.5
31,477,3.0
31,478,3.5
31,479,4.0
31,480,3.0
31,481,4.0
31,482,2.5
31,483,2.0
31,493,3.0
31,494,3.0
31,495,3.5
31,496,3.5
31,499,3.0
31,501,3.0
31,503,3.5
31,504,3.0
31,505,3.0
31,506,2.5
31,507,2.5
31,508,3.0
31,509,3.0
31,510,3.0
31,511,3.5
31,512,2.5
31,513,3.5
32,325,1.5
32,328,2.0
32,329,3.5
32,331,4.0
32,336,4.0
32,473,2.5
32,474,3.0
32,475,1.0
32,495,0.5
32,496,3.5
32,501,1.5
32,508,3.0
32,513,0.5
33,325,4.0
33,327,4.0
33,328,3.5
33,330,2.5
33,331,4.0
33,336,3.5
33,473,4.0
33,475,3.0
33,479,4.0
33,482,2.0
33,495,4.0
33,496,4.0
33,499,4.0
33,509,4.0
33,511,3.5
34,325,1.5
34,326,1.5
34,327,1.5
34,330,2.0
34,331,2.0
34,479,1.0
34,494,3.0
34,511,2.5
34,791,3.0
34,792,2.5
34,793,2.5
35,325,2.5
35,326,4.0
35,327,4.0
35,330,2.5
35,331,3.0
35,473,3.5
35,478,2.5
35,479,3.0
35,483,0.5
35,494,3.0
35,495,1.5
35,499,3.5
36,326,3.5
36,329,3.5
36,331,3.0
36,494,2.0
37,325,3.5
37,326,3.5
37,327,3.0
37,328,4.0
37,329,3.5
37,330,4.0
37,331,4.0
37,332,3.0
37,336,4.0
37,386,3.0
37,409,3.0
37,473,3.0
37,474,3.5
37,475,3.5
37,477,2.5
37,478,3.0
37,479,4.0
37,480,3.0
37,482,3.5
37,483,3.0
37,493,3.0
37,494,2.0
37,495,2.5
37,496,3.0
37,499,3.0
37,501,3.0
37,503,3.5
37,504,3.0
37,505,3.5
37,506,3.0
37,507,3.0
37,508,2.0
37,509,3.5
37,510,3.0
37,511,3.0
37,512,2.5
37,513,2.0
38,325,3.5
38,326,2.0
38,327,3.5
38,328,4.0
38,329,3.0
38,330,3.5
38,331,4.0
38,332,4.0
38,336,4.0
38,386,3.5
38,409,3.0
38,473,4.0
38,474,2.0
38,475,2.0
38,477,3.0
38,478,4.0
38,479,3.5
38,480,2.5
38,482,4.0
38,483,2.0
38,493,2.0
38,494,2.0
38,495,3.0
38,496,3.0
38,499,3.0
38,501,2.0
38,503,2.0
38,504,2.0
38,505,2.0
38,506,3.0
38,507,3.0
38,508,3.0
38,509,2.0
38,510,2.0
38,511,3.5
38,512,2.0
38,513,3.0
39,331,4.0
40,330,4.0
40,479,2.5
40,495,4.0
40,829,4.0
41,325,2.5
41,327,3.5
41,329,3.5
41,332,1.0
41,336,2.5
41,473,4.0
41,475,2.5
41,478,3.0
41,482,3.0
41,496,3.5
41,502,4.0
41,508,3.5
41,510,3.0
41,653,4.0
42,325,2.5
42,326,4.0
42,327,2.0
42,328,4.0
42,329,3.0
42,330,3.0
42,331,4.0
42,332,4.0
42,336,3.5
42,386,2.5
42,409,1.5
42,473,1.5
42,474,3.0
42,475,3.5
42,477,2.0
42,478,2.0
42,479,2.5
42,480,3.0
42,482,2.0
42,483,3.5
42,493,3.0
42,494,2.0
42,495,3.0
42,496,4.0
42,499,1.5
42,501,2.0
42,503,3.0
42,504,2.5
42,505,2.0
42,506,2.0
42,507,2.0
42,508,1.0
42,509,2.0
42,510,2.5
42,511,2.0
42,512,2.0
42,513,3.0
43,325,3.0
43,326,3.0
43,327,3.5
43,329,3.5
43,330,2.5
43,331,3.5
43,332,2.0
43,336,3.0
43,409,3.0
43,473,3.0
43,475,3.5
43,477,3.0
43,479,2.5
43,482,3.5
43,483,2.5
43,494,2.5
43,495,2.5
43,496,4.0
43,499,3.0
43,501,3.0
43,502,3.5
43,503,2.5
43,505,3.0
43,509,3.0
43,536,4.0
43,833,3.0
43,834,3.5
43,835,4.0
44,325,2.5
44,326,2.5
44,327,4.0
44,330,2.0
44,332,3.0
44,336,1.5
44,473,1.5
44,474,2.5
44,475,1.5
44,477,2.0
44,479,2.5
44,482,4.0
44,495,2.5
44,496,4.0
44,501,1.0
44,504,3.0
44,508,4.0
44,509,4.0
45,814,4.0
46,325,3.5
46,326,3.0
46,332,2.5
46,424,4.0
46,496,4.0
46,499,3.5
46,836,4.0
46,837,3.5
46,838,4.0
46,839,3.5
46,840,3.5
46,841,4.0
46,842,4.0
46,843,3.0
47,658,4.0
47,913,4.0
48,325,2.0
48,326,2.5
48,327,3.0
48,328,4.0
48,329,3.5
48,330,3.0
48,331,4.0
48,332,2.5
48,336,2.5
48,386,3.5
48,409,3.5
48,473,2.5
48,474,3.0
48,475,3.0
48,477,4.0
48,478,2.5
48,479,4.0
48,480,2.5
48,482,2.5
48,483,3.5
48,493,3.0
48,494,3.0
48,495,2.5
48,496,4.0
48,499,3.5
48,501,3.5
48,503,2.5
48,504,3.5
48,505,4.0
48,506,2.5
48,507,2.5
48,508,3.0
48,509,2.5
48,510,2.5
48,511,3.0
48,512,2.5
48,513,3.0
48,543,3.0
49,325,3.5
49,326,4.0
49,327,1.5
49,328,1.0
49,329,3.0
49,330,2.0
49,331,1.5
49,332,2.0
49,336,3.5
49,386,2.0
49,409,1.5
49,473,2.5
49,474,2.5
49,475,3.5
49,477,1.5
49,478,2.0
49,479,2.5
49,480,1.5
49,482,3.0
49,483,1.5
49,493,2.5
49,494,2.5
49,495,2.0
49,496,1.0
49,499,1.0
49,501,2.0
49,503,1.5
49,504,1.5
49,505,2.0
49,506,2.0
49,507,1.0
49,508,1.5
49,509,1.0
49,510,2.0
49,511,1.5
49,512,1.5
49,513,3.0
50,325,2.5
50,329,3.5
50,495,2.5
50,496,4.0
50,501,2.5
51,325,4.0
51,326,2.5
51,327,4.0
51,330,3.5
51,331,3.5
51,336,4.0
51,473,3.5
51,475,3.5
51,478,4.0
51,495,3.0
51,496,4.0
51,511,4.0
53,325,2.5
53,326,2.0
53,327,4.0
53,328,3.0
53,329,3.0
53,330,3.0
53,331,4.0
53,332,4.0
53,336,1.5
53,386,2.5
53,409,3.0
53,473,4.0
53,474,4.0
53,475,4.0
53,477,3.0
53,478,2.5
53,479,4.0
53,480,3.5
53,482,4.0
53,483,4.0
53,493,3.5
53,494,3.0
53,495,3.0
53,496,3.5
53,499,4.0
53,501,4.0
53,503,2.5
53,504,3.0
53,505,3.5
53,506,1.0
53,507,4.0
53,508,3.5
53,509,4.0
53,510,2.0
53,511,0.5
53,512,4.0
53,513,4.0
54,325,4.0
54,326,3.5
54,327,4.0
54,328,4.0
54,329,4.0
54,330,4.0
54,331,4.0
54,332,4.0
54,336,4.0
54,386,4.0
54,409,4.0
54,473,3.5
54,474,4.0
54,475,4.0
54,477,4.0
54,478,4.0
54,479,4.0
54,480,4.0
54,482,4.0
54,483,4.0
54,493,4.0
54,494,4.0
54,495,4.0
54,496,4.0
54,499,4.0
54,501,4.0
54,503,4.0
54,504,4.0
54,505,4.0
54,506,4.0
54,507,4.0
54,508,4.0
54,509,4.0
54,510,4.0
54,511,3.5
54,512,4.0
54,513,4.0
55,325,4.0
55,326,3.0
55,327,4.0
55,328,2.5
55,329,2.5
55,330,4.0
55,331,3.5
55,336,2.0
55,386,3.5
55,409,3.5
55,473,4.0
55,474,4.0
55,475,2.0
55,477,4.0
55,478,4.0
55,479,2.5
55,480,4.0
55,482,4.0
55,493,3.0
55,494,4.0
55,495,4.0
55,496,3.0
55,501,4.0
55,503,4.0
55,506,3.0
55,508,4.0
55,509,4.0
55,510,4.0
55,512,4.0
55,513,4.0
56,325,3.5
56,330,3.0
56,332,2.0
56,473,3.0
56,495,3.5
57,325,1.0
57,326,3.0
57,327,3.5
57,328,4.0
57,329,4.0
57,330,2.0
57,331,4.0
57,332,2.0
57,473,4.0
57,475,1.0
57,479,4.0
57,482,3.0
57,496,2.5
57,499,2.5
58,325,3.5
58,326,3.5
58,327,3.5
58,330,2.5
58,331,4.0
58,336,3.0
58,475,3.5
58,478,3.5
58,482,4.0
58,494,3.0
58,496,3.0
59,325,3.0
59,326,2.0
59,327,3.5
59,331,3.5
59,332,1.0
59,336,3.5
59,409,2.5
59,473,1.5
59,474,1.0
59,475,2.5
59,477,1.0
59,481,3.0
59,482,3.5
59,483,4.0
59,493,3.5
59,494,3.5
59,495,2.0
59,496,4.0
59,501,2.5
59,505,3.5
59,507,4.0
59,508,4.0
59,513,3.0
60,325,3.5
60,326,4.0
60,327,4.0
60,328,4.0
60,329,4.0
60,330,3.5
60,331,4.0
60,332,3.0
60,336,3.5
60,386,3.5
60,409,3.5
60,473,4.0
60,474,3.5
60,475,3.0
60,477,3.5
60,478,3.5
60,479,4.0
60,480,3.5
60,482,3.5
60,483,3.0
60,493,3.5
60,494,4.0
60,495,3.0
60,496,3.0
60,499,3.5
60,501,3.5
60,503,3.5
60,504,3.0
60,505,3.0
60,506,4.0
60,507,4.0
60,508,3.5
60,509,4.0
60,510,4.0
60,511,4.0
60,512,3.5
60,513,3.0
60,1039,3.5
61,331,3.5
61,332,3.0
61,336,4.0
61,473,1.0
61,475,3.0
61,482,3.0
61,495,2.5
61,496,4.0
61,501,3.0
61,630,3.5
61,653,3.5
61,1002,3.0
63,329,3.5
63,330,3.0
63,335,3.0
63,475,1.0
63,496,4.0
63,513,1.0
63,578,4.0
63,1040,3.5
63,1041,4.0
63,1042,4.0
64,325,3.0
64,326,3.0
64,328,2.0
64,329,3.5
64,330,3.0
64,331,3.0
64,332,0.5
64,336,3.5
64,409,3.5
64,473,3.0
64,474,4.0
64,475,1.5
64,479,2.5
64,482,3.0
64,483,3.0
64,493,3.5
64,495,3.0
64,499,2.0
64,503,2.0
64,504,3.5
64,511,3.0
64,513,1.5
64,1043,4.0
65,325,2.0
65,327,3.0
65,328,4.0
65,330,2.5
65,331,3.5
65,473,2.5
65,475,2.5
65,479,2.0
65,482,2.5
65,494,3.0
65,505,2.5
66,325,3.0
66,326,4.0
66,328,3.5
66,331,4.0
66,332,1.5
66,482,2.5
66,496,0.5
67,325,2.5
67,326,4.0
67,327,4.0
67,328,2.0
67,329,2.5
67,330,3.5
67,331,3.5
67,332,1.5
67,336,3.0
67,386,2.0
67,409,2.0
67,473,4.0
67,474,2.0
67,475,1.5
67,479,2.5
67,480,2.0
67,483,1.5
67,493,2.0
67,499,2.5
67,501,2.0
67,505,2.0
67,508,2.5
67,509,2.0
67,511,2.0
67,637,3.0
67,1055,0.5
67,1056,0.5
68,325,3.0
68,326,3.0
68,327,4.0
68,328,3.5
68,329,3.5
68,330,4.0
68,331,4.0
68,332,3.0
68,336,2.0
68,386,2.0
68,409,3.0
68,473,3.0
68,474,3.0
68,475,3.0
68,477,1.5
68,478,1.5
68,479,2.0
68,480,2.5
68,482,1.5
68,483,3.0
68,493,3.0
68,494,3.0
68,495,1.0
68,496,3.0
68,499,3.5
68,501,3.0
68,503,3.5
68,504,2.0
68,505,3.0
68,506,3.5
68,507,2.0
68,508,3.0
68,509,2.0
68,510,2.5
68,511,2.0
68,512,3.0
68,513,3.5
69,326,4.0
69,328,3.5
69,329,3.0
69,331,3.5
69,332,4.0
69,409,2.0
69,473,4.0
69,482,3.0
69,483,3.5
69,496,3.5
69,499,3.0
69,501,2.5
69,513,2.5
70,326,3.0
72,325,2.5
72,330,2.0
72,336,3.0
72,473,3.5
72,475,2.0
72,477,0.5
72,495,1.5
72,501,2.5
72,508,3.5
73,326,2.0
73,327,2.5
73,329,3.5
73,330,2.5
73,336,3.0
73,386,2.5
73,480,2.5
73,482,2.5
73,483,3.0
73,503,2.0
73,508,3.0
73,509,2.5
74,325,2.5
74,326,3.0
74,327,2.5
74,329,3.5
74,330,2.0
74,331,4.0
74,332,2.0
74,473,2.0
74,478,4.0
74,479,2.5
74,499,3.5
74,510,3.5
75,325,2.0
75,326,3.5
75,331,3.0
75,332,2.0
75,336,3.0
75,338,2.5
75,343,2.5
75,367,2.5
75,375,3.0
75,392,2.5
75,413,3.5
75,426,3.0
75,446,3.5
75,472,4.0
75,475,0.5
75,477,4.0
75,479,2.5
75,481,3.5
75,483,2.5
75,496,3.0
75,499,2.5
75,502,4.0
75,524,2.5
75,526,2.5
75,536,4.0
75,538,2.0
75,544,3.0
75,545,3.5
75,546,4.0
75,549,3.5
75,552,3.5
75,553,3.5
75,554,3.0
75,557,3.0
75,558,3.0
75,561,4.0
75,574,3.0
75,585,3.0
75,590,3.0
75,613,3.5
75,617,3.0
75,627,2.5
75,628,3.0
75,635,3.0
75,647,3.5
75,653,3.5
75,676,2.0
75,692,3.5
75,697,2.5
75,708,3.0
75,724,3.0
75,728,1.5
75,729,2.5
75,734,1.5
75,742,3.0
75,749,3.0
75,773,1.0
75,775,3.0
75,777,1.5
75,778,2.0
75,779,3.0
75,780,3.5
75,781,3.0
75,788,3.5
75,794,3.0
75,814,4.0
75,831,3.0
75,846,1.5
75,847,1.5
75,852,0.5
75,855,2.5
75,857,1.5
75,859,0.5
75,862,3.5
75,864,3.0
75,865,3.0
75,866,3.0
75,867,1.5
75,871,3.5
75,872,2.5
75,874,3.0
75,877,2.5
75,883,3.0
75,884,3.0
75,886,3.0
75,888,3.5
75,890,3.0
75,891,3.0
75,892,2.0
75,897,2.5
75,898,3.5
75,902,2.5
75,908,3.5
75,909,1.5
75,911,2.5
75,924,3.0
75,946,4.0
75,949,2.0
75,968,2.5
75,970,3.0
75,971,4.0
75,977,1.5
75,1013,3.0
75,1021,3.0
75,1044,1.0
75,1045,2.0
75,1046,1.5
75,1049,3.5
75,1053,2.5
75,1054,2.5
75,1060,4.0
75,1061,2.5
75,1062,3.0
75,1063,3.0
75,1064,1.5
75,1065,2.5
75,1066,2.5
75,1067,2.5
75,1068,4.0
75,1069,3.0
75,1070,2.5
75,1071,2.5
75,1072,2.5
75,1073,3.0
75,1074,3.0
75,1075,3.5
75,1076,3.0
75,1077,3.5
75,1078,2.5
75,1079,2.0
75,1080,1.5
75,1081,3.5
75,1082,1.5
75,1083,1.5
75,1084,2.5
75,1085,3.5
75,1086,2.5
75,1087,2.0
75,1088,3.0
75,1089,3.0
75,1090,1.0
75,1091,2.5
75,1092,1.0
75,1093,3.5
75,1094,3.0
75,1095,3.0
75,1096,0.5
75,1097,2.0
75,1098,2.0
75,1099,3.0
75,1100,2.5
75,1101,1.5
75,1102,2.5
75,1103,2.5
75,1104,3.0
75,1105,3.0
75,1106,1.5
75,1107,2.5
75,1108,2.0
75,1109,2.0
75,1110,1.5
75,1111,1.0
75,1112,1.0
75,1113,3.0
75,1114,1.0
76,325,2.5
76,326,3.5
76,328,3.0
76,329,3.5
76,331,3.5
76,332,3.0
76,336,3.0
76,473,3.5
76,475,2.5
76,482,3.5
76,495,3.0
76,496,3.5
76,508,3.5
76,509,3.5
76,511,2.5
76,831,2.0
76,1115,2.0
78,325,4.0
78,326,3.5
78,329,4.0
78,330,4.0
78,331,4.0
78,332,4.0
78,392,4.0
78,473,4.0
78,474,3.5
78,475,3.0
78,483,4.0
78,495,3.5
78,499,3.5
78,561,4.0
78,585,4.0
78,586,4.0
78,600,4.0
78,639,3.0
78,718,3.0
78,722,4.0
78,725,4.0
78,778,3.0
78,891,2.5
78,970,3.0
78,1050,3.5
78,1063,4.0
78,1116,4.0
78,1117,3.5
78,1118,3.0
79,325,2.0
79,326,3.0
79,327,1.5
79,328,2.5
79,330,2.0
79,331,3.5
79,332,1.0
79,336,2.0
79,473,3.5
79,475,1.0
79,477,3.0
79,478,3.0
79,479,2.0
79,480,1.0
79,482,1.0
79,483,3.0
79,493,3.0
79,494,2.0
79,496,1.5
79,499,1.0
79,501,1.0
79,503,2.0
79,505,2.0
79,508,2.5
79,509,2.0
79,510,1.5
79,513,1.0
80,325,4.0
80,326,3.5
80,327,3.0
80,328,4.0
80,329,4.0
80,330,3.5
80,331,4.0
80,332,3.0
80,409,4.0
80,473,3.5
80,474,4.0
80,475,4.0
80,482,4.0
80,483,3.5
80,495,4.0
80,496,4.0
80,501,3.5
80,504,4.0
80,511,3.0
80,513,3.5
81,336,1.0
81,475,2.5
81,482,4.0
82,325,3.0
82,327,2.5
82,329,3.5
82,331,3.5
82,336,2.0
82,473,3.5
82,474,2.5
82,475,3.0
82,501,3.0
82,513,2.5
83,325,3.5
83,327,4.0
83,331,3.0
83,332,4.0
83,336,4.0
83,409,4.0
83,474,4.0
83,475,2.0
83,478,4.0
83,482,4.0
83,495,3.0
83,496,4.0
83,503,3.0
83,508,4.0
83,509,4.0
84,326,3.0
84,328,4.0
84,329,3.0
84,330,1.0
84,332,4.0
84,391,2.5
84,409,2.5
84,426,4.0
84,473,2.0
84,475,3.5
84,477,2.0
84,482,3.5
84,483,3.5
84,495,1.5
84,496,3.0
84,499,3.5
84,500,1.0
84,505,3.0
84,510,3.5
84,513,4.0
84,519,1.5
84,533,2.5
84,543,3.0
84,636,3.0
84,660,1.0
84,672,0.5
84,675,2.5
84,706,1.5
84,707,2.0
84,790,1.0
84,830,3.5
84,831,0.5
84,832,1.5
84,888,0.5
84,1051,0.5
84,1126,0.5
84,1161,4.0
84,1162,3.5
84,1163,3.5
84,1164,4.0
84,1165,1.5
84,1166,0.5
84,1167,4.0
84,1168,3.5
84,1169,2.0
84,1170,1.0
84,1171,3.5
84,1172,0.5
84,1173,3.5
84,1174,2.5
84,1175,3.0
84,1176,4.0
84,1177,2.5
84,1178,0.5
84,1179,3.5
84,1180,1.5
84,1181,3.0
84,1182,3.5
84,1183,3.5
84,1184,2.0
84,1185,2.0
84,1186,2.0
84,1187,2.5
84,1188,2.5
84,1189,2.0
84,1190,1.0
84,1191,1.0
84,1192,1.0
84,1193,4.0
84,1194,3.5
84,1195,4.0
84,1196,4.0
84,1197,3.5
84,1198,3.5
84,1199,2.5
85,325,2.5
85,328,3.0
85,329,2.5
85,331,3.5
85,473,3.5
85,475,2.5
85,483,3.0
85,496,3.0
