group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8
12,53,367,4.0,167,3.5,224,4.0,158,3.5,14,3.0,315,4.0,98,4.0,359,2.0
12,54,367,4.0,167,1.5,224,3.0,158,3.5,14,2.5,315,3.0,98,4.0,359,2.5
12,60,367,3.0,167,2.5,224,1.0,158,4.0,14,3.0,315,4.0,98,4.0,359,3.5
12,55,367,3.0,167,2.0,224,3.5,158,3.5,14,4.0,315,4.0,98,3.0,359,2.5
12,56,367,3.0,167,3.0,224,3.0,158,3.5,14,3.0,315,4.0,98,4.0,359,4.0
13,61,250,2.5,259,4.0,219,3.0,38,2.5,14,3.5,319,3.5,351,4.0,117,1.0
13,55,250,1.5,259,2.0,219,4.0,38,3.5,14,4.0,319,4.0,351,4.0,117,4.0
13,59,250,4.0,259,4.0,219,4.0,38,1.0,14,4.0,319,4.0,351,4.0,117,3.0
13,62,250,4.0,259,4.0,219,4.0,38,3.0,14,3.5,319,4.0,351,4.0,117,3.5
13,54,250,4.0,259,2.5,219,3.5,38,3.0,14,2.5,319,4.0,351,3.0,117,3.0
14,57,388,0.5,167,2.5,406,2.0,407,4.0,412,0.5,90,3.0,53,3.5,119,3.0
14,61,388,1.0,167,2.5,406,2.5,407,4.0,412,2.5,90,0.5,53,3.5,119,3.5
14,59,388,1.5,167,1.5,406,4.0,407,4.0,412,0.5,90,4.0,53,4.0,119,3.5
14,52,388,4.0,167,3.5,406,4.0,407,4.0,412,2.0,90,4.0,53,3.5,119,4.0
14,58,388,4.0,167,3.5,406,4.0,407,4.0,412,3.0,90,1.0,53,4.0,119,4.0
15,52,247,4.0,406,4.0,413,2.5,132,4.0,166,2.5,124,3.5,2,2.5,209,2.0
15,58,247,0.5,406,4.0,413,3.5,132,4.0,166,0.5,124,3.0,2,3.5,209,3.5
15,56,247,4.0,406,4.0,413,2.0,132,4.0,166,1.5,124,3.5,2,4.0,209,4.0
15,13,247,4.0,406,4.0,413,2.5,132,0.5,166,3.0,124,3.5,2,2.0,209,4.0
15,54,247,4.0,406,4.0,413,2.5,132,4.0,166,1.5,124,3.5,2,3.5,209,2.5
16,53,351,3.0,48,3.5,124,3.5,142,0.5,319,4.0,106,3.0,14,3.0,300,3.0
16,52,351,3.0,48,3.0,124,3.5,142,1.0,319,0.5,106,3.0,14,4.0,300,1.0
16,54,351,3.0,48,2.5,124,3.5,142,2.5,319,4.0,106,3.0,14,2.5,300,4.0
16,61,351,4.0,48,2.5,124,1.0,142,4.0,319,3.5,106,3.0,14,3.5,300,1.5
16,58,351,4.0,48,4.0,124,3.0,142,3.5,319,2.5,106,3.0,14,4.0,300,4.0
17,57,388,0.5,209,2.5,194,3.0,119,3.0,395,1.5,406,2.0,325,3.0,404,2.5
17,56,388,4.0,209,4.0,194,2.5,119,4.0,395,3.0,406,4.0,325,3.5,404,3.5
17,58,388,4.0,209,3.5,194,3.0,119,4.0,395,3.5,406,4.0,325,3.5,404,3.5
17,59,388,1.5,209,4.0,194,3.0,119,3.5,395,3.5,406,4.0,325,3.0,404,3.5
17,55,388,2.5,209,4.0,194,4.0,119,3.5,395,3.5,406,3.5,325,4.0,404,3.0
18,62,409,3.5,247,4.0,350,4.0,8,4.0,85,2.5,106,3.5,363,3.5,53,3.5
18,56,409,3.5,247,4.0,350,3.0,8,4.0,85,2.5,106,3.0,363,3.0,53,4.0
18,13,409,3.0,247,4.0,350,3.0,8,3.5,85,3.0,106,3.5,363,2.5,53,4.0
18,53,409,3.5,247,4.0,350,3.5,8,4.0,85,3.0,106,3.0,363,3.5,53,2.5
18,58,409,3.0,247,0.5,350,3.5,8,4.0,85,4.0,106,3.0,363,3.5,53,4.0
19,62,402,3.0,388,1.0,215,2.5,48,4.0,267,4.0,395,4.0,411,4.0,404,3.5
19,60,402,2.0,388,0.5,215,1.5,48,3.0,267,4.0,395,3.0,411,3.5,404,3.5
19,59,402,3.5,388,1.5,215,2.0,48,4.0,267,4.0,395,3.5,411,3.0,404,3.5
19,57,402,2.0,388,0.5,215,2.0,48,2.5,267,4.0,395,1.5,411,3.5,404,2.5
19,63,402,1.5,388,4.0,215,2.5,48,3.0,267,4.0,395,2.5,411,3.0,404,2.5
20,54,319,4.0,413,2.5,315,3.0,38,3.0,310,2.5,144,3.5,106,3.0,157,2.0
20,13,319,4.0,413,2.5,315,1.0,38,2.0,310,3.0,144,3.0,106,3.5,157,3.0
20,61,319,3.5,413,3.0,315,0.5,38,2.5,310,1.5,144,4.0,106,3.0,157,2.5
20,53,319,4.0,413,1.5,315,4.0,38,2.0,310,3.5,144,0.5,106,3.0,157,1.5
20,63,319,4.0,413,3.0,315,4.0,38,2.0,310,3.5,144,1.5,106,3.5,157,2.0
21,56,119,4.0,336,3.5,325,3.5,38,3.0,332,3.0,275,3.0,100,1.5,412,3.5
21,62,119,3.5,336,3.0,325,4.0,38,3.0,332,2.5,275,1.0,100,3.5,412,2.5
21,52,119,4.0,336,3.0,325,4.0,38,4.0,332,3.0,275,4.0,100,3.0,412,2.0
21,53,119,3.0,336,4.0,325,3.0,38,2.0,332,2.5,275,2.0,100,2.5,412,1.5
21,58,119,4.0,336,3.0,325,3.5,38,3.0,332,3.0,275,3.5,100,3.5,412,3.0
22,63,9,0.5,292,2.5,300,3.0,157,2.0,198,4.0,319,4.0,119,3.5,323,3.5
22,53,9,2.5,292,2.5,300,3.0,157,1.5,198,3.5,319,4.0,119,3.0,323,3.5
22,61,9,0.5,292,2.5,300,1.5,157,2.5,198,3.5,319,3.5,119,3.5,323,0.5
22,62,9,3.0,292,3.0,300,4.0,157,1.0,198,4.0,319,4.0,119,3.5,323,2.0
22,56,9,4.0,292,2.5,300,4.0,157,2.5,198,3.0,319,4.0,119,4.0,323,3.0
23,53,124,3.5,319,4.0,152,2.5,24,1.0,292,2.5,144,0.5,2,3.0,165,2.0
23,58,124,3.0,319,2.5,152,3.0,24,4.0,292,4.0,144,3.5,2,3.5,165,4.0
23,63,124,1.5,319,4.0,152,3.5,24,2.0,292,2.5,144,1.5,2,2.0,165,2.5
23,60,124,2.5,319,3.0,152,4.0,24,3.0,292,3.0,144,3.0,2,3.0,165,2.5
23,56,124,3.5,319,4.0,152,3.0,24,4.0,292,2.5,144,4.0,2,4.0,165,3.0
24,55,225,3.0,259,2.0,197,2.5,20,4.0,48,3.0,106,4.0,136,4.0,355,3.5
24,57,225,3.0,259,1.0,197,2.0,20,3.0,48,2.5,106,3.0,136,2.0,355,3.0
24,53,225,3.0,259,1.0,197,2.0,20,4.0,48,3.5,106,3.0,136,4.0,355,2.5
24,54,225,2.0,259,2.5,197,2.0,20,4.0,48,2.5,106,3.0,136,4.0,355,2.5
24,56,225,3.0,259,2.0,197,3.0,20,4.0,48,4.0,106,3.0,136,4.0,355,3.5
25,60,157,1.5,395,3.0,281,4.0,38,2.0,300,4.0,31,3.5,350,3.5,166,3.0
25,57,157,2.0,395,1.5,281,1.5,38,3.5,300,1.5,31,2.5,350,2.5,166,2.0
25,59,157,2.0,395,3.5,281,4.0,38,1.0,300,4.0,31,4.0,350,4.0,166,2.0
25,58,157,3.5,395,3.5,281,3.5,38,3.0,300,4.0,31,3.0,350,3.5,166,0.5
25,13,157,3.0,395,3.5,281,4.0,38,2.0,300,3.0,31,3.5,350,3.0,166,3.0
26,63,225,3.0,315,4.0,259,2.0,289,3.0,60,4.0,350,1.0,325,3.0,110,0.5
26,52,225,4.0,315,4.0,259,3.5,289,0.5,60,4.0,350,2.0,325,4.0,110,3.0
26,62,225,3.0,315,4.0,259,4.0,289,3.0,60,4.0,350,4.0,325,4.0,110,4.0
26,61,225,3.5,315,0.5,259,4.0,289,1.5,60,3.5,350,3.5,325,3.5,110,3.0
26,60,225,2.5,315,4.0,259,3.0,289,3.5,60,4.0,350,3.5,325,3.5,110,1.5
27,63,370,3.5,53,2.0,388,4.0,384,3.0,406,2.0,212,4.0,165,2.5,319,4.0
27,60,370,3.0,53,3.0,388,0.5,384,3.5,406,3.0,212,3.5,165,2.5,319,3.0
27,57,370,4.0,53,3.5,388,0.5,384,3.5,406,2.0,212,3.0,165,1.5,319,1.0
27,55,370,4.0,53,4.0,388,2.5,384,4.0,406,3.5,212,3.0,165,4.0,319,4.0
27,52,370,3.0,53,3.5,388,4.0,384,3.0,406,4.0,212,3.0,165,3.0,319,0.5
28,63,224,0.5,267,4.0,351,3.5,292,2.5,215,2.5,413,3.0,49,2.5,37,2.5
28,61,224,3.5,267,4.0,351,4.0,292,2.5,215,2.5,413,3.0,49,1.5,37,3.5
28,13,224,3.0,267,4.0,351,4.0,292,2.5,215,2.0,413,2.5,49,1.5,37,3.0
28,58,224,0.5,267,4.0,351,4.0,292,4.0,215,3.5,413,3.5,49,1.5,37,3.0
28,60,224,1.0,267,4.0,351,4.0,292,3.0,215,1.5,413,3.5,49,2.0,37,3.0
29,55,412,3.5,410,4.0,224,3.5,24,2.5,9,2.0,364,3.5,37,4.0,196,3.5
29,58,412,3.0,410,3.5,224,0.5,24,4.0,9,3.5,364,2.0,37,3.0,196,3.0
29,13,412,3.5,410,3.0,224,3.0,24,4.0,9,1.0,364,3.5,37,3.0,196,2.0
29,54,412,3.5,410,4.0,224,3.0,24,3.5,9,1.0,364,2.5,37,3.5,196,3.0
29,62,412,2.5,410,4.0,224,3.0,24,3.0,9,3.0,364,2.0,37,4.0,196,3.5
30,59,247,4.0,165,3.5,410,3.5,48,4.0,381,2.0,319,4.0,404,3.5,395,3.5
30,52,247,4.0,165,3.0,410,4.0,48,3.0,381,2.5,319,0.5,404,3.5,395,1.5
30,63,247,4.0,165,2.5,410,3.5,48,3.0,381,2.0,319,4.0,404,2.5,395,2.5
30,61,247,4.0,165,1.5,410,3.5,48,2.5,381,3.5,319,3.5,404,2.0,395,2.5
30,60,247,3.5,165,2.5,410,3.5,48,3.0,381,2.5,319,3.0,404,3.5,395,3.0
31,56,292,2.5,388,4.0,90,3.5,406,4.0,166,1.5,275,3.0,54,4.0,381,4.0
31,59,292,4.0,388,1.5,90,4.0,406,4.0,166,2.0,275,3.0,54,4.0,381,2.0
31,63,292,2.5,388,4.0,90,2.5,406,2.0,166,2.0,275,3.5,54,4.0,381,2.0
31,61,292,2.5,388,1.0,90,0.5,406,2.5,166,2.0,275,4.0,54,4.0,381,3.5
31,60,292,3.0,388,0.5,90,3.5,406,3.0,166,3.0,275,2.5,54,4.0,381,2.5
32,59,388,1.5,24,4.0,215,2.0,197,2.0,267,4.0,323,3.5,198,3.5,157,2.0
32,13,388,2.5,24,4.0,215,2.0,197,1.0,267,4.0,323,3.5,198,4.0,157,3.0
32,52,388,4.0,24,4.0,215,3.0,197,3.0,267,4.0,323,4.0,198,3.5,157,3.5
32,63,388,4.0,24,2.0,215,2.5,197,2.5,267,4.0,323,3.5,198,4.0,157,2.0
32,61,388,1.0,24,1.5,215,2.5,197,2.5,267,4.0,323,0.5,198,3.5,157,2.5
33,53,224,4.0,350,3.5,384,4.0,2,3.0,281,4.0,119,3.0,412,1.5,292,2.5
33,60,224,1.0,350,3.5,384,3.5,2,3.0,281,4.0,119,3.0,412,2.5,292,3.0
33,59,224,2.0,350,4.0,384,4.0,2,3.0,281,4.0,119,3.5,412,0.5,292,4.0
33,57,224,2.5,350,2.5,384,3.5,2,2.0,281,1.5,119,3.0,412,0.5,292,4.0
33,58,224,0.5,350,3.5,384,4.0,2,3.5,281,3.5,119,4.0,412,3.0,292,4.0
34,62,20,3.0,332,2.5,49,3.0,135,4.0,68,2.0,310,3.5,319,4.0,281,4.0
34,13,20,4.0,332,3.0,49,1.5,135,4.0,68,2.5,310,3.0,319,4.0,281,4.0
34,53,20,4.0,332,2.5,49,1.0,135,4.0,68,0.5,310,3.5,319,4.0,281,4.0
34,54,20,4.0,332,1.5,49,1.5,135,3.0,68,2.5,310,2.5,319,4.0,281,4.0
34,58,20,3.0,332,3.0,49,1.5,135,4.0,68,2.5,310,2.0,319,2.5,281,3.5
35,53,402,0.5,196,4.0,152,2.5,197,2.0,236,3.0,267,4.0,233,4.0,298,3.0
35,57,402,2.0,196,3.0,152,3.0,197,2.0,236,3.0,267,4.0,233,3.0,298,4.0
35,52,402,3.5,196,4.0,152,3.5,197,3.0,236,4.0,267,4.0,233,4.0,298,3.5
35,58,402,1.5,196,3.0,152,3.0,197,3.0,236,2.5,267,4.0,233,3.0,298,3.0
35,56,402,3.5,196,2.5,152,3.0,197,3.0,236,3.5,267,4.0,233,3.0,298,2.0
36,62,319,4.0,48,4.0,402,3.0,325,4.0,413,2.0,411,4.0,384,4.0,136,4.0
36,59,319,4.0,48,4.0,402,3.5,325,3.0,413,2.0,411,3.0,384,4.0,136,4.0
36,63,319,4.0,48,3.0,402,1.5,325,3.0,413,3.0,411,3.0,384,3.0,136,3.5
36,53,319,4.0,48,3.5,402,0.5,325,3.0,413,1.5,411,3.0,384,4.0,136,4.0
36,58,319,2.5,48,4.0,402,1.5,325,3.5,413,3.5,411,3.5,384,4.0,136,4.0
37,62,20,3.0,54,4.0,367,4.0,267,4.0,202,3.5,100,3.5,60,4.0,407,1.0
37,60,20,3.5,54,4.0,367,3.0,267,4.0,202,3.5,100,2.5,60,4.0,407,4.0
37,13,20,4.0,54,4.0,367,3.5,267,4.0,202,3.0,100,2.0,60,3.0,407,4.0
37,53,20,4.0,54,4.0,367,4.0,267,4.0,202,3.5,100,2.5,60,3.5,407,4.0
37,58,20,3.0,54,4.0,367,4.0,267,4.0,202,3.0,100,3.5,60,3.5,407,4.0
38,55,351,4.0,119,3.5,259,2.0,306,3.5,2,3.0,53,4.0,395,3.5,225,3.0
38,57,351,4.0,119,3.0,259,1.0,306,3.5,2,2.0,53,3.5,395,1.5,225,3.0
38,58,351,4.0,119,4.0,259,3.0,306,4.0,2,3.5,53,4.0,395,3.5,225,3.5
38,59,351,4.0,119,3.5,259,4.0,306,4.0,2,3.0,53,4.0,395,3.5,225,3.0
38,60,351,4.0,119,3.0,259,3.0,306,3.5,2,3.0,53,3.0,395,3.0,225,2.5
39,55,38,3.5,259,2.0,292,3.0,101,3.0,103,4.0,79,2.5,328,4.0,92,4.0
39,54,38,3.0,259,2.5,292,3.0,101,2.5,103,2.0,79,2.0,328,4.0,92,3.0
39,62,38,3.0,259,4.0,292,3.0,101,3.0,103,3.0,79,3.5,328,3.5,92,3.5
39,53,38,2.0,259,1.0,292,2.5,101,3.5,103,2.5,79,2.0,328,3.0,92,3.5
39,59,38,1.0,259,4.0,292,4.0,101,1.5,103,3.5,79,2.0,328,1.5,92,4.0
40,54,388,2.0,135,3.0,124,3.5,9,1.0,407,4.0,250,4.0,225,2.0,142,2.5
40,60,388,0.5,135,2.0,124,2.5,9,2.5,407,4.0,250,3.5,225,2.5,142,1.0
40,58,388,4.0,135,4.0,124,3.0,9,3.5,407,4.0,250,4.0,225,3.5,142,3.5
40,13,388,2.5,135,4.0,124,3.5,9,1.0,407,4.0,250,4.0,225,3.0,142,1.5
40,57,388,0.5,135,4.0,124,1.0,9,1.0,407,4.0,250,3.5,225,3.0,142,1.0
41,56,165,3.0,325,3.5,212,2.0,124,3.5,142,4.0,289,2.5,167,3.0,267,4.0
41,60,165,2.5,325,3.5,212,3.5,124,2.5,142,1.0,289,3.5,167,2.5,267,4.0
41,61,165,1.5,325,3.5,212,3.5,124,1.0,142,4.0,289,1.5,167,2.5,267,4.0
41,62,165,4.0,325,4.0,212,4.0,124,3.0,142,3.5,289,3.0,167,3.0,267,4.0
41,55,165,4.0,325,4.0,212,3.0,124,4.0,142,2.5,289,3.5,167,2.0,267,4.0
42,59,166,2.0,53,4.0,325,3.0,132,3.5,395,3.5,110,2.5,303,1.5,105,3.0
42,52,166,2.5,53,3.5,325,4.0,132,4.0,395,1.5,110,3.0,303,3.0,105,3.5
42,54,166,1.5,53,4.0,325,3.5,132,4.0,395,2.5,110,2.0,303,1.5,105,3.5
42,62,166,2.5,53,3.5,325,4.0,132,2.5,395,4.0,110,4.0,303,3.5,105,3.5
42,63,166,2.0,53,2.0,325,3.0,132,3.0,395,2.5,110,0.5,303,1.0,105,4.0
43,56,298,2.0,90,3.5,42,4.0,38,3.0,198,3.0,49,3.5,224,3.0,166,1.5
43,60,298,3.0,90,3.5,42,3.0,38,2.0,198,4.0,49,2.0,224,1.0,166,3.0
43,54,298,2.5,90,2.0,42,3.0,38,3.0,198,3.5,49,1.5,224,3.0,166,1.5
43,13,298,2.5,90,1.5,42,3.0,38,2.0,198,4.0,49,1.5,224,3.0,166,3.0
43,63,298,2.5,90,2.5,42,2.0,38,2.0,198,4.0,49,2.5,224,0.5,166,2.0
44,60,413,3.5,216,3.5,323,2.0,2,3.0,315,4.0,388,0.5,332,2.5,119,3.0
44,62,413,2.0,216,3.0,323,2.0,2,3.0,315,4.0,388,1.0,332,2.5,119,3.5
44,56,413,2.0,216,4.0,323,3.0,2,4.0,315,4.0,388,4.0,332,3.0,119,4.0
44,57,413,4.0,216,4.0,323,3.5,2,2.0,315,4.0,388,0.5,332,2.5,119,3.0
44,54,413,2.5,216,4.0,323,3.5,2,3.5,315,3.0,388,2.0,332,1.5,119,3.5
45,57,167,2.5,384,3.5,20,3.0,350,2.5,259,1.0,2,2.0,194,3.0,124,1.0
45,60,167,2.5,384,3.5,20,3.5,350,3.5,259,3.0,2,3.0,194,3.0,124,2.5
45,53,167,3.5,384,4.0,20,4.0,350,3.5,259,1.0,2,3.0,194,4.0,124,3.5
45,58,167,3.5,384,4.0,20,3.0,350,3.5,259,3.0,2,3.5,194,3.0,124,3.0
45,13,167,3.0,384,4.0,20,4.0,350,3.0,259,1.0,2,2.0,194,3.0,124,3.5
46,53,402,0.5,53,2.5,68,0.5,167,3.5,289,2.0,136,4.0,250,4.0,212,4.0
46,60,402,2.0,53,3.0,68,2.5,167,2.5,289,3.5,136,3.5,250,3.5,212,3.5
46,63,402,1.5,53,2.0,68,1.0,167,2.5,289,3.0,136,3.5,250,3.5,212,4.0
46,62,402,3.0,53,3.5,68,2.0,167,3.0,289,3.0,136,4.0,250,4.0,212,4.0
46,59,402,3.5,53,4.0,68,3.0,167,1.5,289,3.0,136,4.0,250,4.0,212,3.5
47,57,224,2.5,215,2.0,119,3.0,260,0.5,167,2.5,60,4.0,48,2.5,197,2.0
47,59,224,2.0,215,2.0,119,3.5,260,2.5,167,1.5,60,4.0,48,4.0,197,2.0
47,52,224,1.5,215,3.0,119,4.0,260,0.5,167,3.5,60,4.0,48,3.0,197,3.0
47,13,224,3.0,215,2.0,119,3.5,260,2.5,167,3.0,60,3.0,48,3.5,197,1.0
47,58,224,0.5,215,3.5,119,4.0,260,0.5,167,3.5,60,3.5,48,4.0,197,3.0
48,62,2,3.0,49,3.0,209,4.0,250,4.0,364,2.0,157,1.0,350,4.0,384,4.0
48,13,2,2.0,49,1.5,209,4.0,250,4.0,364,3.5,157,3.0,350,3.0,384,4.0
48,58,2,3.5,49,1.5,209,3.5,250,4.0,364,2.0,157,3.5,350,3.5,384,4.0
48,59,2,3.0,49,1.5,209,4.0,250,4.0,364,3.0,157,2.0,350,4.0,384,4.0
48,54,2,3.5,49,1.5,209,2.5,250,4.0,364,2.5,157,2.0,350,3.0,384,4.0
49,63,289,3.0,110,0.5,292,2.5,224,0.5,144,1.5,332,2.0,20,4.0,198,4.0
49,59,289,3.0,110,2.5,292,4.0,224,2.0,144,3.5,332,2.5,20,4.0,198,3.5
49,60,289,3.5,110,1.5,292,3.0,224,1.0,144,3.0,332,2.5,20,3.5,198,4.0
49,62,289,3.0,110,4.0,292,3.0,224,3.0,144,4.0,332,2.5,20,3.0,198,4.0
49,13,289,3.0,110,3.0,292,2.5,224,3.0,144,3.0,332,3.0,20,4.0,198,4.0
50,57,275,2.5,351,4.0,2,2.0,38,3.5,48,2.5,395,1.5,289,2.5,388,0.5
50,59,275,3.0,351,4.0,2,3.0,38,1.0,48,4.0,395,3.5,289,3.0,388,1.5
50,54,275,2.0,351,3.0,2,3.5,38,3.0,48,2.5,395,2.5,289,2.5,388,2.0
50,13,275,3.0,351,4.0,2,2.0,38,2.0,48,3.5,395,3.5,289,3.0,388,2.5
50,61,275,4.0,351,4.0,2,3.5,38,2.5,48,2.5,395,2.5,289,1.5,388,1.0
51,57,18,4.0,216,4.0,303,2.5,49,1.5,197,2.0,101,3.0,106,3.0,300,1.5
51,63,18,2.0,216,4.0,303,1.0,49,2.5,197,2.5,101,2.5,106,3.5,300,3.0
51,62,18,3.5,216,3.0,303,3.5,49,3.0,197,2.5,101,3.0,106,3.5,300,4.0
51,54,18,3.5,216,4.0,303,1.5,49,1.5,197,2.0,101,2.5,106,3.0,300,4.0
51,13,18,2.5,216,4.0,303,3.5,49,1.5,197,1.0,101,2.0,106,3.5,300,3.0
52,56,289,2.5,167,3.0,8,4.0,215,3.5,31,3.0,224,3.0,298,2.0,53,4.0
52,58,289,4.0,167,3.5,8,4.0,215,3.5,31,3.0,224,0.5,298,3.0,53,4.0
52,55,289,3.5,167,2.0,8,3.5,215,2.0,31,3.5,224,3.5,298,2.0,53,4.0
52,53,289,2.0,167,3.5,8,4.0,215,3.0,31,3.0,224,4.0,298,3.0,53,2.5
52,54,289,2.5,167,1.5,8,4.0,215,1.5,31,3.0,224,3.0,298,2.5,53,4.0
53,13,319,4.0,259,1.0,404,3.5,100,2.0,37,3.0,67,2.5,300,3.0,289,3.0
