group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3
11,63,225,3.0,9,0.5,98,3.0
11,61,225,3.5,9,0.5,98,3.0
11,55,225,3.0,9,2.0,98,3.0
11,53,225,3.0,9,2.5,98,4.0
11,56,225,3.0,9,4.0,98,4.0
12,59,413,2.0,351,4.0,24,4.0
12,56,413,2.0,351,3.0,24,4.0
12,13,413,2.5,351,4.0,24,4.0
12,63,413,3.0,351,3.5,24,2.0
12,61,413,3.0,351,4.0,24,1.5
13,62,136,4.0,388,1.0,406,4.0
13,58,136,4.0,388,4.0,406,4.0
13,60,136,3.5,388,0.5,406,3.0
13,59,136,4.0,388,1.5,406,4.0
13,13,136,3.0,388,2.5,406,4.0
14,61,142,4.0,404,2.0,197,2.5
14,57,142,1.0,404,2.5,197,2.0
14,52,142,1.0,404,3.5,197,3.0
14,60,142,1.0,404,3.5,197,2.5
14,58,142,3.5,404,3.5,197,3.0
15,13,166,3.0,332,3.0,165,3.5
15,60,166,3.0,332,2.5,165,2.5
15,55,166,2.5,332,2.0,165,4.0
15,61,166,2.0,332,1.5,165,1.5
15,53,166,1.0,332,2.5,165,2.0
16,61,259,4.0,68,4.0,48,2.5
16,55,259,2.0,68,4.0,48,3.0
16,54,259,2.5,68,2.5,48,2.5
16,57,259,1.0,68,1.5,48,2.5
16,53,259,1.0,68,0.5,48,3.5
17,56,165,3.0,14,3.0,167,3.0
17,61,165,1.5,14,3.5,167,2.5
17,57,165,1.5,14,4.0,167,2.5
17,60,165,2.5,14,3.0,167,2.5
17,52,165,3.0,14,4.0,167,3.5
18,59,402,3.5,325,3.0,98,4.0
18,63,402,1.5,325,3.0,98,3.0
18,57,402,2.0,325,3.0,98,3.0
18,58,402,1.5,325,3.5,98,4.0
18,60,402,2.0,325,3.5,98,4.0
19,58,259,3.0,42,4.0,388,4.0
19,60,259,3.0,42,3.0,388,0.5
19,61,259,4.0,42,1.5,388,1.0
19,52,259,3.5,42,3.5,388,4.0
19,53,259,1.0,42,2.0,388,0.5
20,56,37,4.0,250,3.0,267,4.0
20,60,37,3.0,250,3.5,267,4.0
20,62,37,4.0,250,4.0,267,4.0
20,52,37,3.0,250,2.5,267,4.0
20,63,37,2.5,250,3.5,267,4.0
21,13,413,2.5,367,3.5,384,4.0
21,54,413,2.5,367,4.0,384,4.0
21,56,413,2.0,367,3.0,384,4.0
21,62,413,2.0,367,4.0,384,4.0
21,57,413,4.0,367,2.5,384,3.5
22,55,413,2.0,404,3.0,402,3.0
22,63,413,3.0,404,2.5,402,1.5
22,52,413,2.5,404,3.5,402,3.5
22,53,413,1.5,404,4.0,402,0.5
22,13,413,2.5,404,3.5,402,1.5
23,55,412,3.5,20,4.0,48,3.0
23,54,412,3.5,20,4.0,48,2.5
23,58,412,3.0,20,3.0,48,4.0
23,57,412,0.5,20,3.0,48,2.5
23,61,412,2.5,20,3.0,48,2.5
24,60,319,3.0,351,4.0,359,3.5
24,58,319,2.5,351,4.0,359,4.0
24,52,319,0.5,351,3.0,359,2.5
24,54,319,4.0,351,3.0,359,2.5
24,63,319,4.0,351,3.5,359,2.0
25,61,37,3.5,412,2.5,325,3.5
25,55,37,4.0,412,3.5,325,4.0
25,57,37,3.5,412,0.5,325,3.0
25,59,37,3.5,412,0.5,325,3.0
25,63,37,2.5,412,2.0,325,3.0
26,61,106,3.0,289,1.5,215,2.5
26,58,106,3.0,289,4.0,215,3.5
26,62,106,3.5,289,3.0,215,2.5
26,60,106,2.5,289,3.5,215,1.5
26,56,106,3.0,289,2.5,215,3.5
27,59,351,4.0,9,3.5,259,4.0
27,55,351,4.0,9,2.0,259,2.0
27,61,351,4.0,9,0.5,259,4.0
27,52,351,3.0,9,1.0,259,3.5
27,13,351,4.0,9,1.0,259,1.0
28,108,419,4.0,297,4.0,103,3.5
28,55,419,2.0,297,2.5,103,4.0
28,62,419,3.0,297,3.5,103,3.0
28,57,419,1.0,297,4.0,103,4.0
28,56,419,3.0,297,3.5,103,1.0
29,56,216,4.0,365,1.5,119,4.0
29,57,216,4.0,365,2.0,119,3.0
29,52,216,3.5,365,0.5,119,4.0
29,63,216,4.0,365,2.0,119,3.5
29,59,216,4.0,365,1.0,119,3.5
30,54,413,2.5,319,4.0,129,2.0
30,55,413,2.0,319,4.0,129,3.5
30,59,413,2.0,319,4.0,129,4.0
30,60,413,3.5,319,3.0,129,3.0
30,13,413,2.5,319,4.0,129,1.5
31,62,212,4.0,225,3.0,292,3.0
31,52,212,3.0,225,4.0,292,4.0
31,60,212,3.5,225,2.5,292,3.0
31,56,212,2.0,225,3.0,292,2.5
31,61,212,3.5,225,3.5,292,2.5
32,57,68,1.5,306,3.5,412,0.5
32,54,68,2.5,306,3.5,412,3.5
32,58,68,2.5,306,4.0,412,3.0
32,52,68,3.5,306,4.0,412,2.0
32,59,68,3.0,306,4.0,412,0.5
33,13,48,3.5,298,2.5,157,3.0
33,53,48,3.5,298,3.0,157,1.5
33,58,48,4.0,298,3.0,157,3.5
33,62,48,4.0,298,3.0,157,1.0
33,54,48,2.5,298,2.5,157,2.0
34,57,331,4.0,226,3.5,103,4.0
34,55,331,4.0,226,3.5,103,4.0
34,54,331,3.5,226,3.0,103,2.0
34,191,331,4.0,226,3.0,103,4.0
34,56,331,3.5,226,2.5,103,1.0
35,55,225,3.0,413,2.0,90,4.0
35,13,225,3.0,413,2.5,90,1.5
35,52,225,4.0,413,2.5,90,4.0
35,62,225,3.0,413,2.0,90,4.0
35,57,225,3.0,413,4.0,90,3.0
36,61,247,4.0,319,3.5,60,3.5
36,52,247,4.0,319,0.5,60,4.0
36,63,247,4.0,319,4.0,60,4.0
36,62,247,4.0,319,4.0,60,4.0
36,55,247,4.0,319,4.0,60,4.0
37,55,332,2.0,14,4.0,225,3.0
37,54,332,1.5,14,2.5,225,2.0
37,58,332,3.0,14,4.0,225,3.5
37,13,332,3.0,14,3.5,225,3.0
37,62,332,2.5,14,3.5,225,3.0
38,56,226,2.5,103,1.0,331,3.5
38,52,226,4.0,103,3.5,331,4.0
38,57,226,3.5,103,4.0,331,4.0
38,58,226,4.0,103,2.0,331,4.0
38,191,226,3.0,103,4.0,331,4.0
39,53,53,2.5,106,3.0,351,3.0
39,56,53,4.0,106,3.0,351,3.0
39,63,53,2.0,106,3.5,351,3.5
39,54,53,4.0,106,3.0,351,3.0
39,61,53,3.5,106,3.0,351,4.0
40,60,413,3.5,18,3.0,289,3.5
40,54,413,2.5,18,3.5,289,2.5
40,58,413,3.5,18,4.0,289,4.0
40,53,413,1.5,18,2.0,289,2.0
40,55,413,2.0,18,3.5,289,3.5
41,55,225,3.0,142,2.5,395,3.5
41,63,225,3.0,142,0.5,395,2.5
41,61,225,3.5,142,4.0,395,2.5
41,59,225,3.0,142,4.0,395,3.5
41,57,225,3.0,142,1.0,395,1.5
42,55,197,2.5,402,3.0,144,3.0
42,60,197,2.5,402,2.0,144,3.0
42,62,197,2.5,402,3.0,144,4.0
42,61,197,2.5,402,0.5,144,4.0
42,63,197,2.5,402,1.5,144,1.5
43,62,259,4.0,20,3.0,136,4.0
43,55,259,2.0,20,4.0,136,4.0
43,57,259,1.0,20,3.0,136,2.0
43,56,259,2.0,20,4.0,136,4.0
43,53,259,1.0,20,4.0,136,4.0
44,63,247,4.0,42,2.0,298,2.5
44,55,247,4.0,42,3.5,298,2.0
44,54,247,4.0,42,3.0,298,2.5
44,56,247,4.0,42,4.0,298,2.0
44,53,247,4.0,42,2.0,298,3.0
45,59,219,4.0,406,4.0,100,2.0
45,61,219,3.0,406,2.5,100,2.5
45,58,219,3.0,406,4.0,100,3.5
45,54,219,3.5,406,4.0,100,2.5
45,55,219,4.0,406,3.5,100,4.0
46,59,325,3.0,409,3.0,20,4.0
46,58,325,3.5,409,3.0,20,3.0
46,62,325,4.0,409,3.5,20,3.0
46,63,325,3.0,409,2.0,20,4.0
46,60,325,3.5,409,3.0,20,3.5
47,62,31,4.0,157,1.0,100,3.5
47,56,31,3.0,157,2.5,100,1.5
47,60,31,3.5,157,1.5,100,2.5
47,58,31,3.0,157,3.5,100,3.5
47,55,31,3.5,157,1.5,100,4.0
48,54,292,3.0,215,1.5,68,2.5
48,62,292,3.0,215,2.5,68,2.0
48,55,292,3.0,215,2.0,68,4.0
48,56,292,2.5,215,3.5,68,3.5
48,61,292,2.5,215,2.5,68,4.0
49,54,365,2.0,367,4.0,14,2.5
49,13,365,2.5,367,3.5,14,3.5
49,63,365,2.0,367,2.5,14,3.0
49,56,365,1.5,367,3.0,14,3.0
49,59,365,1.0,367,4.0,14,4.0
50,60,48,3.0,165,2.5,54,4.0
50,63,48,3.0,165,2.5,54,4.0
50,54,48,2.5,165,2.5,54,4.0
50,52,48,3.0,165,3.0,54,4.0
50,61,48,2.5,165,1.5,54,4.0
51,61,119,3.5,157,2.5,406,2.5
51,55,119,3.5,157,1.5,406,3.5
51,58,119,4.0,157,3.5,406,4.0
51,52,119,4.0,157,3.5,406,4.0
51,53,119,3.0,157,1.5,406,4.0
52,58,129,4.0,212,4.0,157,3.5
52,61,129,1.5,212,3.5,157,2.5
52,13,129,1.5,212,3.5,157,3.0
52,54,129,2.0,212,4.0,157,2.0
52,56,129,2.0,212,2.0,157,2.5
53,58,410,3.5,142,3.5,404,3.5
53,59,410,3.5,142,4.0,404,3.5
53,52,410,4.0,142,1.0,404,3.5
53,54,410,4.0,142,2.5,404,3.0
53,53,410,3.5,142,0.5,404,4.0
54,57,292,4.0,37,3.5,53,3.5
54,56,292,2.5,37,4.0,53,4.0
54,13,292,2.5,37,3.0,53,4.0
54,54,292,3.0,37,3.5,53,4.0
54,60,292,3.0,37,3.0,53,3.0
55,57,383,1.0,404,2.5,55,4.0
55,52,383,3.5,404,3.5,55,3.0
55,56,383,3.0,404,3.5,55,3.0
55,55,383,3.5,404,3.0,55,3.5
55,58,383,3.0,404,3.5,55,3.5
56,55,300,3.0,169,3.0,323,4.0
56,63,300,3.0,169,3.0,323,3.5
56,53,300,3.0,169,3.5,323,3.5
56,57,300,1.5,169,4.0,323,3.5
56,54,300,4.0,169,3.5,323,3.5
57,55,267,4.0,18,3.5,292,3.0
57,63,267,4.0,18,2.0,292,2.5
57,13,267,4.0,18,2.5,292,2.5
57,61,267,4.0,18,2.5,292,2.5
57,62,267,4.0,18,3.5,292,3.0
58,13,388,2.5,367,3.5,351,4.0
58,53,388,0.5,367,4.0,351,3.0
58,59,388,1.5,367,4.0,351,4.0
58,63,388,4.0,367,2.5,351,3.5
58,56,388,4.0,367,3.0,351,3.0
59,57,250,3.5,351,4.0,194,3.0
59,59,250,4.0,351,4.0,194,3.0
59,52,250,2.5,351,3.0,194,2.5
59,61,250,2.5,351,4.0,194,3.5
59,53,250,4.0,351,3.0,194,4.0
60,13,38,2.0,410,3.0,197,1.0
60,63,38,2.0,410,3.5,197,2.5
60,55,38,3.5,410,4.0,197,2.5
60,53,38,2.0,410,3.5,197,2.0
60,61,38,2.5,410,3.5,197,2.5
61,61,332,1.5,402,0.5,38,2.5
61,55,332,2.0,402,3.0,38,3.5
61,57,332,2.5,402,2.0,38,3.5
61,53,332,2.5,402,0.5,38,2.0
61,13,332,3.0,402,1.5,38,2.0
62,13,8,3.5,315,1.0,407,4.0
62,61,8,3.5,315,0.5,407,4.0
62,54,8,4.0,315,3.0,407,4.0
62,63,8,4.0,315,4.0,407,4.0
62,53,8,4.0,315,4.0,407,4.0
63,59,100,2.0,92,4.0,144,3.5
63,58,100,3.5,92,4.0,144,3.5
63,54,100,2.5,92,3.0,144,3.5
63,53,100,2.5,92,3.5,144,0.5
63,57,100,1.5,92,3.5,144,2.5
64,52,166,2.5,165,3.0,300,1.0
64,57,166,2.0,165,1.5,300,1.5
64,61,166,2.0,165,1.5,300,1.5
64,55,166,2.5,165,4.0,300,3.0
64,13,166,3.0,165,3.5,300,3.0
65,61,31,2.0,289,1.5,124,1.0
65,56,31,3.0,289,2.5,124,3.5
65,57,31,2.5,289,2.5,124,1.0
65,59,31,4.0,289,3.0,124,4.0
65,54,31,3.0,289,2.5,124,3.5
66,56,388,4.0,196,2.5,292,2.5
66,54,388,2.0,196,3.0,292,3.0
66,58,388,4.0,196,3.0,292,4.0
66,52,388,4.0,196,4.0,292,4.0
66,53,388,0.5,196,4.0,292,2.5
67,57,18,4.0,106,3.0,250,3.5
67,55,18,3.5,106,4.0,250,1.5
67,63,18,2.0,106,3.5,250,3.5
67,54,18,3.5,106,3.0,250,4.0
67,58,18,4.0,106,3.0,250,4.0
68,61,37,3.5,48,2.5,275,4.0
68,55,37,4.0,48,3.0,275,3.5
68,62,37,4.0,48,4.0,275,1.0
68,63,37,2.5,48,3.0,275,3.5
68,13,37,3.0,48,3.5,275,3.0
69,55,9,2.0,49,3.0,166,2.5
69,60,9,2.5,49,2.0,166,3.0
69,54,9,1.0,49,1.5,166,1.5
69,62,9,3.0,49,3.0,166,2.5
69,53,9,2.5,49,1.0,166,1.0
70,56,119,4.0,8,4.0,31,3.0
70,58,119,4.0,8,4.0,31,3.0
70,61,119,3.5,8,3.5,31,2.0
70,62,119,3.5,8,4.0,31,4.0
70,55,119,3.5,8,3.5,31,3.5
71,59,196,4.0,18,3.0,79,2.0
71,63,196,2.0,18,2.0,79,1.0
71,52,196,4.0,18,4.0,79,1.5
71,57,196,3.0,18,4.0,79,1.5
71,53,196,4.0,18,2.0,79,2.0
72,55,410,4.0,297,2.5,412,3.5
72,60,410,3.5,297,4.0,412,2.5
72,52,410,4.0,297,1.5,412,2.0
72,54,410,4.0,297,2.5,412,3.5
72,58,410,3.5,297,3.0,412,3.0
73,60,100,2.5,247,3.5,106,2.5
73,59,100,2.0,247,4.0,106,4.0
73,55,100,4.0,247,4.0,106,4.0
73,54,100,2.5,247,4.0,106,3.0
73,61,100,2.5,247,4.0,106,3.0
74,54,194,2.0,9,1.0,409,2.5
74,13,194,3.0,9,1.0,409,3.0
74,52,194,2.5,9,1.0,409,1.5
74,58,194,3.0,9,3.5,409,3.0
74,62,194,4.0,9,3.0,409,3.5
75,53,53,2.5,8,4.0,370,3.5
75,58,53,4.0,8,4.0,370,4.0
75,60,53,3.0,8,3.5,370,3.0
75,62,53,3.5,8,4.0,370,4.0
75,54,53,4.0,8,4.0,370,3.0
76,52,212,3.0,412,2.0,254,2.0
76,55,212,3.0,412,3.5,254,3.0
76,59,212,3.5,412,0.5,254,2.5
76,63,212,4.0,412,2.0,254,3.0
76,13,212,3.5,412,3.5,254,0.5
77,60,106,2.5,250,3.5,8,3.5
77,57,106,3.0,250,3.5,8,4.0
77,61,106,3.0,250,2.5,8,3.5
77,59,106,4.0,250,4.0,8,4.0
77,54,106,3.0,250,4.0,8,4.0
78,56,388,4.0,14,3.0,250,3.0
78,13,388,2.5,14,3.5,250,4.0
78,61,388,1.0,14,3.5,250,2.5
78,60,388,0.5,14,3.0,250,3.5
78,58,388,4.0,14,4.0,250,4.0
79,63,197,2.5,250,3.5,395,2.5
79,53,197,2.0,250,4.0,395,2.0
79,52,197,3.0,250,2.5,395,1.5
79,54,197,2.0,250,4.0,395,2.5
79,57,197,2.0,250,3.5,395,1.5
80,61,18,2.5,20,3.0,136,2.5
80,56,18,3.5,20,4.0,136,4.0
80,59,18,3.0,20,4.0,136,4.0
80,53,18,2.0,20,4.0,136,4.0
80,62,18,3.5,20,3.0,136,4.0
81,61,247,4.0,2,3.5,100,2.5
81,52,247,4.0,2,2.5,100,3.0
81,57,247,4.0,2,2.0,100,1.5
81,58,247,0.5,2,3.5,100,3.5
81,56,247,4.0,2,4.0,100,1.5
82,62,413,2.0,54,4.0,323,2.0
82,59,413,2.0,54,4.0,323,3.5
82,58,413,3.5,54,4.0,323,3.5
82,56,413,2.0,54,4.0,323,3.0
82,63,413,3.0,54,4.0,323,3.5
83,63,157,2.0,409,2.0,351,3.5
83,52,157,3.5,409,1.5,351,3.0
83,58,157,3.5,409,3.0,351,4.0
83,61,157,2.5,409,2.5,351,4.0
83,57,157,2.0,409,3.5,351,4.0
84,56,319,4.0,350,3.0,225,3.0
84,59,319,4.0,350,4.0,225,3.0
84,54,319,4.0,350,3.0,225,2.0
84,63,319,4.0,350,1.0,225,3.0
84,62,319,4.0,350,4.0,225,3.0
85,55,37,4.0,103,4.0,367,3.0
85,52,37,3.0,103,3.5,367,4.0
85,58,37,3.0,103,2.0,367,4.0
85,53,37,3.0,103,2.5,367,4.0
85,62,37,4.0,103,3.0,367,4.0
86,13,8,3.5,144,3.0,106,3.5
86,59,8,4.0,144,3.5,106,4.0
86,52,8,3.5,144,3.5,106,3.0
86,58,8,4.0,144,3.5,106,3.0
86,57,8,4.0,144,2.5,106,3.0
87,55,332,2.0,55,3.5,157,1.5
87,60,332,2.5,55,3.0,157,1.5
87,13,332,3.0,55,3.0,157,3.0
87,62,332,2.5,55,4.0,157,1.0
87,56,332,3.0,55,3.0,157,2.5
88,60,259,3.0,281,4.0,14,3.0
88,54,259,2.5,281,4.0,14,2.5
88,58,259,3.0,281,3.5,14,4.0
88,59,259,4.0,281,4.0,14,4.0
88,63,259,2.0,281,4.0,14,3.0
89,61,225,3.5,136,2.5,167,2.5
89,60,225,2.5,136,3.5,167,2.5
89,62,225,3.0,136,4.0,167,3.0
89,59,225,3.0,136,4.0,167,1.5
89,54,225,2.0,136,4.0,167,1.5
90,13,92,4.0,8,3.5,260,2.5
90,55,92,4.0,8,3.5,260,2.0
90,59,92,4.0,8,4.0,260,2.5
90,54,92,3.0,8,4.0,260,2.5
90,57,92,3.5,8,4.0,260,0.5
91,59,306,4.0,267,4.0,395,3.5
91,62,306,3.5,267,4.0,395,4.0
91,58,306,4.0,267,4.0,395,3.5
91,60,306,3.5,267,4.0,395,3.0
91,57,306,3.5,267,4.0,395,1.5
92,60,404,3.5,406,3.0,8,3.5
92,62,404,3.5,406,4.0,8,4.0
92,53,404,4.0,406,4.0,8,4.0
92,58,404,3.5,406,4.0,8,4.0
92,56,404,3.5,406,4.0,8,4.0
93,56,48,4.0,182,3.0,60,4.0
93,58,48,4.0,182,2.5,60,3.5
93,59,48,4.0,182,3.0,60,4.0
93,54,48,2.5,182,4.0,60,3.0
93,52,48,3.0,182,2.5,60,4.0
94,62,31,4.0,215,2.5,60,4.0
94,60,31,3.5,215,1.5,60,4.0
94,54,31,3.0,215,1.5,60,3.0
94,52,31,4.0,215,3.0,60,4.0
94,13,31,3.5,215,2.0,60,3.0
95,13,98,4.0,351,4.0,144,3.0
95,53,98,4.0,351,3.0,144,0.5
95,62,98,2.5,351,4.0,144,4.0
95,58,98,4.0,351,4.0,144,3.5
95,52,98,4.0,351,3.0,144,3.5
96,54,54,4.0,215,1.5,395,2.5
96,60,54,4.0,215,1.5,395,3.0
96,58,54,4.0,215,3.5,395,3.5
96,63,54,4.0,215,2.5,395,2.5
96,62,54,4.0,215,2.5,395,4.0
97,53,20,4.0,49,1.0,225,3.0
97,63,20,4.0,49,2.5,225,3.0
97,55,20,4.0,49,3.0,225,3.0
97,57,20,3.0,49,1.5,225,3.0
97,58,20,3.0,49,1.5,225,3.5
98,62,367,4.0,127,1.0,384,4.0
98,55,367,3.0,127,1.5,384,4.0
98,60,367,3.0,127,3.5,384,3.5
98,63,367,2.5,127,1.5,384,3.0
98,56,367,3.0,127,2.0,384,4.0
99,61,129,1.5,24,1.5,289,1.5
99,59,129,4.0,24,4.0,289,3.0
99,54,129,2.0,24,3.5,289,2.5
99,52,129,2.5,24,4.0,289,0.5
99,60,129,3.0,24,3.0,289,3.5
100,57,297,4.0,419,1.0,236,3.0
100,108,297,4.0,419,4.0,236,4.0
100,58,297,3.0,419,4.0,236,2.5
100,56,297,3.5,419,3.0,236,3.5
100,59,297,4.0,419,4.0,236,3.0
101,59,48,4.0,325,3.0,127,2.5
101,57,48,2.5,325,3.0,127,3.5
101,53,48,3.5,325,3.0,127,2.0
101,54,48,2.5,325,3.5,127,0.5
101,60,48,3.0,325,3.5,127,3.5
102,13,119,3.5,14,3.5,37,3.0
102,56,119,4.0,14,3.0,37,4.0
102,54,119,3.5,14,2.5,37,3.5
102,63,119,3.5,14,3.0,37,2.5
102,52,119,4.0,14,4.0,37,3.0
103,55,281,4.0,215,2.0,275,3.5
103,61,281,2.0,215,2.5,275,4.0
103,60,281,4.0,215,1.5,275,2.5
103,53,281,4.0,215,3.0,275,2.0
103,62,281,4.0,215,2.5,275,1.0
104,57,200,4.0,162,4.0,103,4.0
104,59,200,3.5,162,2.5,103,3.5
104,52,200,3.0,162,3.5,103,3.5
104,55,200,4.0,162,4.0,103,4.0
104,158,200,4.0,162,3.5,103,3.0
105,63,53,2.0,281,4.0,68,1.0
105,53,53,2.5,281,4.0,68,0.5
105,59,53,4.0,281,4.0,68,3.0
105,60,53,3.0,281,4.0,68,2.5
105,62,53,3.5,281,4.0,68,2.0
106,61,38,2.5,157,2.5,24,1.5
106,63,38,2.0,157,2.0,24,2.0
106,57,38,3.5,157,2.0,24,1.5
106,59,38,1.0,157,2.0,24,4.0
106,60,38,2.0,157,1.5,24,3.0
107,53,38,2.0,124,3.5,37,3.0
107,52,38,4.0,124,3.5,37,3.0
107,58,38,3.0,124,3.0,37,3.0
107,63,38,2.0,124,1.5,37,2.5
107,62,38,3.0,124,3.0,37,4.0
108,61,14,3.5,224,3.5,404,2.0
108,60,14,3.0,224,1.0,404,3.5
108,62,14,3.5,224,3.0,404,3.5
108,53,14,3.0,224,4.0,404,4.0
108,13,14,3.5,224,3.0,404,3.5
109,53,225,3.0,9,2.5,292,2.5
109,13,225,3.0,9,1.0,292,2.5
109,61,225,3.5,9,0.5,292,2.5
109,60,225,2.5,9,2.5,292,3.0
109,57,225,3.0,9,1.0,292,4.0
110,56,351,3.0,410,3.5,325,3.5
110,55,351,4.0,410,4.0,325,4.0
110,57,351,4.0,410,3.0,325,3.0
110,62,351,4.0,410,4.0,325,4.0
110,61,351,4.0,410,3.5,325,3.5
111,63,105,4.0,20,4.0,31,3.0
111,61,105,2.0,20,3.0,31,2.0
111,60,105,4.0,20,3.5,31,3.5
111,52,105,3.5,20,4.0,31,4.0
111,58,105,3.0,20,3.0,31,3.0
112,53,157,1.5,259,1.0,38,2.0
112,61,157,2.5,259,4.0,38,2.5
112,13,157,3.0,259,1.0,38,2.0
112,56,157,2.5,259,2.0,38,3.0
112,62,157,1.0,259,4.0,38,3.0
113,62,197,2.5,127,1.0,79,3.5
113,52,197,3.0,127,3.5,79,1.5
113,59,197,2.0,127,2.5,79,2.0
113,60,197,2.5,127,3.5,79,1.5
113,54,197,2.0,127,0.5,79,2.0
114,62,404,3.5,165,4.0,18,3.5
114,56,404,3.5,165,3.0,18,3.5
114,52,404,3.5,165,3.0,18,4.0
114,54,404,3.0,165,2.5,18,3.5
114,61,404,2.0,165,1.5,18,2.5
115,63,42,2.0,350,1.0,247,4.0
115,56,42,4.0,350,3.0,247,4.0
115,13,42,3.0,350,3.0,247,4.0
115,57,42,3.0,350,2.5,247,4.0
115,61,42,1.5,350,3.5,247,4.0
116,53,14,3.0,20,4.0,212,4.0
116,62,14,3.5,20,3.0,212,4.0
116,63,14,3.0,20,4.0,212,4.0
116,58,14,4.0,20,3.0,212,4.0
116,57,14,4.0,20,3.0,212,3.0
117,53,101,3.5,48,3.5,209,1.5
117,56,101,1.0,48,4.0,209,4.0
117,62,101,3.0,48,4.0,209,4.0
117,60,101,2.0,48,3.0,209,3.5
117,59,101,1.5,48,4.0,209,4.0
118,13,319,4.0,38,2.0,49,1.5
118,54,319,4.0,38,3.0,49,1.5
118,56,319,4.0,38,3.0,49,3.5
118,58,319,2.5,38,3.0,49,1.5
118,61,319,3.5,38,2.5,49,1.5
119,54,106,3.0,225,2.0,224,3.0
119,55,106,4.0,225,3.0,224,3.5
119,13,106,3.5,225,3.0,224,3.0
119,61,106,3.0,225,3.5,224,3.5
119,57,106,3.0,225,3.0,224,2.5
120,55,8,3.5,31,3.5,68,4.0
120,63,8,4.0,31,3.0,68,1.0
120,54,8,4.0,31,3.0,68,2.5
120,53,8,4.0,31,3.0,68,0.5
120,13,8,3.5,31,3.5,68,2.5
121,57,224,2.5,250,3.5,355,3.0
121,58,224,0.5,250,4.0,355,2.5
121,62,224,3.0,250,4.0,355,3.0
121,13,224,3.0,250,4.0,355,2.5
121,55,224,3.5,250,1.5,355,3.5
122,58,14,4.0,38,3.0,194,3.0
122,62,14,3.5,38,3.0,194,4.0
122,61,14,3.5,38,2.5,194,3.5
122,60,14,3.0,38,2.0,194,3.0
122,55,14,4.0,38,3.5,194,4.0
123,58,103,2.0,236,2.5,331,4.0
123,57,103,4.0,236,3.0,331,4.0
123,53,103,2.5,236,3.0,331,4.0
123,52,103,3.5,236,4.0,331,4.0
123,108,103,3.5,236,4.0,331,4.0
124,59,402,3.5,110,2.5,247,4.0
124,60,402,2.0,110,1.5,247,3.5
124,55,402,3.0,110,3.5,247,4.0
124,13,402,1.5,110,3.0,247,4.0
124,61,402,0.5,110,3.0,247,4.0
125,52,42,3.5,407,4.0,31,4.0
125,56,42,4.0,407,4.0,31,3.0
125,57,42,3.0,407,4.0,31,2.5
125,58,42,4.0,407,4.0,31,3.0
125,63,42,2.0,407,4.0,31,3.0
126,61,166,2.0,37,3.5,310,1.5
126,54,166,1.5,37,3.5,310,2.5
126,57,166,2.0,37,3.5,310,3.0
