group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5
13,52,300,1.0,9,1.0,119,4.0,142,1.0,8,3.5
14,63,410,3.5,355,2.5,407,4.0,110,0.5,319,4.0
14,55,410,4.0,355,3.5,407,2.0,110,3.5,319,4.0
14,59,410,3.5,355,4.0,407,4.0,110,2.5,319,4.0
14,62,410,4.0,355,3.0,407,1.0,110,4.0,319,4.0
14,58,410,3.5,355,2.5,407,4.0,110,2.0,319,2.5
15,63,332,2.0,310,3.5,402,1.5,298,2.5,38,2.0
15,52,332,3.0,310,2.0,402,3.5,298,3.5,38,4.0
15,13,332,3.0,310,3.0,402,1.5,298,2.5,38,2.0
15,53,332,2.5,310,3.5,402,0.5,298,3.0,38,2.0
15,58,332,3.0,310,2.0,402,1.5,298,3.0,38,3.0
16,57,196,3.0,289,2.5,298,4.0,209,2.5,54,4.0
16,53,196,4.0,289,2.0,298,3.0,209,1.5,54,4.0
16,59,196,4.0,289,3.0,298,2.0,209,4.0,54,4.0
16,58,196,3.0,289,4.0,298,3.0,209,3.5,54,4.0
16,63,196,2.0,289,3.0,298,2.5,209,3.5,54,4.0
17,57,413,4.0,110,3.5,68,1.5,20,3.0,53,3.5
17,61,413,3.0,110,3.0,68,4.0,20,3.0,53,3.5
17,53,413,1.5,110,2.5,68,0.5,20,4.0,53,2.5
17,13,413,2.5,110,3.0,68,2.5,20,4.0,53,4.0
17,56,413,2.0,110,3.0,68,3.5,20,4.0,53,4.0
18,55,54,4.0,410,4.0,281,4.0,388,2.5,407,2.0
18,53,54,4.0,410,3.5,281,4.0,388,0.5,407,4.0
18,54,54,4.0,410,4.0,281,4.0,388,2.0,407,4.0
18,57,54,4.0,410,3.0,281,1.5,388,0.5,407,4.0
18,56,54,4.0,410,3.5,281,4.0,388,4.0,407,4.0
19,108,297,4.0,161,4.0,419,4.0,236,4.0,103,3.5
19,58,297,3.0,161,4.0,419,4.0,236,2.5,103,2.0
19,59,297,4.0,161,4.0,419,4.0,236,3.0,103,3.5
19,56,297,3.5,161,4.0,419,3.0,236,3.5,103,1.0
19,52,297,1.5,161,3.0,419,4.0,236,4.0,103,3.5
20,59,54,4.0,298,2.0,132,3.5,384,4.0,406,4.0
20,13,54,4.0,298,2.5,132,0.5,384,4.0,406,4.0
20,58,54,4.0,298,3.0,132,4.0,384,4.0,406,4.0
20,55,54,4.0,298,2.0,132,4.0,384,4.0,406,3.5
20,63,54,4.0,298,2.5,132,3.0,384,3.0,406,2.0
21,61,157,2.5,8,3.5,323,0.5,219,3.0,212,3.5
21,63,157,2.0,8,4.0,323,3.5,219,4.0,212,4.0
21,57,157,2.0,8,4.0,323,3.5,219,3.0,212,3.0
21,53,157,1.5,8,4.0,323,3.5,219,4.0,212,4.0
21,13,157,3.0,8,3.5,323,3.5,219,3.5,212,3.5
22,63,37,2.5,144,1.5,298,2.5,54,4.0,410,3.5
22,62,37,4.0,144,4.0,298,3.0,54,4.0,410,4.0
22,13,37,3.0,144,3.0,298,2.5,54,4.0,410,3.0
22,61,37,3.5,144,4.0,298,2.0,54,4.0,410,3.5
22,52,37,3.0,144,3.5,298,3.5,54,4.0,410,4.0
23,55,292,3.0,351,4.0,370,4.0,413,2.0,359,2.5
23,54,292,3.0,351,3.0,370,3.0,413,2.5,359,2.5
23,59,292,4.0,351,4.0,370,4.0,413,2.0,359,3.0
23,53,292,2.5,351,3.0,370,3.5,413,1.5,359,2.0
23,56,292,2.5,351,3.0,370,4.0,413,2.0,359,4.0
24,56,196,2.5,233,3.0,197,3.0,110,3.0,298,2.0
24,52,196,4.0,233,4.0,197,3.0,110,3.0,298,3.5
24,53,196,4.0,233,4.0,197,2.0,110,2.5,298,3.0
24,60,196,4.0,233,4.0,197,2.5,110,1.5,298,3.0
24,62,196,3.5,233,4.0,197,2.5,110,4.0,298,3.0
25,52,119,4.0,370,3.0,68,3.5,315,4.0,275,4.0
25,62,119,3.5,370,4.0,68,2.0,315,4.0,275,1.0
25,57,119,3.0,370,4.0,68,1.5,315,4.0,275,2.5
25,53,119,3.0,370,3.5,68,0.5,315,4.0,275,2.0
25,54,119,3.5,370,3.0,68,2.5,315,3.0,275,2.0
26,13,275,3.0,124,3.5,395,3.5,323,3.5,216,4.0
26,55,275,3.5,124,4.0,395,3.5,323,4.0,216,4.0
26,58,275,3.5,124,3.0,395,3.5,323,3.5,216,4.0
26,60,275,2.5,124,2.5,395,3.0,323,2.0,216,3.5
26,54,275,2.0,124,3.5,395,2.5,323,3.5,216,4.0
27,60,216,3.5,395,3.0,404,3.5,289,3.5,68,2.5
27,58,216,4.0,395,3.5,404,3.5,289,4.0,68,2.5
27,52,216,3.5,395,1.5,404,3.5,289,0.5,68,3.5
27,62,216,3.0,395,4.0,404,3.5,289,3.0,68,2.0
27,13,216,4.0,395,3.5,404,3.5,289,3.0,68,2.5
28,56,166,1.5,281,4.0,275,3.0,48,4.0,215,3.5
28,57,166,2.0,281,1.5,275,2.5,48,2.5,215,2.0
28,53,166,1.0,281,4.0,275,2.0,48,3.5,215,3.0
28,61,166,2.0,281,2.0,275,4.0,48,2.5,215,2.5
28,52,166,2.5,281,4.0,275,4.0,48,3.0,215,3.0
29,55,20,4.0,325,4.0,275,3.5,219,4.0,129,3.5
29,54,20,4.0,325,3.5,275,2.0,219,3.5,129,2.0
29,61,20,3.0,325,3.5,275,4.0,219,3.0,129,1.5
29,52,20,4.0,325,4.0,275,4.0,219,3.0,129,2.5
29,53,20,4.0,325,3.0,275,2.0,219,4.0,129,2.0
30,59,413,2.0,101,1.5,198,3.5,350,4.0,406,4.0
30,54,413,2.5,101,2.5,198,3.5,350,3.0,406,4.0
30,52,413,2.5,101,3.5,198,3.5,350,2.0,406,4.0
30,62,413,2.0,101,3.0,198,4.0,350,4.0,406,4.0
30,56,413,2.0,101,1.0,198,3.0,350,3.0,406,4.0
31,63,350,1.0,300,3.0,402,1.5,79,1.0,54,4.0
31,54,350,3.0,300,4.0,402,4.0,79,2.0,54,4.0
31,58,350,3.5,300,4.0,402,1.5,79,1.5,54,4.0
31,62,350,4.0,300,4.0,402,3.0,79,3.5,54,4.0
31,13,350,3.0,300,3.0,402,1.5,79,1.0,54,4.0
32,56,196,2.5,160,3.0,124,3.5,325,3.5,412,3.5
32,58,196,3.0,160,3.0,124,3.0,325,3.5,412,3.0
32,62,196,3.5,160,4.0,124,3.0,325,4.0,412,2.5
32,13,196,2.0,160,3.0,124,3.5,325,3.5,412,3.5
32,54,196,3.0,160,2.5,124,3.5,325,3.5,412,3.5
33,54,31,3.0,292,3.0,141,3.0,8,4.0,197,2.0
33,60,31,3.5,292,3.0,141,0.5,8,3.5,197,2.5
33,52,31,4.0,292,4.0,141,2.5,8,3.5,197,3.0
33,59,31,4.0,292,4.0,141,3.0,8,4.0,197,2.0
33,13,31,3.5,292,2.5,141,2.0,8,3.5,197,1.0
34,59,319,4.0,135,4.0,250,4.0,247,4.0,132,3.5
34,62,319,4.0,135,4.0,250,4.0,247,4.0,132,2.5
34,57,319,1.0,135,4.0,250,3.5,247,4.0,132,2.5
34,54,319,4.0,135,3.0,250,4.0,247,4.0,132,4.0
34,58,319,2.5,135,4.0,250,4.0,247,0.5,132,4.0
35,63,79,1.0,351,3.5,110,0.5,100,3.0,303,1.0
35,59,79,2.0,351,4.0,110,2.5,100,2.0,303,1.5
35,52,79,1.5,351,3.0,110,3.0,100,3.0,303,3.0
35,54,79,2.0,351,3.0,110,2.0,100,2.5,303,1.5
35,60,79,1.5,351,4.0,110,1.5,100,2.5,303,3.5
36,13,323,3.5,319,4.0,53,4.0,247,4.0,24,4.0
36,54,323,3.5,319,4.0,53,4.0,247,4.0,24,3.5
36,58,323,3.5,319,2.5,53,4.0,247,0.5,24,4.0
36,61,323,0.5,319,3.5,53,3.5,247,4.0,24,1.5
36,53,323,3.5,319,4.0,53,2.5,247,4.0,24,1.0
37,59,381,2.0,250,4.0,289,3.0,90,4.0,8,4.0
37,52,381,2.5,250,2.5,289,0.5,90,4.0,8,3.5
37,61,381,3.5,250,2.5,289,1.5,90,0.5,8,3.5
37,60,381,2.5,250,3.5,289,3.5,90,3.5,8,3.5
37,55,381,2.0,250,1.5,289,3.5,90,4.0,8,3.5
38,52,297,1.5,247,4.0,48,3.0,351,3.0,267,4.0
38,57,297,4.0,247,4.0,48,2.5,351,4.0,267,4.0
38,60,297,4.0,247,3.5,48,3.0,351,4.0,267,4.0
38,55,297,2.5,247,4.0,48,3.0,351,4.0,267,4.0
38,58,297,3.0,247,0.5,48,4.0,351,4.0,267,4.0
39,60,197,2.5,2,3.0,98,4.0,395,3.0,247,3.5
39,58,197,3.0,2,3.5,98,4.0,395,3.5,247,0.5
39,61,197,2.5,2,3.5,98,3.0,395,2.5,247,4.0
39,59,197,2.0,2,3.0,98,4.0,395,3.5,247,4.0
39,13,197,1.0,2,2.0,98,4.0,395,3.5,247,4.0
40,52,197,3.0,165,3.0,106,3.0,97,3.5,267,4.0
40,59,197,2.0,165,3.5,106,4.0,97,4.0,267,4.0
40,56,197,3.0,165,3.0,106,3.0,97,3.0,267,4.0
40,62,197,2.5,165,4.0,106,3.5,97,3.0,267,4.0
40,63,197,2.5,165,2.5,106,3.5,97,1.5,267,4.0
41,54,325,3.5,225,2.0,31,3.0,231,3.5,124,3.5
41,53,325,3.0,225,3.0,31,3.0,231,3.0,124,3.5
41,58,325,3.5,225,3.5,31,3.0,231,3.5,124,3.0
41,55,325,4.0,225,3.0,31,3.5,231,4.0,124,4.0
41,52,325,4.0,225,4.0,31,4.0,231,4.0,124,3.5
42,63,144,1.5,18,2.0,98,3.0,410,3.5,53,2.0
42,58,144,3.5,18,4.0,98,4.0,410,3.5,53,4.0
42,59,144,3.5,18,3.0,98,4.0,410,3.5,53,4.0
42,55,144,3.0,18,3.5,98,3.0,410,4.0,53,4.0
42,13,144,3.0,18,2.5,98,4.0,410,3.0,53,4.0
43,52,54,4.0,124,3.5,18,4.0,68,3.5,192,4.0
43,60,54,4.0,124,2.5,18,3.0,68,2.5,192,2.5
43,58,54,4.0,124,3.0,18,4.0,68,2.5,192,2.0
43,55,54,4.0,124,4.0,18,3.5,68,4.0,192,2.0
43,62,54,4.0,124,3.0,18,3.5,68,2.0,192,4.0
44,60,8,3.5,212,3.5,136,3.5,323,2.0,101,2.0
44,59,8,4.0,212,3.5,136,4.0,323,3.5,101,1.5
44,13,8,3.5,212,3.5,136,3.0,323,3.5,101,2.0
44,63,8,4.0,212,4.0,136,3.5,323,3.5,101,2.5
44,55,8,3.5,212,3.0,136,4.0,323,4.0,101,3.0
45,63,119,3.5,166,2.0,350,1.0,197,2.5,54,4.0
45,54,119,3.5,166,1.5,350,3.0,197,2.0,54,4.0
45,56,119,4.0,166,1.5,350,3.0,197,3.0,54,4.0
45,62,119,3.5,166,2.5,350,4.0,197,2.5,54,4.0
45,59,119,3.5,166,2.0,350,4.0,197,2.0,54,4.0
46,54,106,3.0,157,2.0,42,3.0,53,4.0,68,2.5
46,58,106,3.0,157,3.5,42,4.0,53,4.0,68,2.5
46,13,106,3.5,157,3.0,42,3.0,53,4.0,68,2.5
46,60,106,2.5,157,1.5,42,3.0,53,3.0,68,2.5
46,55,106,4.0,157,1.5,42,3.5,53,4.0,68,4.0
47,61,18,2.5,332,1.5,8,3.5,212,3.5,395,2.5
47,60,18,3.0,332,2.5,8,3.5,212,3.5,395,3.0
47,53,18,2.0,332,2.5,8,4.0,212,4.0,395,2.0
47,54,18,3.5,332,1.5,8,4.0,212,4.0,395,2.5
47,57,18,4.0,332,2.5,8,4.0,212,3.0,395,1.5
48,63,384,3.0,42,2.0,54,4.0,157,2.0,124,1.5
48,62,384,4.0,42,4.0,54,4.0,157,1.0,124,3.0
48,52,384,3.0,42,3.5,54,4.0,157,3.5,124,3.5
48,53,384,4.0,42,2.0,54,4.0,157,1.5,124,3.5
48,59,384,4.0,42,3.5,54,4.0,157,2.0,124,4.0
49,61,407,4.0,54,4.0,37,3.5,292,2.5,198,3.5
49,60,407,4.0,54,4.0,37,3.0,292,3.0,198,4.0
49,53,407,4.0,54,4.0,37,3.0,292,2.5,198,3.5
49,57,407,4.0,54,4.0,37,3.5,292,4.0,198,3.5
49,52,407,4.0,54,4.0,37,3.0,292,4.0,198,3.5
50,58,136,4.0,198,4.0,413,3.5,351,4.0,410,3.5
50,56,136,4.0,198,3.0,413,2.0,351,3.0,410,3.5
50,57,136,2.0,198,3.5,413,4.0,351,4.0,410,3.0
50,63,136,3.5,198,4.0,413,3.0,351,3.5,410,3.5
50,61,136,2.5,198,3.5,413,3.0,351,4.0,410,3.5
51,54,407,4.0,48,2.5,306,3.5,144,3.5,216,4.0
51,60,407,4.0,48,3.0,306,3.5,144,3.0,216,3.5
51,58,407,4.0,48,4.0,306,4.0,144,3.5,216,4.0
51,55,407,2.0,48,3.0,306,3.5,144,3.0,216,4.0
51,53,407,4.0,48,3.5,306,3.5,144,0.5,216,4.0
52,53,37,3.0,260,0.5,224,4.0,250,4.0,306,3.5
52,54,37,3.5,260,2.5,224,3.0,250,4.0,306,3.5
52,56,37,4.0,260,1.5,224,3.0,250,3.0,306,4.0
52,58,37,3.0,260,0.5,224,0.5,250,4.0,306,4.0
52,62,37,4.0,260,0.5,224,3.0,250,4.0,306,3.5
53,13,42,3.0,409,3.0,79,1.0,407,4.0,247,4.0
53,52,42,3.5,409,1.5,79,1.5,407,4.0,247,4.0
53,61,42,1.5,409,2.5,79,1.0,407,4.0,247,4.0
53,55,42,3.5,409,3.5,79,2.5,407,2.0,247,4.0
53,62,42,4.0,409,3.5,79,3.5,407,1.0,247,4.0
54,52,365,0.5,300,1.0,406,4.0,292,4.0,90,4.0
54,59,365,1.0,300,4.0,406,4.0,292,4.0,90,4.0
54,55,365,4.0,300,3.0,406,3.5,292,3.0,90,4.0
54,60,365,1.5,300,4.0,406,3.0,292,3.0,90,3.5
54,57,365,2.0,300,1.5,406,2.0,292,4.0,90,3.0
55,63,18,2.0,90,2.5,165,2.5,323,3.5,384,3.0
55,52,18,4.0,90,4.0,165,3.0,323,4.0,384,3.0
55,13,18,2.5,90,1.5,165,3.5,323,3.5,384,4.0
55,54,18,3.5,90,2.0,165,2.5,323,3.5,384,4.0
55,60,18,3.0,90,3.5,165,2.5,323,2.0,384,3.5
56,61,407,4.0,20,3.0,410,3.5,412,2.5,259,4.0
56,52,407,4.0,20,4.0,410,4.0,412,2.0,259,3.5
56,53,407,4.0,20,4.0,410,3.5,412,1.5,259,1.0
56,54,407,4.0,20,4.0,410,4.0,412,3.5,259,2.5
56,55,407,2.0,20,4.0,410,4.0,412,3.5,259,2.0
57,55,103,4.0,2,3.0,395,3.5,165,4.0,407,2.0
57,53,103,2.5,2,3.0,395,2.0,165,2.0,407,4.0
57,56,103,1.0,2,4.0,395,3.0,165,3.0,407,4.0
57,57,103,4.0,2,2.0,395,1.5,165,1.5,407,4.0
57,54,103,2.0,2,3.5,395,2.5,165,2.5,407,4.0
58,54,14,2.5,53,4.0,68,2.5,412,3.5,225,2.0
58,61,14,3.5,53,3.5,68,4.0,412,2.5,225,3.5
58,53,14,3.0,53,2.5,68,0.5,412,1.5,225,3.0
58,13,14,3.5,53,4.0,68,2.5,412,3.5,225,3.0
58,62,14,3.5,53,3.5,68,2.0,412,2.5,225,3.0
59,60,259,3.0,325,3.5,298,3.0,292,3.0,79,1.5
59,57,259,1.0,325,3.0,298,4.0,292,4.0,79,1.5
59,55,259,2.0,325,4.0,298,2.0,292,3.0,79,2.5
59,61,259,4.0,325,3.5,298,2.0,292,2.5,79,1.0
59,59,259,4.0,325,3.0,298,2.0,292,4.0,79,2.0
60,62,289,3.0,224,3.0,49,3.0,395,4.0,355,3.0
60,58,289,4.0,224,0.5,49,1.5,395,3.5,355,2.5
60,63,289,3.0,224,0.5,49,2.5,395,2.5,355,2.5
60,55,289,3.5,224,3.5,49,3.0,395,3.5,355,3.5
60,13,289,3.0,224,3.0,49,1.5,395,3.5,355,2.5
61,63,359,2.0,350,1.0,267,4.0,18,2.0,413,3.0
61,59,359,3.0,350,4.0,267,4.0,18,3.0,413,2.0
61,53,359,2.0,350,3.5,267,4.0,18,2.0,413,1.5
61,60,359,3.5,350,3.5,267,4.0,18,3.0,413,3.5
61,54,359,2.5,350,3.0,267,4.0,18,3.5,413,2.5
62,58,166,0.5,117,3.5,142,3.5,129,4.0,254,2.5
62,62,166,2.5,117,3.5,142,3.5,129,4.0,254,2.5
62,56,166,1.5,117,2.5,142,4.0,129,2.0,254,1.0
62,52,166,2.5,117,3.5,142,1.0,129,2.5,254,2.0
62,59,166,2.0,117,3.0,142,4.0,129,4.0,254,2.5
63,56,129,2.0,79,3.5,31,3.0,18,3.5,100,1.5
63,53,129,2.0,79,2.0,31,3.0,18,2.0,100,2.5
63,58,129,4.0,79,1.5,31,3.0,18,4.0,100,3.5
63,13,129,1.5,79,1.0,31,3.5,18,2.5,100,2.0
63,57,129,3.0,79,1.5,31,2.5,18,4.0,100,1.5
64,57,117,3.0,8,4.0,167,2.5,300,1.5,37,3.5
64,61,117,1.0,8,3.5,167,2.5,300,1.5,37,3.5
64,54,117,3.0,8,4.0,167,1.5,300,4.0,37,3.5
64,56,117,2.5,8,4.0,167,3.0,300,4.0,37,4.0
64,59,117,3.0,8,4.0,167,1.5,300,4.0,37,3.5
65,60,384,3.5,325,3.5,413,3.5,68,2.5,275,2.5
65,56,384,4.0,325,3.5,413,2.0,68,3.5,275,3.0
65,13,384,4.0,325,3.5,413,2.5,68,2.5,275,3.0
65,59,384,4.0,325,3.0,413,2.0,68,3.0,275,3.0
65,54,384,4.0,325,3.5,413,2.5,68,2.5,275,2.0
66,54,166,1.5,37,3.5,49,1.5,407,4.0,410,4.0
66,58,166,0.5,37,3.0,49,1.5,407,4.0,410,3.5
66,56,166,1.5,37,4.0,49,3.5,407,4.0,410,3.5
66,53,166,1.0,37,3.0,49,1.0,407,4.0,410,3.5
66,60,166,3.0,37,3.0,49,2.0,407,4.0,410,3.5
67,62,142,3.5,383,3.5,355,3.0,20,3.0,325,4.0
67,13,142,1.5,383,2.0,355,2.5,20,4.0,325,3.5
67,63,142,0.5,383,1.5,355,2.5,20,4.0,325,3.0
67,58,142,3.5,383,3.0,355,2.5,20,3.0,325,3.5
67,59,142,4.0,383,4.0,355,4.0,20,4.0,325,3.0
68,57,224,2.5,250,3.5,292,4.0,412,0.5,53,3.5
68,54,224,3.0,250,4.0,292,3.0,412,3.5,53,4.0
68,52,224,1.5,250,2.5,292,4.0,412,2.0,53,3.5
68,60,224,1.0,250,3.5,292,3.0,412,2.5,53,3.0
68,63,224,0.5,250,3.5,292,2.5,412,2.0,53,2.0
69,56,404,3.5,395,3.0,412,3.5,281,4.0,247,4.0
69,57,404,2.5,395,1.5,412,0.5,281,1.5,247,4.0
69,13,404,3.5,395,3.5,412,3.5,281,4.0,247,4.0
69,61,404,2.0,395,2.5,412,2.5,281,2.0,247,4.0
69,53,404,4.0,395,2.0,412,1.5,281,4.0,247,4.0
70,59,298,2.0,209,4.0,110,2.5,60,4.0,406,4.0
70,13,298,2.5,209,4.0,110,3.0,60,3.0,406,4.0
70,58,298,3.0,209,3.5,110,2.0,60,3.5,406,4.0
70,63,298,2.5,209,3.5,110,0.5,60,4.0,406,2.0
70,53,298,3.0,209,1.5,110,2.5,60,3.5,406,4.0
71,13,8,3.5,275,3.0,24,4.0,42,3.0,194,3.0
71,57,8,4.0,275,2.5,24,1.5,42,3.0,194,3.0
71,55,8,3.5,275,3.5,24,2.5,42,3.5,194,4.0
71,63,8,4.0,275,3.5,24,2.0,42,2.0,194,3.0
71,61,8,3.5,275,4.0,24,1.5,42,1.5,194,3.5
72,63,136,3.5,402,1.5,300,3.0,100,3.0,383,1.5
72,57,136,2.0,402,2.0,300,1.5,100,1.5,383,1.0
72,58,136,4.0,402,1.5,300,4.0,100,3.5,383,3.0
72,55,136,4.0,402,3.0,300,3.0,100,4.0,383,3.5
72,59,136,4.0,402,3.5,300,4.0,100,2.0,383,4.0
73,58,325,3.5,144,3.5,79,1.5,233,3.0,48,4.0
73,57,325,3.0,144,2.5,79,1.5,233,3.0,48,2.5
73,60,325,3.5,144,3.0,79,1.5,233,4.0,48,3.0
73,53,325,3.0,144,0.5,79,2.0,233,4.0,48,3.5
73,56,325,3.5,144,4.0,79,3.5,233,3.0,48,4.0
74,62,292,3.0,167,3.0,194,4.0,197,2.5,351,4.0
74,59,292,4.0,167,1.5,194,3.0,197,2.0,351,4.0
74,54,292,3.0,167,1.5,194,2.0,197,2.0,351,3.0
74,56,292,2.5,167,3.0,194,2.5,197,3.0,351,3.0
74,60,292,3.0,167,2.5,194,3.0,197,2.5,351,4.0
75,57,412,0.5,292,4.0,247,4.0,167,2.5,307,3.0
75,56,412,3.5,292,2.5,247,4.0,167,3.0,307,4.0
75,58,412,3.0,292,4.0,247,0.5,167,3.5,307,3.0
75,62,412,2.5,292,3.0,247,4.0,167,3.0,307,2.5
75,55,412,3.5,292,3.0,247,4.0,167,2.0,307,3.0
76,58,106,3.0,98,4.0,351,4.0,31,3.0,110,2.0
76,13,106,3.5,98,4.0,351,4.0,31,3.5,110,3.0
76,56,106,3.0,98,4.0,351,3.0,31,3.0,110,3.0
76,61,106,3.0,98,3.0,351,4.0,31,2.0,110,3.0
76,52,106,3.0,98,4.0,351,3.0,31,4.0,110,3.0
77,58,31,3.0,215,3.5,319,2.5,196,3.0,54,4.0
77,13,31,3.5,215,2.0,319,4.0,196,2.0,54,4.0
77,53,31,3.0,215,3.0,319,4.0,196,4.0,54,4.0
77,63,31,3.0,215,2.5,319,4.0,196,2.0,54,4.0
77,61,31,2.0,215,2.5,319,3.5,196,1.5,54,4.0
78,56,2,4.0,224,3.0,166,1.5,124,3.5,412,3.5
78,57,2,2.0,224,2.5,166,2.0,124,1.0,412,0.5
78,13,2,2.0,224,3.0,166,3.0,124,3.5,412,3.5
78,58,2,3.5,224,0.5,166,0.5,124,3.0,412,3.0
78,59,2,3.0,224,2.0,166,2.0,124,4.0,412,0.5
79,56,402,3.5,142,4.0,406,4.0,319,4.0,259,2.0
79,53,402,0.5,142,0.5,406,4.0,319,4.0,259,1.0
79,62,402,3.0,142,3.5,406,4.0,319,4.0,259,4.0
79,13,402,1.5,142,1.5,406,4.0,319,4.0,259,1.0
79,63,402,1.5,142,0.5,406,2.0,319,4.0,259,2.0
80,60,404,3.5,350,3.5,20,3.5,198,4.0,388,0.5
80,58,404,3.5,350,3.5,20,3.0,198,4.0,388,4.0
80,63,404,2.5,350,1.0,20,4.0,198,4.0,388,4.0
80,13,404,3.5,350,3.0,20,4.0,198,4.0,388,2.5
80,56,404,3.5,350,3.0,20,4.0,198,3.0,388,4.0
81,53,250,4.0,409,3.5,157,1.5,259,1.0,402,0.5
81,55,250,1.5,409,3.5,157,1.5,259,2.0,402,3.0
81,13,250,4.0,409,3.0,157,3.0,259,1.0,402,1.5
