group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7
16,61,350,3.5,166,2.0,49,1.5,289,1.5,365,0.5,225,3.5,404,2.0
17,54,54,4.0,406,4.0,350,3.0,402,4.0,413,2.5,209,2.5,37,3.5
17,52,54,4.0,406,4.0,350,2.0,402,3.5,413,2.5,209,2.0,37,3.0
17,57,54,4.0,406,2.0,350,2.5,402,2.0,413,4.0,209,2.5,37,3.5
17,53,54,4.0,406,4.0,350,3.5,402,0.5,413,1.5,209,1.5,37,3.0
17,59,54,4.0,406,4.0,350,4.0,402,3.5,413,2.0,209,4.0,37,3.5
18,52,31,4.0,142,1.0,54,4.0,60,4.0,332,3.0,388,4.0,275,4.0
18,53,31,3.0,142,0.5,54,4.0,60,3.5,332,2.5,388,0.5,275,2.0
18,57,31,2.5,142,1.0,54,4.0,60,4.0,332,2.5,388,0.5,275,2.5
18,13,31,3.5,142,1.5,54,4.0,60,3.0,332,3.0,388,2.5,275,3.0
18,61,31,2.0,142,4.0,54,4.0,60,3.5,332,1.5,388,1.0,275,4.0
19,55,370,4.0,129,3.5,79,2.5,367,3.0,194,4.0,197,2.5,351,4.0
19,63,370,3.5,129,1.5,79,1.0,367,2.5,194,3.0,197,2.5,351,3.5
19,58,370,4.0,129,4.0,79,1.5,367,4.0,194,3.0,197,3.0,351,4.0
19,57,370,4.0,129,3.0,79,1.5,367,2.5,194,3.0,197,2.0,351,4.0
19,60,370,3.0,129,3.0,79,1.5,367,3.0,194,3.0,197,2.5,351,4.0
20,57,197,2.0,224,2.5,42,3.0,209,2.5,119,3.0,157,2.0,136,2.0
20,52,197,3.0,224,1.5,42,3.5,209,2.0,119,4.0,157,3.5,136,4.0
20,60,197,2.5,224,1.0,42,3.0,209,3.5,119,3.0,157,1.5,136,3.5
20,55,197,2.5,224,3.5,42,3.5,209,4.0,119,3.5,157,1.5,136,4.0
20,13,197,1.0,224,3.0,42,3.0,209,4.0,119,3.5,157,3.0,136,3.0
21,54,315,3.0,325,3.5,412,3.5,48,2.5,42,3.0,20,4.0,8,4.0
21,56,315,4.0,325,3.5,412,3.5,48,4.0,42,4.0,20,4.0,8,4.0
21,52,315,4.0,325,4.0,412,2.0,48,3.0,42,3.5,20,4.0,8,3.5
21,60,315,4.0,325,3.5,412,2.5,48,3.0,42,3.0,20,3.5,8,3.5
21,55,315,4.0,325,4.0,412,3.5,48,3.0,42,3.5,20,4.0,8,3.5
22,61,247,4.0,267,4.0,212,3.5,409,2.5,219,3.0,9,0.5,38,2.5
22,55,247,4.0,267,4.0,212,3.0,409,3.5,219,4.0,9,2.0,38,3.5
22,58,247,0.5,267,4.0,212,4.0,409,3.0,219,3.0,9,3.5,38,3.0
22,54,247,4.0,267,4.0,212,4.0,409,2.5,219,3.5,9,1.0,38,3.0
22,60,247,3.5,267,4.0,212,3.5,409,3.0,219,3.5,9,2.5,38,2.0
23,62,48,4.0,289,3.0,384,4.0,355,3.0,14,3.5,117,3.5,309,3.5
23,53,48,3.5,289,2.0,384,4.0,355,2.5,14,3.0,117,2.5,309,1.0
23,57,48,2.5,289,2.5,384,3.5,355,3.0,14,4.0,117,3.0,309,3.5
23,59,48,4.0,289,3.0,384,4.0,355,4.0,14,4.0,117,3.0,309,3.0
23,63,48,3.0,289,3.0,384,3.0,355,2.5,14,3.0,117,2.5,309,3.5
24,59,37,3.5,9,3.5,351,4.0,98,4.0,315,4.0,197,2.0,119,3.5
24,60,37,3.0,9,2.5,351,4.0,98,4.0,315,4.0,197,2.5,119,3.0
24,57,37,3.5,9,1.0,351,4.0,98,3.0,315,4.0,197,2.0,119,3.0
24,52,37,3.0,9,1.0,351,3.0,98,4.0,315,4.0,197,3.0,119,4.0
24,61,37,3.5,9,0.5,351,4.0,98,3.0,315,0.5,197,2.5,119,3.5
25,56,196,2.5,259,2.0,292,2.5,319,4.0,49,3.5,129,2.0,303,1.0
25,13,196,2.0,259,1.0,292,2.5,319,4.0,49,1.5,129,1.5,303,3.5
25,60,196,4.0,259,3.0,292,3.0,319,3.0,49,2.0,129,3.0,303,3.5
25,63,196,2.0,259,2.0,292,2.5,319,4.0,49,2.5,129,1.5,303,1.0
25,52,196,4.0,259,3.5,292,4.0,319,0.5,49,3.5,129,2.5,303,3.0
26,58,250,4.0,259,3.0,197,3.0,165,4.0,215,3.5,209,3.5,412,3.0
26,55,250,1.5,259,2.0,197,2.5,165,4.0,215,2.0,209,4.0,412,3.5
26,63,250,3.5,259,2.0,197,2.5,165,2.5,215,2.5,209,3.5,412,2.0
26,54,250,4.0,259,2.5,197,2.0,165,2.5,215,1.5,209,2.5,412,3.5
26,56,250,3.0,259,2.0,197,3.0,165,3.0,215,3.5,209,4.0,412,3.5
27,54,231,3.5,194,2.0,219,3.5,135,3.0,212,4.0,119,3.5,54,4.0
27,60,231,2.5,194,3.0,219,3.5,135,2.0,212,3.5,119,3.0,54,4.0
27,58,231,3.5,194,3.0,219,3.0,135,4.0,212,4.0,119,4.0,54,4.0
27,59,231,4.0,194,3.0,219,4.0,135,4.0,212,3.5,119,3.5,54,4.0
27,53,231,3.0,194,4.0,219,4.0,135,4.0,212,4.0,119,3.0,54,4.0
28,59,2,3.0,325,3.0,212,3.5,159,4.0,388,1.5,275,3.0,98,4.0
28,58,2,3.5,325,3.5,212,4.0,159,3.0,388,4.0,275,3.5,98,4.0
28,60,2,3.0,325,3.5,212,3.5,159,4.0,388,0.5,275,2.5,98,4.0
28,53,2,3.0,325,3.0,212,4.0,159,4.0,388,0.5,275,2.0,98,4.0
28,52,2,2.5,325,4.0,212,3.0,159,4.0,388,4.0,275,4.0,98,4.0
29,13,79,1.0,198,4.0,225,3.0,247,4.0,197,1.0,319,4.0,275,3.0
29,56,79,3.5,198,3.0,225,3.0,247,4.0,197,3.0,319,4.0,275,3.0
29,62,79,3.5,198,4.0,225,3.0,247,4.0,197,2.5,319,4.0,275,1.0
29,61,79,1.0,198,3.5,225,3.5,247,4.0,197,2.5,319,3.5,275,4.0
29,59,79,2.0,198,3.5,225,3.0,247,4.0,197,2.0,319,4.0,275,3.0
30,63,267,4.0,209,3.5,117,2.5,413,3.0,197,2.5,275,3.5,215,2.5
30,58,267,4.0,209,3.5,117,3.5,413,3.5,197,3.0,275,3.5,215,3.5
30,57,267,4.0,209,2.5,117,3.0,413,4.0,197,2.0,275,2.5,215,2.0
30,61,267,4.0,209,3.0,117,1.0,413,3.0,197,2.5,275,4.0,215,2.5
30,62,267,4.0,209,4.0,117,3.5,413,2.0,197,2.5,275,1.0,215,2.5
31,53,48,3.5,292,2.5,9,2.5,402,0.5,60,3.5,370,3.5,42,2.0
31,59,48,4.0,292,4.0,9,3.5,402,3.5,60,4.0,370,4.0,42,3.5
31,63,48,3.0,292,2.5,9,0.5,402,1.5,60,4.0,370,3.5,42,2.0
31,62,48,4.0,292,3.0,9,3.0,402,3.0,60,4.0,370,4.0,42,4.0
31,57,48,2.5,292,4.0,9,1.0,402,2.0,60,4.0,370,4.0,42,3.0
32,62,267,4.0,292,3.0,225,3.0,395,4.0,388,1.0,215,2.5,14,3.5
32,56,267,4.0,292,2.5,225,3.0,395,3.0,388,4.0,215,3.5,14,3.0
32,54,267,4.0,292,3.0,225,2.0,395,2.5,388,2.0,215,1.5,14,2.5
32,58,267,4.0,292,4.0,225,3.5,395,3.5,388,4.0,215,3.5,14,4.0
32,63,267,4.0,292,2.5,225,3.0,395,2.5,388,4.0,215,2.5,14,3.0
33,56,225,3.0,37,4.0,68,3.5,18,3.5,267,4.0,406,4.0,127,2.0
33,63,225,3.0,37,2.5,68,1.0,18,2.0,267,4.0,406,2.0,127,1.5
33,60,225,2.5,37,3.0,68,2.5,18,3.0,267,4.0,406,3.0,127,3.5
33,57,225,3.0,37,3.5,68,1.5,18,4.0,267,4.0,406,2.0,127,3.5
33,54,225,2.0,37,3.5,68,2.5,18,3.5,267,4.0,406,4.0,127,0.5
34,57,101,3.0,410,3.0,384,3.5,38,3.5,48,2.5,413,4.0,306,3.5
34,54,101,2.5,410,4.0,384,4.0,38,3.0,48,2.5,413,2.5,306,3.5
34,56,101,1.0,410,3.5,384,4.0,38,3.0,48,4.0,413,2.0,306,4.0
34,60,101,2.0,410,3.5,384,3.5,38,2.0,48,3.0,413,3.5,306,3.5
34,55,101,3.0,410,4.0,384,4.0,38,3.5,48,3.0,413,2.0,306,3.5
35,53,275,2.0,259,1.0,367,4.0,100,2.5,127,2.0,129,2.0,136,4.0
35,59,275,3.0,259,4.0,367,4.0,100,2.0,127,2.5,129,4.0,136,4.0
35,52,275,4.0,259,3.5,367,4.0,100,3.0,127,3.5,129,2.5,136,4.0
35,63,275,3.5,259,2.0,367,2.5,100,3.0,127,1.5,129,1.5,136,3.5
35,57,275,2.5,259,1.0,367,2.5,100,1.5,127,3.5,129,3.0,136,2.0
36,60,129,3.0,198,4.0,247,3.5,110,1.5,402,2.0,196,4.0,24,3.0
36,57,129,3.0,198,3.5,247,4.0,110,3.5,402,2.0,196,3.0,24,1.5
36,58,129,4.0,198,4.0,247,0.5,110,2.0,402,1.5,196,3.0,24,4.0
36,59,129,4.0,198,3.5,247,4.0,110,2.5,402,3.5,196,4.0,24,4.0
36,53,129,2.0,198,3.5,247,4.0,110,2.5,402,0.5,196,4.0,24,1.0
37,13,20,4.0,197,1.0,90,1.5,98,4.0,406,4.0,127,2.0,402,1.5
37,53,20,4.0,197,2.0,90,4.0,98,4.0,406,4.0,127,2.0,402,0.5
37,63,20,4.0,197,2.5,90,2.5,98,3.0,406,2.0,127,1.5,402,1.5
37,56,20,4.0,197,3.0,90,3.5,98,4.0,406,4.0,127,2.0,402,3.5
37,59,20,4.0,197,2.0,90,4.0,98,4.0,406,4.0,127,2.5,402,3.5
38,13,158,2.0,300,3.0,132,0.5,54,4.0,194,3.0,196,2.0,407,4.0
38,62,158,3.5,300,4.0,132,2.5,54,4.0,194,4.0,196,3.5,407,1.0
38,63,158,3.5,300,3.0,132,3.0,54,4.0,194,3.0,196,2.0,407,4.0
38,57,158,2.0,300,1.5,132,2.5,54,4.0,194,3.0,196,3.0,407,4.0
38,55,158,3.5,300,3.0,132,4.0,54,4.0,194,4.0,196,3.5,407,2.0
39,54,136,4.0,332,1.5,79,2.0,402,4.0,54,4.0,215,1.5,144,3.5
39,57,136,2.0,332,2.5,79,1.5,402,2.0,54,4.0,215,2.0,144,2.5
39,58,136,4.0,332,3.0,79,1.5,402,1.5,54,4.0,215,3.5,144,3.5
39,60,136,3.5,332,2.5,79,1.5,402,2.0,54,4.0,215,1.5,144,3.0
39,13,136,3.0,332,3.0,79,1.0,402,1.5,54,4.0,215,2.0,144,3.0
40,63,298,2.5,292,2.5,165,2.5,309,3.5,267,4.0,325,3.0,54,4.0
40,62,298,3.0,292,3.0,165,4.0,309,3.5,267,4.0,325,4.0,54,4.0
40,54,298,2.5,292,3.0,165,2.5,309,2.5,267,4.0,325,3.5,54,4.0
40,52,298,3.5,292,4.0,165,3.0,309,4.0,267,4.0,325,4.0,54,4.0
40,53,298,3.0,292,2.5,165,2.0,309,1.0,267,4.0,325,3.0,54,4.0
41,56,152,3.0,323,3.0,415,4.0,119,4.0,136,4.0,31,3.0,409,3.5
41,62,152,3.0,323,2.0,415,3.5,119,3.5,136,4.0,31,4.0,409,3.5
41,57,152,3.0,323,3.5,415,4.0,119,3.0,136,2.0,31,2.5,409,3.5
41,60,152,4.0,323,2.0,415,4.0,119,3.0,136,3.5,31,3.5,409,3.0
41,53,152,2.5,323,3.5,415,4.0,119,3.0,136,4.0,31,3.0,409,3.5
42,53,8,4.0,412,1.5,310,3.5,127,2.0,100,2.5,300,3.0,413,1.5
42,63,8,4.0,412,2.0,310,3.5,127,1.5,100,3.0,300,3.0,413,3.0
42,13,8,3.5,412,3.5,310,3.0,127,2.0,100,2.0,300,3.0,413,2.5
42,56,8,4.0,412,3.5,310,3.5,127,2.0,100,1.5,300,4.0,413,2.0
42,52,8,3.5,412,2.0,310,2.0,127,3.5,100,3.0,300,1.0,413,2.5
43,57,42,3.0,14,4.0,224,2.5,250,3.5,292,4.0,310,3.0,165,1.5
43,55,42,3.5,14,4.0,224,3.5,250,1.5,292,3.0,310,4.0,165,4.0
43,61,42,1.5,14,3.5,224,3.5,250,2.5,292,2.5,310,1.5,165,1.5
43,52,42,3.5,14,4.0,224,1.5,250,2.5,292,4.0,310,2.0,165,3.0
43,54,42,3.0,14,2.5,224,3.0,250,4.0,292,3.0,310,2.5,165,2.5
44,60,159,4.0,48,3.0,100,2.5,281,4.0,216,3.5,209,3.5,136,3.5
44,59,159,4.0,48,4.0,100,2.0,281,4.0,216,4.0,209,4.0,136,4.0
44,53,159,4.0,48,3.5,100,2.5,281,4.0,216,4.0,209,1.5,136,4.0
44,62,159,4.0,48,4.0,100,3.5,281,4.0,216,3.0,209,4.0,136,4.0
44,56,159,4.0,48,4.0,100,1.5,281,4.0,216,4.0,209,4.0,136,4.0
45,56,197,3.0,8,4.0,48,4.0,79,3.5,31,3.0,236,3.5,129,2.0
45,59,197,2.0,8,4.0,48,4.0,79,2.0,31,4.0,236,3.0,129,4.0
45,53,197,2.0,8,4.0,48,3.5,79,2.0,31,3.0,236,3.0,129,2.0
45,57,197,2.0,8,4.0,48,2.5,79,1.5,31,2.5,236,3.0,129,3.0
45,58,197,3.0,8,4.0,48,4.0,79,1.5,31,3.0,236,2.5,129,4.0
46,55,209,4.0,383,3.5,315,4.0,323,4.0,247,4.0,289,3.5,132,4.0
46,63,209,3.5,383,1.5,315,4.0,323,3.5,247,4.0,289,3.0,132,3.0
46,13,209,4.0,383,2.0,315,1.0,323,3.5,247,4.0,289,3.0,132,0.5
46,56,209,4.0,383,3.0,315,4.0,323,3.0,247,4.0,289,2.5,132,4.0
46,59,209,4.0,383,4.0,315,4.0,323,3.5,247,4.0,289,3.0,132,3.5
47,58,136,4.0,406,4.0,24,4.0,2,3.5,409,3.0,395,3.5,124,3.0
47,63,136,3.5,406,2.0,24,2.0,2,2.0,409,2.0,395,2.5,124,1.5
47,53,136,4.0,406,4.0,24,1.0,2,3.0,409,3.5,395,2.0,124,3.5
47,54,136,4.0,406,4.0,24,3.5,2,3.5,409,2.5,395,2.5,124,3.5
47,56,136,4.0,406,4.0,24,4.0,2,4.0,409,3.5,395,3.0,124,3.5
48,57,216,4.0,98,3.0,172,4.0,407,4.0,402,2.0,117,3.0,196,3.0
48,56,216,4.0,98,4.0,172,4.0,407,4.0,402,3.5,117,2.5,196,2.5
48,59,216,4.0,98,4.0,172,3.5,407,4.0,402,3.5,117,3.0,196,4.0
48,62,216,3.0,98,2.5,172,4.0,407,1.0,402,3.0,117,3.5,196,3.5
48,53,216,4.0,98,4.0,172,4.0,407,4.0,402,0.5,117,2.5,196,4.0
49,56,129,2.0,404,3.5,54,4.0,407,4.0,100,1.5,233,3.0,410,3.5
49,52,129,2.5,404,3.5,54,4.0,407,4.0,100,3.0,233,4.0,410,4.0
49,60,129,3.0,404,3.5,54,4.0,407,4.0,100,2.5,233,4.0,410,3.5
49,61,129,1.5,404,2.0,54,4.0,407,4.0,100,2.5,233,2.0,410,3.5
49,57,129,3.0,404,2.5,54,4.0,407,4.0,100,1.5,233,3.0,410,3.0
50,13,169,3.5,60,3.0,323,3.5,68,2.5,267,4.0,388,2.5,334,4.0
50,52,169,2.5,60,4.0,323,4.0,68,3.5,267,4.0,388,4.0,334,3.0
50,59,169,3.5,60,4.0,323,3.5,68,3.0,267,4.0,388,1.5,334,3.5
50,62,169,4.0,60,4.0,323,2.0,68,2.0,267,4.0,388,1.0,334,2.0
50,58,169,3.0,60,3.5,323,3.5,68,2.5,267,4.0,388,4.0,334,4.0
51,63,24,2.0,110,0.5,18,2.0,20,4.0,275,3.5,412,2.0,117,2.5
51,54,24,3.5,110,2.0,18,3.5,20,4.0,275,2.0,412,3.5,117,3.0
51,53,24,1.0,110,2.5,18,2.0,20,4.0,275,2.0,412,1.5,117,2.5
51,58,24,4.0,110,2.0,18,4.0,20,3.0,275,3.5,412,3.0,117,3.5
51,61,24,1.5,110,3.0,18,2.5,20,3.0,275,4.0,412,2.5,117,1.0
52,58,300,4.0,2,3.5,14,4.0,215,3.5,224,0.5,100,3.5,38,3.0
52,61,300,1.5,2,3.5,14,3.5,215,2.5,224,3.5,100,2.5,38,2.5
52,63,300,3.0,2,2.0,14,3.0,215,2.5,224,0.5,100,3.0,38,2.0
52,62,300,4.0,2,3.0,14,3.5,215,2.5,224,3.0,100,3.5,38,3.0
52,57,300,1.5,2,2.0,14,4.0,215,2.0,224,2.5,100,1.5,38,3.5
53,60,297,4.0,144,3.0,24,3.0,119,3.0,38,2.0,165,2.5,395,3.0
53,13,297,2.5,144,3.0,24,4.0,119,3.5,38,2.0,165,3.5,395,3.5
53,56,297,3.5,144,4.0,24,4.0,119,4.0,38,3.0,165,3.0,395,3.0
53,55,297,2.5,144,3.0,24,2.5,119,3.5,38,3.5,165,4.0,395,3.5
53,58,297,3.0,144,3.5,24,4.0,119,4.0,38,3.0,165,4.0,395,3.5
54,58,142,3.5,319,2.5,157,3.5,60,3.5,407,4.0,247,0.5,124,3.0
54,63,142,0.5,319,4.0,157,2.0,60,4.0,407,4.0,247,4.0,124,1.5
54,61,142,4.0,319,3.5,157,2.5,60,3.5,407,4.0,247,4.0,124,1.0
54,55,142,2.5,319,4.0,157,1.5,60,4.0,407,2.0,247,4.0,124,4.0
54,57,142,1.0,319,1.0,157,2.0,60,4.0,407,4.0,247,4.0,124,1.0
55,59,68,3.0,404,3.5,48,4.0,224,2.0,54,4.0,49,1.5,359,3.0
55,60,68,2.5,404,3.5,48,3.0,224,1.0,54,4.0,49,2.0,359,3.5
55,52,68,3.5,404,3.5,48,3.0,224,1.5,54,4.0,49,3.5,359,2.5
55,54,68,2.5,404,3.0,48,2.5,224,3.0,54,4.0,49,1.5,359,2.5
55,63,68,1.0,404,2.5,48,3.0,224,0.5,54,4.0,49,2.5,359,2.0
56,63,225,3.0,157,2.0,8,4.0,289,3.0,332,2.0,402,1.5,215,2.5
56,57,225,3.0,157,2.0,8,4.0,289,2.5,332,2.5,402,2.0,215,2.0
56,55,225,3.0,157,1.5,8,3.5,289,3.5,332,2.0,402,3.0,215,2.0
56,54,225,2.0,157,2.0,8,4.0,289,2.5,332,1.5,402,4.0,215,1.5
56,52,225,4.0,157,3.5,8,3.5,289,0.5,332,3.0,402,3.5,215,3.0
57,62,68,2.0,90,4.0,224,3.0,395,4.0,136,4.0,281,4.0,106,3.5
57,59,68,3.0,90,4.0,224,2.0,395,3.5,136,4.0,281,4.0,106,4.0
57,61,68,4.0,90,0.5,224,3.5,395,2.5,136,2.5,281,2.0,106,3.0
57,13,68,2.5,90,1.5,224,3.0,395,3.5,136,3.0,281,4.0,106,3.5
57,53,68,0.5,90,4.0,224,4.0,395,2.0,136,4.0,281,4.0,106,3.0
58,53,158,3.5,165,2.0,100,2.5,407,4.0,259,1.0,281,4.0,101,3.5
58,57,158,2.0,165,1.5,100,1.5,407,4.0,259,1.0,281,1.5,101,3.0
58,60,158,4.0,165,2.5,100,2.5,407,4.0,259,3.0,281,4.0,101,2.0
58,54,158,3.5,165,2.5,100,2.5,407,4.0,259,2.5,281,4.0,101,2.5
58,52,158,4.0,165,3.0,100,3.0,407,4.0,259,3.5,281,4.0,101,3.5
59,13,110,3.0,127,2.0,2,2.0,384,4.0,215,2.0,119,3.5,315,1.0
59,52,110,3.0,127,3.5,2,2.5,384,3.0,215,3.0,119,4.0,315,4.0
59,56,110,3.0,127,2.0,2,4.0,384,4.0,215,3.5,119,4.0,315,4.0
59,53,110,2.5,127,2.0,2,3.0,384,4.0,215,3.0,119,3.0,315,4.0
59,62,110,4.0,127,1.0,2,3.0,384,4.0,215,2.5,119,3.5,315,4.0
60,60,325,3.5,2,3.0,124,2.5,129,3.0,216,3.5,194,3.0,98,4.0
