group,item,user-1,rating-1,user-2,rating-2
38,123,330,3.5,75,3.5
39,141,330,1.5,75,1.0
39,56,330,3.0,75,3.5
39,143,330,3.5,75,3.0
39,121,330,2.5,75,3.0
39,90,330,2.5,75,2.0
40,56,75,3.5,330,3.0
40,143,75,3.0,330,3.5
40,146,75,2.5,330,2.5
40,158,75,4.0,330,4.0
40,137,75,3.0,330,4.0
41,134,75,3.5,103,3.0
41,119,75,2.5,103,2.0
41,52,75,1.0,103,3.5
41,97,75,3.5,103,3.5
41,90,75,2.0,103,0.5
42,128,330,3.5,75,3.0
42,141,330,1.5,75,1.0
42,151,330,3.5,75,4.0
42,125,330,2.5,75,3.5
42,120,330,3.5,75,2.5
43,90,75,2.0,330,2.5
43,129,75,0.5,330,1.0
43,125,75,3.5,330,2.5
43,128,75,3.0,330,3.5
43,112,75,3.0,330,3.0
44,127,75,2.5,330,3.0
44,141,75,1.0,330,1.5
44,146,75,2.5,330,2.5
44,112,75,3.0,330,3.0
44,120,75,2.5,330,3.5
45,83,75,2.0,103,3.0
45,108,75,2.5,103,3.5
45,112,75,3.0,103,1.5
45,55,75,3.0,103,4.0
45,119,75,2.5,103,2.0
46,90,75,2.0,330,2.5
46,127,75,2.5,330,3.0
46,151,75,4.0,330,3.5
46,128,75,3.0,330,3.5
46,141,75,1.0,330,1.5
47,54,332,1.5,106,3.0
47,58,332,3.0,106,3.0
47,61,332,1.5,106,3.0
47,57,332,2.5,106,3.0
47,60,332,2.5,106,2.5
48,158,330,4.0,75,4.0
48,112,330,3.0,75,3.0
48,56,330,3.0,75,3.5
48,141,330,1.5,75,1.0
48,123,330,3.5,75,3.5
49,134,103,3.0,75,3.5
49,52,103,3.5,75,1.0
49,107,103,3.0,75,4.0
49,97,103,3.5,75,3.5
49,83,103,3.0,75,2.0
50,121,75,3.0,330,2.5
50,122,75,2.5,330,3.0
50,143,75,3.0,330,3.5
50,120,75,2.5,330,3.5
50,158,75,4.0,330,4.0
51,122,330,3.0,75,2.5
51,158,330,4.0,75,4.0
51,146,330,2.5,75,2.5
51,112,330,3.0,75,3.0
51,56,330,3.0,75,3.5
52,55,75,3.0,103,4.0
52,106,75,3.5,103,2.0
52,56,75,3.5,103,1.0
52,83,75,2.0,103,3.0
52,144,75,3.0,103,3.5
53,120,330,3.5,75,2.5
53,143,330,3.5,75,3.0
53,112,330,3.0,75,3.0
53,56,330,3.0,75,3.5
53,141,330,1.5,75,1.0
54,119,75,2.5,330,2.0
54,121,75,3.0,330,2.5
54,158,75,4.0,330,4.0
54,120,75,2.5,330,3.5
54,157,75,2.5,330,2.0
55,123,75,3.5,330,3.5
55,56,75,3.5,330,3.0
55,151,75,4.0,330,3.5
55,121,75,3.0,330,2.5
55,128,75,3.0,330,3.5
56,151,330,3.5,75,4.0
56,125,330,2.5,75,3.5
56,112,330,3.0,75,3.0
56,119,330,2.0,75,2.5
56,127,330,3.0,75,2.5
57,56,75,3.5,330,3.0
57,128,75,3.0,330,3.5
57,112,75,3.0,330,3.0
57,143,75,3.0,330,3.5
57,119,75,2.5,330,2.0
58,55,75,3.0,103,4.0
58,107,75,4.0,103,3.0
58,134,75,3.5,103,3.0
58,119,75,2.5,103,2.0
58,158,75,4.0,103,3.0
59,112,75,3.0,103,1.5
59,144,75,3.0,103,3.5
59,106,75,3.5,103,2.0
59,119,75,2.5,103,2.0
59,134,75,3.5,103,3.0
60,53,103,2.5,331,4.0
60,56,103,1.0,331,3.5
60,108,103,3.5,331,4.0
60,107,103,3.0,331,4.0
60,58,103,2.0,331,4.0
61,90,330,2.5,75,2.0
61,129,330,1.0,75,0.5
61,112,330,3.0,75,3.0
61,143,330,3.5,75,3.0
61,157,330,2.0,75,2.5
62,52,75,1.0,103,3.5
62,106,75,3.5,103,2.0
62,112,75,3.0,103,1.5
62,161,75,4.0,103,3.0
62,56,75,3.5,103,1.0
63,127,330,3.0,75,2.5
63,123,330,3.5,75,3.5
63,151,330,3.5,75,4.0
63,112,330,3.0,75,3.0
63,119,330,2.0,75,2.5
64,60,165,2.5,212,3.5
64,54,165,2.5,212,4.0
64,13,165,3.5,212,3.5
64,59,165,3.5,212,3.5
64,58,165,4.0,212,4.0
65,61,79,1.0,142,4.0
65,58,79,1.5,142,3.5
65,53,79,2.0,142,0.5
65,60,79,1.5,142,1.0
65,13,79,1.0,142,1.5
66,69,331,2.5,103,2.5
66,54,331,3.5,103,2.0
66,58,331,4.0,103,2.0
66,53,331,4.0,103,2.5
66,107,331,4.0,103,3.0
67,151,330,3.5,75,4.0
67,157,330,2.0,75,2.5
67,158,330,4.0,75,4.0
67,122,330,3.0,75,2.5
67,90,330,2.5,75,2.0
68,38,0,2.5,99,4.0
68,23,0,3.0,99,4.0
68,36,0,2.5,99,4.0
68,40,0,1.5,99,4.0
68,35,0,3.5,99,4.0
69,120,330,3.5,75,2.5
69,146,330,2.5,75,2.5
69,122,330,3.0,75,2.5
69,141,330,1.5,75,1.0
69,56,330,3.0,75,3.5
70,52,75,1.0,103,3.5
70,83,75,2.0,103,3.0
70,55,75,3.0,103,4.0
70,158,75,4.0,103,3.0
70,144,75,3.0,103,3.5
71,143,75,3.0,330,3.5
71,125,75,3.5,330,2.5
71,127,75,2.5,330,3.0
71,123,75,3.5,330,3.5
71,122,75,2.5,330,3.0
72,125,75,3.5,330,2.5
72,129,75,0.5,330,1.0
72,157,75,2.5,330,2.0
72,123,75,3.5,330,3.5
72,143,75,3.0,330,3.5
73,56,75,3.5,330,3.0
73,125,75,3.5,330,2.5
73,146,75,2.5,330,2.5
73,123,75,3.5,330,3.5
73,157,75,2.5,330,2.0
74,97,75,3.5,103,3.5
74,119,75,2.5,103,2.0
74,144,75,3.0,103,3.5
74,107,75,4.0,103,3.0
74,117,75,2.5,103,2.5
75,134,75,3.5,103,3.0
75,144,75,3.0,103,3.5
75,106,75,3.5,103,2.0
75,90,75,2.0,103,0.5
75,56,75,3.5,103,1.0
76,129,75,0.5,330,1.0
76,112,75,3.0,330,3.0
76,122,75,2.5,330,3.0
76,90,75,2.0,330,2.5
76,120,75,2.5,330,3.5
77,56,75,3.5,103,1.0
77,112,75,3.0,103,1.5
77,107,75,4.0,103,3.0
77,144,75,3.0,103,3.5
77,161,75,4.0,103,3.0
78,120,75,2.5,330,3.5
78,151,75,4.0,330,3.5
78,112,75,3.0,330,3.0
78,125,75,3.5,330,2.5
78,121,75,3.0,330,2.5
79,141,330,1.5,75,1.0
79,158,330,4.0,75,4.0
79,119,330,2.0,75,2.5
79,120,330,3.5,75,2.5
79,122,330,3.0,75,2.5
80,134,103,3.0,75,3.5
80,90,103,0.5,75,2.0
80,108,103,3.5,75,2.5
80,107,103,3.0,75,4.0
80,119,103,2.0,75,2.5
81,128,75,3.0,330,3.5
81,141,75,1.0,330,1.5
81,120,75,2.5,330,3.5
81,112,75,3.0,330,3.0
81,127,75,2.5,330,3.0
82,52,225,4.0,407,4.0
82,55,225,3.0,407,2.0
82,54,225,2.0,407,4.0
82,59,225,3.0,407,4.0
82,56,225,3.0,407,4.0
83,112,228,3.0,75,3.0
83,125,228,3.5,75,3.5
83,158,228,2.5,75,4.0
83,150,228,2.5,75,3.0
83,106,228,2.5,75,3.5
84,139,75,3.0,228,2.0
84,134,75,3.5,228,4.0
84,125,75,3.5,228,3.5
84,60,75,4.0,228,0.5
84,158,75,4.0,228,2.5
85,108,75,2.5,103,3.5
85,83,75,2.0,103,3.0
85,158,75,4.0,103,3.0
85,55,75,3.0,103,4.0
85,119,75,2.5,103,2.0
86,122,75,2.5,330,3.0
86,120,75,2.5,330,3.5
86,146,75,2.5,330,2.5
86,123,75,3.5,330,3.5
86,112,75,3.0,330,3.0
87,56,330,3.0,75,3.5
87,127,330,3.0,75,2.5
87,123,330,3.5,75,3.5
87,112,330,3.0,75,3.0
87,121,330,2.5,75,3.0
88,56,412,3.5,410,3.5
88,54,412,3.5,410,4.0
88,58,412,3.0,410,3.5
88,55,412,3.5,410,4.0
88,61,412,2.5,410,3.5
89,90,330,2.5,75,2.0
89,137,330,4.0,75,3.0
89,129,330,1.0,75,0.5
89,143,330,3.5,75,3.0
89,121,330,2.5,75,3.0
90,97,75,3.5,103,3.5
90,83,75,2.0,103,3.0
90,119,75,2.5,103,2.0
90,108,75,2.5,103,3.5
90,90,75,2.0,103,0.5
91,107,103,3.0,75,4.0
91,161,103,3.0,75,4.0
91,55,103,4.0,75,3.0
91,112,103,1.5,75,3.0
91,134,103,3.0,75,3.5
92,158,75,4.0,330,4.0
92,125,75,3.5,330,2.5
92,90,75,2.0,330,2.5
92,121,75,3.0,330,2.5
92,137,75,3.0,330,4.0
93,52,331,4.0,103,3.5
93,134,331,3.0,103,3.0
93,58,331,4.0,103,2.0
93,53,331,4.0,103,2.5
93,69,331,2.5,103,2.5
94,144,75,3.0,103,3.5
94,56,75,3.5,103,1.0
94,112,75,3.0,103,1.5
94,107,75,4.0,103,3.0
94,161,75,4.0,103,3.0
95,90,330,2.5,75,2.0
95,123,330,3.5,75,3.5
95,157,330,2.0,75,2.5
95,151,330,3.5,75,4.0
95,119,330,2.0,75,2.5
96,122,75,2.5,330,3.0
96,158,75,4.0,330,4.0
96,143,75,3.0,330,3.5
96,129,75,0.5,330,1.0
96,125,75,3.5,330,2.5
97,161,75,4.0,103,3.0
97,56,75,3.5,103,1.0
97,134,75,3.5,103,3.0
97,107,75,4.0,103,3.0
97,112,75,3.0,103,1.5
98,146,75,2.5,330,2.5
98,158,75,4.0,330,4.0
98,128,75,3.0,330,3.5
98,151,75,4.0,330,3.5
98,137,75,3.0,330,4.0
99,90,330,2.5,75,2.0
99,128,330,3.5,75,3.0
99,127,330,3.0,75,2.5
99,119,330,2.0,75,2.5
99,129,330,1.0,75,0.5
100,56,75,3.5,330,3.0
100,143,75,3.0,330,3.5
100,141,75,1.0,330,1.5
100,90,75,2.0,330,2.5
100,129,75,0.5,330,1.0
101,141,330,1.5,75,1.0
101,127,330,3.0,75,2.5
101,90,330,2.5,75,2.0
101,112,330,3.0,75,3.0
101,125,330,2.5,75,3.5
102,146,330,2.5,75,2.5
102,90,330,2.5,75,2.0
102,151,330,3.5,75,4.0
102,141,330,1.5,75,1.0
102,127,330,3.0,75,2.5
103,112,330,3.0,75,3.0
103,158,330,4.0,75,4.0
103,127,330,3.0,75,2.5
103,137,330,4.0,75,3.0
103,157,330,2.0,75,2.5
104,56,330,3.0,75,3.5
104,128,330,3.5,75,3.0
104,141,330,1.5,75,1.0
104,123,330,3.5,75,3.5
104,122,330,3.0,75,2.5
105,144,103,3.5,75,3.0
105,55,103,4.0,75,3.0
105,97,103,3.5,75,3.5
105,90,103,0.5,75,2.0
105,52,103,3.5,75,1.0
106,157,75,2.5,330,2.0
106,151,75,4.0,330,3.5
106,129,75,0.5,330,1.0
106,121,75,3.0,330,2.5
106,123,75,3.5,330,3.5
107,125,330,2.5,75,3.5
107,112,330,3.0,75,3.0
107,141,330,1.5,75,1.0
107,56,330,3.0,75,3.5
107,127,330,3.0,75,2.5
108,157,330,2.0,75,2.5
108,143,330,3.5,75,3.0
108,56,330,3.0,75,3.5
108,128,330,3.5,75,3.0
108,125,330,2.5,75,3.5
109,56,75,3.5,103,1.0
109,55,75,3.0,103,4.0
109,117,75,2.5,103,2.5
109,108,75,2.5,103,3.5
109,134,75,3.5,103,3.0
110,141,330,1.5,75,1.0
110,90,330,2.5,75,2.0
110,121,330,2.5,75,3.0
110,56,330,3.0,75,3.5
110,157,330,2.0,75,2.5
111,157,330,2.0,75,2.5
111,56,330,3.0,75,3.5
111,122,330,3.0,75,2.5
111,120,330,3.5,75,2.5
111,127,330,3.0,75,2.5
112,137,75,3.0,330,4.0
112,128,75,3.0,330,3.5
112,158,75,4.0,330,4.0
112,151,75,4.0,330,3.5
112,90,75,2.0,330,2.5
113,137,330,4.0,75,3.0
113,90,330,2.5,75,2.0
113,120,330,3.5,75,2.5
113,119,330,2.0,75,2.5
113,146,330,2.5,75,2.5
114,119,75,2.5,103,2.0
114,55,75,3.0,103,4.0
114,56,75,3.5,103,1.0
114,83,75,2.0,103,3.0
114,134,75,3.5,103,3.0
115,55,75,3.0,103,4.0
115,107,75,4.0,103,3.0
115,112,75,3.0,103,1.5
115,158,75,4.0,103,3.0
115,106,75,3.5,103,2.0
116,191,103,4.0,331,4.0
116,69,103,2.5,331,2.5
116,108,103,3.5,331,4.0
116,53,103,2.5,331,4.0
116,52,103,3.5,331,4.0
117,158,330,4.0,75,4.0
117,127,330,3.0,75,2.5
117,146,330,2.5,75,2.5
117,119,330,2.0,75,2.5
117,122,330,3.0,75,2.5
118,97,75,3.5,103,3.5
118,108,75,2.5,103,3.5
118,112,75,3.0,103,1.5
118,144,75,3.0,103,3.5
118,134,75,3.5,103,3.0
119,120,75,2.5,330,3.5
119,90,75,2.0,330,2.5
119,141,75,1.0,330,1.5
119,127,75,2.5,330,3.0
119,151,75,4.0,330,3.5
120,56,75,3.5,330,3.0
120,90,75,2.0,330,2.5
120,121,75,3.0,330,2.5
120,119,75,2.5,330,2.0
120,120,75,2.5,330,3.5
121,122,330,3.0,75,2.5
121,137,330,4.0,75,3.0
121,127,330,3.0,75,2.5
121,121,330,2.5,75,3.0
121,120,330,3.5,75,2.5
122,157,75,2.5,330,2.0
122,141,75,1.0,330,1.5
122,90,75,2.0,330,2.5
122,129,75,0.5,330,1.0
122,112,75,3.0,330,3.0
123,52,103,3.5,75,1.0
123,56,103,1.0,75,3.5
123,117,103,2.5,75,2.5
123,83,103,3.0,75,2.0
123,108,103,3.5,75,2.5
124,143,75,3.0,330,3.5
124,158,75,4.0,330,4.0
124,123,75,3.5,330,3.5
124,119,75,2.5,330,2.0
124,151,75,4.0,330,3.5
125,151,330,3.5,75,4.0
125,141,330,1.5,75,1.0
125,120,330,3.5,75,2.5
125,143,330,3.5,75,3.0
125,157,330,2.0,75,2.5
126,128,330,3.5,75,3.0
126,112,330,3.0,75,3.0
126,151,330,3.5,75,4.0
126,157,330,2.0,75,2.5
126,141,330,1.5,75,1.0
127,141,75,1.0,330,1.5
127,146,75,2.5,330,2.5
127,127,75,2.5,330,3.0
127,129,75,0.5,330,1.0
127,121,75,3.0,330,2.5
128,57,142,1.0,90,3.0
128,56,142,4.0,90,3.5
128,55,142,2.5,90,4.0
128,60,142,1.0,90,3.5
128,53,142,0.5,90,4.0
129,120,330,3.5,75,2.5
129,146,330,2.5,75,2.5
129,121,330,2.5,75,3.0
129,151,330,3.5,75,4.0
129,119,330,2.0,75,2.5
130,112,75,3.0,330,3.0
130,128,75,3.0,330,3.5
130,125,75,3.5,330,2.5
130,143,75,3.0,330,3.5
130,146,75,2.5,330,2.5
131,125,330,2.5,75,3.5
131,151,330,3.5,75,4.0
131,157,330,2.0,75,2.5
131,146,330,2.5,75,2.5
131,123,330,3.5,75,3.5
132,146,330,2.5,75,2.5
132,125,330,2.5,75,3.5
132,128,330,3.5,75,3.0
132,151,330,3.5,75,4.0
132,143,330,3.5,75,3.0
133,120,330,3.5,75,2.5
133,122,330,3.0,75,2.5
133,119,330,2.0,75,2.5
133,146,330,2.5,75,2.5
133,125,330,2.5,75,3.5
134,107,103,3.0,75,4.0
134,117,103,2.5,75,2.5
134,112,103,1.5,75,3.0
134,106,103,2.0,75,3.5
134,52,103,3.5,75,1.0
135,52,103,3.5,75,1.0
135,134,103,3.0,75,3.5
135,55,103,4.0,75,3.0
135,144,103,3.5,75,3.0
135,161,103,3.0,75,4.0
136,127,75,2.5,330,3.0
136,137,75,3.0,330,4.0
136,157,75,2.5,330,2.0
136,120,75,2.5,330,3.5
136,151,75,4.0,330,3.5
137,161,75,4.0,103,3.0
137,112,75,3.0,103,1.5
137,83,75,2.0,103,3.0
137,106,75,3.5,103,2.0
137,107,75,4.0,103,3.0
138,134,75,3.5,228,4.0
138,106,75,3.5,228,2.5
138,125,75,3.5,228,3.5
138,139,75,3.0,228,2.0
138,60,75,4.0,228,0.5
139,151,75,4.0,330,3.5
139,146,75,2.5,330,2.5
139,128,75,3.0,330,3.5
139,121,75,3.0,330,2.5
139,120,75,2.5,330,3.5
140,317,416,1.5,404,4.0
140,62,416,3.0,404,3.5
140,59,416,4.0,404,3.5
140,301,416,0.5,404,3.5
140,58,416,4.0,404,3.5
141,144,103,3.5,75,3.0
141,134,103,3.0,75,3.5
141,108,103,3.5,75,2.5
141,119,103,2.0,75,2.5
141,83,103,3.0,75,2.0
142,52,289,0.5,292,4.0
142,55,289,3.5,292,3.0
142,63,289,3.0,292,2.5
142,13,289,3.0,292,2.5
142,58,289,4.0,292,4.0
143,122,330,3.0,75,2.5
143,121,330,2.5,75,3.0
143,56,330,3.0,75,3.5
143,90,330,2.5,75,2.0
143,137,330,4.0,75,3.0
144,117,103,2.5,75,2.5
144,56,103,1.0,75,3.5
144,112,103,1.5,75,3.0
144,97,103,3.5,75,3.5
144,83,103,3.0,75,2.0
145,129,330,1.0,75,0.5
145,56,330,3.0,75,3.5
145,151,330,3.5,75,4.0
145,143,330,3.5,75,3.0
145,128,330,3.5,75,3.0
146,107,331,4.0,75,4.0
146,120,331,4.0,75,2.5
146,156,331,3.5,75,2.5
146,108,331,4.0,75,2.5
146,128,331,4.0,75,3.0
147,55,103,4.0,75,3.0
147,134,103,3.0,75,3.5
147,90,103,0.5,75,2.0
147,161,103,3.0,75,4.0
147,117,103,2.5,75,2.5
148,151,75,4.0,330,3.5
148,119,75,2.5,330,2.0
148,127,75,2.5,330,3.0
148,146,75,2.5,330,2.5
148,129,75,0.5,330,1.0
149,158,75,4.0,330,4.0
149,56,75,3.5,330,3.0
149,125,75,3.5,330,2.5
149,90,75,2.0,330,2.5
149,120,75,2.5,330,3.5
150,129,330,1.0,75,0.5
150,123,330,3.5,75,3.5
150,137,330,4.0,75,3.0
150,143,330,3.5,75,3.0
150,141,330,1.5,75,1.0
151,121,330,2.5,75,3.0
151,120,330,3.5,75,2.5
151,157,330,2.0,75,2.5
151,127,330,3.0,75,2.5
151,158,330,4.0,75,4.0
152,56,103,1.0,75,3.5
152,144,103,3.5,75,3.0
152,158,103,3.0,75,4.0
152,83,103,3.0,75,2.0
152,119,103,2.0,75,2.5
153,134,103,3.0,331,3.0
153,56,103,1.0,331,3.5
153,108,103,3.5,331,4.0
153,69,103,2.5,331,2.5
153,52,103,3.5,331,4.0
154,128,75,3.0,331,4.0
154,120,75,2.5,331,4.0
154,55,75,3.0,331,4.0
154,156,75,2.5,331,3.5
154,134,75,3.5,331,3.0
155,120,75,2.5,330,3.5
155,157,75,2.5,330,2.0
155,141,75,1.0,330,1.5
155,121,75,3.0,330,2.5
155,137,75,3.0,330,4.0
156,119,75,2.5,330,2.0
156,121,75,3.0,330,2.5
156,122,75,2.5,330,3.0
156,112,75,3.0,330,3.0
156,146,75,2.5,330,2.5
157,129,330,1.0,75,0.5
157,120,330,3.5,75,2.5
157,90,330,2.5,75,2.0
157,158,330,4.0,75,4.0
157,121,330,2.5,75,3.0
158,143,75,3.0,330,3.5
158,56,75,3.5,330,3.0
158,122,75,2.5,330,3.0
158,151,75,4.0,330,3.5
158,141,75,1.0,330,1.5
159,129,75,0.5,330,1.0
159,90,75,2.0,330,2.5
159,119,75,2.5,330,2.0
159,125,75,3.5,330,2.5
159,151,75,4.0,330,3.5
160,119,75,2.5,103,2.0
160,83,75,2.0,103,3.0
160,97,75,3.5,103,3.5
160,52,75,1.0,103,3.5
160,117,75,2.5,103,2.5
161,122,75,2.5,330,3.0
161,119,75,2.5,330,2.0
161,125,75,3.5,330,2.5
161,127,75,2.5,330,3.0
161,137,75,3.0,330,4.0
162,123,75,3.5,330,3.5
162,157,75,2.5,330,2.0
162,119,75,2.5,330,2.0
162,141,75,1.0,330,1.5
162,56,75,3.5,330,3.0
163,120,330,3.5,75,2.5
163,122,330,3.0,75,2.5
163,128,330,3.5,75,3.0
163,151,330,3.5,75,4.0
163,125,330,2.5,75,3.5
164,137,75,3.0,330,4.0
164,127,75,2.5,330,3.0
164,122,75,2.5,330,3.0
164,112,75,3.0,330,3.0
164,125,75,3.5,330,2.5
165,52,228,3.5,75,1.0
165,123,228,3.0,75,3.5
165,60,228,0.5,75,4.0
165,125,228,3.5,75,3.5
165,134,228,4.0,75,3.5
166,125,330,2.5,75,3.5
166,121,330,2.5,75,3.0
166,127,330,3.0,75,2.5
166,90,330,2.5,75,2.0
166,157,330,2.0,75,2.5
167,120,75,2.5,330,3.5
167,128,75,3.0,330,3.5
167,125,75,3.5,330,2.5
167,141,75,1.0,330,1.5
167,90,75,2.0,330,2.5
168,57,331,4.0,103,4.0
168,107,331,4.0,103,3.0
168,54,331,3.5,103,2.0
168,55,331,4.0,103,4.0
168,191,331,4.0,103,4.0
169,134,75,3.5,103,3.0
169,107,75,4.0,103,3.0
169,119,75,2.5,103,2.0
169,144,75,3.0,103,3.5
169,112,75,3.0,103,1.5
170,112,330,3.0,75,3.0
170,151,330,3.5,75,4.0
170,157,330,2.0,75,2.5
170,146,330,2.5,75,2.5
170,123,330,3.5,75,3.5
171,52,103,3.5,75,1.0
171,158,103,3.0,75,4.0
171,119,103,2.0,75,2.5
171,90,103,0.5,75,2.0
171,108,103,3.5,75,2.5
172,143,75,3.0,330,3.5
172,127,75,2.5,330,3.0
172,90,75,2.0,330,2.5
172,137,75,3.0,330,4.0
172,122,75,2.5,330,3.0
173,151,75,4.0,330,3.5
173,122,75,2.5,330,3.0
173,120,75,2.5,330,3.5
173,123,75,3.5,330,3.5
173,112,75,3.0,330,3.0
174,151,330,3.5,75,4.0
174,56,330,3.0,75,3.5
