group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6
7,59,367,4.0,216,4.0,289,3.0,129,4.0,105,3.0,297,4.0
7,60,367,3.0,216,3.5,289,3.5,129,3.0,105,4.0,297,4.0
8,56,384,4.0,275,3.0,300,4.0,402,3.5,410,3.5,14,3.0
8,52,384,3.0,275,4.0,300,1.0,402,3.5,410,4.0,14,4.0
8,58,384,4.0,275,3.5,300,4.0,402,1.5,410,3.5,14,4.0
8,55,384,4.0,275,3.5,300,3.0,402,3.0,410,4.0,14,4.0
8,59,384,4.0,275,3.0,300,4.0,402,3.5,410,3.5,14,4.0
9,54,275,2.0,267,4.0,117,3.0,48,2.5,166,1.5,332,1.5
9,61,275,4.0,267,4.0,117,1.0,48,2.5,166,2.0,332,1.5
9,63,275,3.5,267,4.0,117,2.5,48,3.0,166,2.0,332,2.0
9,57,275,2.5,267,4.0,117,3.0,48,2.5,166,2.0,332,2.5
9,53,275,2.0,267,4.0,117,2.5,48,3.5,166,1.0,332,2.5
10,63,350,1.0,142,0.5,209,3.5,167,2.5,384,3.0,119,3.5
10,59,350,4.0,142,4.0,209,4.0,167,1.5,384,4.0,119,3.5
10,13,350,3.0,142,1.5,209,4.0,167,3.0,384,4.0,119,3.5
10,56,350,3.0,142,4.0,209,4.0,167,3.0,384,4.0,119,4.0
10,52,350,2.0,142,1.0,209,2.0,167,3.5,384,3.0,119,4.0
11,57,167,2.5,404,2.5,370,4.0,166,2.0,328,3.5,157,2.0
11,60,167,2.5,404,3.5,370,3.0,166,3.0,328,2.5,157,1.5
11,52,167,3.5,404,3.5,370,3.0,166,2.5,328,4.0,157,3.5
11,56,167,3.0,404,3.5,370,4.0,166,1.5,328,3.5,157,2.5
11,63,167,2.5,404,2.5,370,3.5,166,2.0,328,3.5,157,2.0
12,52,212,3.0,53,3.5,42,3.5,367,4.0,144,3.5,351,3.0
12,53,212,4.0,53,2.5,42,2.0,367,4.0,144,0.5,351,3.0
12,56,212,2.0,53,4.0,42,4.0,367,3.0,144,4.0,351,3.0
12,63,212,4.0,53,2.0,42,2.0,367,2.5,144,1.5,351,3.5
12,54,212,4.0,53,4.0,42,3.0,367,4.0,144,3.5,351,3.0
13,60,194,3.0,42,3.0,110,1.5,8,3.5,166,3.0,275,2.5
13,52,194,2.5,42,3.5,110,3.0,8,3.5,166,2.5,275,4.0
13,61,194,3.5,42,1.5,110,3.0,8,3.5,166,2.0,275,4.0
13,53,194,4.0,42,2.0,110,2.5,8,4.0,166,1.0,275,2.0
13,58,194,3.0,42,4.0,110,2.0,8,4.0,166,0.5,275,3.5
14,63,350,1.0,18,2.0,281,4.0,167,2.5,359,2.0,409,2.0
14,53,350,3.5,18,2.0,281,4.0,167,3.5,359,2.0,409,3.5
14,59,350,4.0,18,3.0,281,4.0,167,1.5,359,3.0,409,3.0
14,57,350,2.5,18,4.0,281,1.5,167,2.5,359,4.0,409,3.5
14,54,350,3.0,18,3.5,281,4.0,167,1.5,359,2.5,409,2.5
15,62,413,2.0,68,2.0,402,3.0,166,2.5,367,4.0,224,3.0
15,53,413,1.5,68,0.5,402,0.5,166,1.0,367,4.0,224,4.0
15,57,413,4.0,68,1.5,402,2.0,166,2.0,367,2.5,224,2.5
15,52,413,2.5,68,3.5,402,3.5,166,2.5,367,4.0,224,1.5
15,13,413,2.5,68,2.5,402,1.5,166,3.0,367,3.5,224,3.0
16,56,209,4.0,90,3.5,215,3.5,292,2.5,224,3.0,49,3.5
16,60,209,3.5,90,3.5,215,1.5,292,3.0,224,1.0,49,2.0
16,58,209,3.5,90,1.0,215,3.5,292,4.0,224,0.5,49,1.5
16,62,209,4.0,90,4.0,215,2.5,292,3.0,224,3.0,49,3.0
16,61,209,3.0,90,0.5,215,2.5,292,2.5,224,3.5,49,1.5
17,62,328,3.5,98,2.5,413,2.0,315,4.0,225,3.0,350,4.0
17,57,328,3.5,98,3.0,413,4.0,315,4.0,225,3.0,350,2.5
17,53,328,3.0,98,4.0,413,1.5,315,4.0,225,3.0,350,3.5
17,63,328,3.5,98,3.0,413,3.0,315,4.0,225,3.0,350,1.0
17,56,328,3.5,98,4.0,413,2.0,315,4.0,225,3.0,350,3.0
18,59,332,2.5,197,2.0,106,4.0,215,2.0,129,4.0,79,2.0
18,62,332,2.5,197,2.5,106,3.5,215,2.5,129,4.0,79,3.5
18,61,332,1.5,197,2.5,106,3.0,215,2.5,129,1.5,79,1.0
18,63,332,2.0,197,2.5,106,3.5,215,2.5,129,1.5,79,1.0
18,13,332,3.0,197,1.0,106,3.5,215,2.0,129,1.5,79,1.0
19,56,101,1.0,38,3.0,407,4.0,106,3.0,119,4.0,292,2.5
19,59,101,1.5,38,1.0,407,4.0,106,4.0,119,3.5,292,4.0
19,62,101,3.0,38,3.0,407,1.0,106,3.5,119,3.5,292,3.0
19,60,101,2.0,38,2.0,407,4.0,106,2.5,119,3.0,292,3.0
19,54,101,2.5,38,3.0,407,4.0,106,3.0,119,3.5,292,3.0
20,55,215,2.0,355,3.5,157,1.5,98,3.0,216,4.0,49,3.0
20,13,215,2.0,355,2.5,157,3.0,98,4.0,216,4.0,49,1.5
20,58,215,3.5,355,2.5,157,3.5,98,4.0,216,4.0,49,1.5
20,62,215,2.5,355,3.0,157,1.0,98,2.5,216,3.0,49,3.0
20,63,215,2.5,355,2.5,157,2.0,98,3.0,216,4.0,49,2.5
21,57,402,2.0,119,3.0,60,4.0,219,3.0,367,2.5,364,0.5
21,55,402,3.0,119,3.5,60,4.0,219,4.0,367,3.0,364,3.5
21,53,402,0.5,119,3.0,60,3.5,219,4.0,367,4.0,364,2.0
21,58,402,1.5,119,4.0,60,3.5,219,3.0,367,4.0,364,2.0
21,54,402,4.0,119,3.5,60,3.0,219,3.5,367,4.0,364,2.5
22,58,402,1.5,404,3.5,48,4.0,79,1.5,370,4.0,281,3.5
22,53,402,0.5,404,4.0,48,3.5,79,2.0,370,3.5,281,4.0
22,60,402,2.0,404,3.5,48,3.0,79,1.5,370,3.0,281,4.0
22,62,402,3.0,404,3.5,48,4.0,79,3.5,370,4.0,281,4.0
22,59,402,3.5,404,3.5,48,4.0,79,2.0,370,4.0,281,4.0
23,54,110,2.0,169,3.5,225,2.0,404,3.0,323,3.5,8,4.0
23,13,110,3.0,169,3.5,225,3.0,404,3.5,323,3.5,8,3.5
23,62,110,4.0,169,4.0,225,3.0,404,3.5,323,2.0,8,4.0
23,52,110,3.0,169,2.5,225,4.0,404,3.5,323,4.0,8,3.5
23,63,110,0.5,169,3.0,225,3.0,404,2.5,323,3.5,8,4.0
24,60,101,2.0,212,3.5,367,3.0,275,2.5,158,4.0,402,2.0
24,62,101,3.0,212,4.0,367,4.0,275,1.0,158,3.5,402,3.0
24,53,101,3.5,212,4.0,367,4.0,275,2.0,158,3.5,402,0.5
24,56,101,1.0,212,2.0,367,3.0,275,3.0,158,3.5,402,3.5
24,59,101,1.5,212,3.5,367,4.0,275,3.0,158,3.5,402,3.5
25,63,412,2.0,350,1.0,406,2.0,298,2.5,409,2.0,194,3.0
25,58,412,3.0,350,3.5,406,4.0,298,3.0,409,3.0,194,3.0
25,57,412,0.5,350,2.5,406,2.0,298,4.0,409,3.5,194,3.0
25,56,412,3.5,350,3.0,406,4.0,298,2.0,409,3.5,194,2.5
25,54,412,3.5,350,3.0,406,4.0,298,2.5,409,2.5,194,2.0
26,62,110,4.0,200,2.5,397,4.0,117,3.5,306,3.5,33,3.0
26,55,110,3.5,200,4.0,397,4.0,117,4.0,306,3.5,33,4.0
26,59,110,2.5,200,3.5,397,4.0,117,3.0,306,4.0,33,4.0
26,53,110,2.5,200,1.5,397,4.0,117,2.5,306,3.5,33,4.0
26,52,110,3.0,200,3.0,397,4.0,117,3.5,306,4.0,33,4.0
27,57,267,4.0,409,3.5,194,3.0,196,3.0,2,2.0,310,3.0
27,53,267,4.0,409,3.5,194,4.0,196,4.0,2,3.0,310,3.5
27,52,267,4.0,409,1.5,194,2.5,196,4.0,2,2.5,310,2.0
27,56,267,4.0,409,3.5,194,2.5,196,2.5,2,4.0,310,3.5
27,63,267,4.0,409,2.0,194,3.0,196,2.0,2,2.0,310,3.5
28,62,216,3.0,215,2.5,90,4.0,49,3.0,275,1.0,209,4.0
28,58,216,4.0,215,3.5,90,1.0,49,1.5,275,3.5,209,3.5
28,52,216,3.5,215,3.0,90,4.0,49,3.5,275,4.0,209,2.0
28,59,216,4.0,215,2.0,90,4.0,49,1.5,275,3.0,209,4.0
28,63,216,4.0,215,2.5,90,2.5,49,2.5,275,3.5,209,3.5
29,60,152,4.0,215,1.5,38,2.0,384,3.5,250,3.5,359,3.5
29,58,152,3.0,215,3.5,38,3.0,384,4.0,250,4.0,359,4.0
29,62,152,3.0,215,2.5,38,3.0,384,4.0,250,4.0,359,4.0
29,55,152,4.0,215,2.0,38,3.5,384,4.0,250,1.5,359,2.5
29,52,152,3.5,215,3.0,38,4.0,384,3.0,250,2.5,359,2.5
30,52,250,2.5,319,0.5,409,1.5,404,3.5,281,4.0,129,2.5
30,56,250,3.0,319,4.0,409,3.5,404,3.5,281,4.0,129,2.0
30,57,250,3.5,319,1.0,409,3.5,404,2.5,281,1.5,129,3.0
30,61,250,2.5,319,3.5,409,2.5,404,2.0,281,2.0,129,1.5
30,59,250,4.0,319,4.0,409,3.0,404,3.5,281,4.0,129,4.0
31,13,196,2.0,328,4.0,323,3.5,250,4.0,144,3.0,98,4.0
31,57,196,3.0,328,3.5,323,3.5,250,3.5,144,2.5,98,3.0
31,53,196,4.0,328,3.0,323,3.5,250,4.0,144,0.5,98,4.0
31,63,196,2.0,328,3.5,323,3.5,250,3.5,144,1.5,98,3.0
31,59,196,4.0,328,1.5,323,3.5,250,4.0,144,3.5,98,4.0
32,53,42,2.0,24,1.0,209,1.5,359,2.0,364,2.0,106,3.0
32,59,42,3.5,24,4.0,209,4.0,359,3.0,364,3.0,106,4.0
32,55,42,3.5,24,2.5,209,4.0,359,2.5,364,3.5,106,4.0
32,56,42,4.0,24,4.0,209,4.0,359,4.0,364,4.0,106,3.0
32,54,42,3.0,24,3.5,209,2.5,359,2.5,364,2.5,106,3.0
33,54,38,3.0,315,3.0,364,2.5,129,2.0,289,2.5,48,2.5
33,53,38,2.0,315,4.0,364,2.0,129,2.0,289,2.0,48,3.5
33,59,38,1.0,315,4.0,364,3.0,129,4.0,289,3.0,48,4.0
33,56,38,3.0,315,4.0,364,4.0,129,2.0,289,2.5,48,4.0
33,13,38,2.0,315,1.0,364,3.5,129,1.5,289,3.0,48,3.5
34,62,350,4.0,54,4.0,136,4.0,212,4.0,323,2.0,152,3.0
34,58,350,3.5,54,4.0,136,4.0,212,4.0,323,3.5,152,3.0
34,53,350,3.5,54,4.0,136,4.0,212,4.0,323,3.5,152,2.5
34,60,350,3.5,54,4.0,136,3.5,212,3.5,323,2.0,152,4.0
34,57,350,2.5,54,4.0,136,2.0,212,3.0,323,3.5,152,3.0
35,54,38,3.0,225,2.0,165,2.5,53,4.0,332,1.5,106,3.0
35,53,38,2.0,225,3.0,165,2.0,53,2.5,332,2.5,106,3.0
35,58,38,3.0,225,3.5,165,4.0,53,4.0,332,3.0,106,3.0
35,52,38,4.0,225,4.0,165,3.0,53,3.5,332,3.0,106,3.0
35,61,38,2.5,225,3.5,165,1.5,53,3.5,332,1.5,106,3.0
36,62,119,3.5,53,3.5,9,3.0,413,2.0,212,4.0,412,2.5
36,57,119,3.0,53,3.5,9,1.0,413,4.0,212,3.0,412,0.5
36,59,119,3.5,53,4.0,9,3.5,413,2.0,212,3.5,412,0.5
36,63,119,3.5,53,2.0,9,0.5,413,3.0,212,4.0,412,2.0
36,61,119,3.5,53,3.5,9,0.5,413,3.0,212,3.5,412,2.5
37,59,53,4.0,289,3.0,158,3.5,315,4.0,281,4.0,298,2.0
37,55,53,4.0,289,3.5,158,3.5,315,4.0,281,4.0,298,2.0
37,62,53,3.5,289,3.0,158,3.5,315,4.0,281,4.0,298,3.0
37,13,53,4.0,289,3.0,158,2.0,315,1.0,281,4.0,298,2.5
37,57,53,3.5,289,2.5,158,2.0,315,4.0,281,1.5,298,4.0
38,59,31,4.0,38,1.0,402,3.5,351,4.0,216,4.0,219,4.0
38,58,31,3.0,38,3.0,402,1.5,351,4.0,216,4.0,219,3.0
38,55,31,3.5,38,3.5,402,3.0,351,4.0,216,4.0,219,4.0
38,53,31,3.0,38,2.0,402,0.5,351,3.0,216,4.0,219,4.0
38,60,31,3.5,38,2.0,402,2.0,351,4.0,216,3.5,219,3.5
39,58,267,4.0,388,4.0,31,3.0,409,3.0,166,0.5,350,3.5
39,52,267,4.0,388,4.0,31,4.0,409,1.5,166,2.5,350,2.0
39,61,267,4.0,388,1.0,31,2.0,409,2.5,166,2.0,350,3.5
39,63,267,4.0,388,4.0,31,3.0,409,2.0,166,2.0,350,1.0
39,55,267,4.0,388,2.5,31,3.5,409,3.5,166,2.5,350,4.0
40,60,127,3.5,20,3.5,225,2.5,365,1.5,367,3.0,332,2.5
40,57,127,3.5,20,3.0,225,3.0,365,2.0,367,2.5,332,2.5
40,52,127,3.5,20,4.0,225,4.0,365,0.5,367,4.0,332,3.0
40,63,127,1.5,20,4.0,225,3.0,365,2.0,367,2.5,332,2.0
40,13,127,2.0,20,4.0,225,3.0,365,2.5,367,3.5,332,3.0
41,62,105,3.5,407,1.0,68,2.0,325,4.0,100,3.5,404,3.5
41,55,105,4.0,407,2.0,68,4.0,325,4.0,100,4.0,404,3.0
41,63,105,4.0,407,4.0,68,1.0,325,3.0,100,3.0,404,2.5
41,60,105,4.0,407,4.0,68,2.5,325,3.5,100,2.5,404,3.5
41,61,105,2.0,407,4.0,68,4.0,325,3.5,100,2.5,404,2.0
42,56,286,4.0,60,4.0,384,4.0,325,3.5,411,3.5,117,2.5
42,57,286,4.0,60,4.0,384,3.5,325,3.0,411,3.5,117,3.0
42,55,286,4.0,60,4.0,384,4.0,325,4.0,411,4.0,117,4.0
42,58,286,4.0,60,3.5,384,4.0,325,3.5,411,3.5,117,3.5
42,52,286,2.5,60,4.0,384,3.0,325,4.0,411,2.0,117,3.5
43,56,37,4.0,407,4.0,31,3.0,224,3.0,196,2.5,319,4.0
43,54,37,3.5,407,4.0,31,3.0,224,3.0,196,3.0,319,4.0
43,59,37,3.5,407,4.0,31,4.0,224,2.0,196,4.0,319,4.0
43,61,37,3.5,407,4.0,31,2.0,224,3.5,196,1.5,319,3.5
43,53,37,3.0,407,4.0,31,3.0,224,4.0,196,4.0,319,4.0
44,52,413,2.5,292,4.0,267,4.0,152,3.5,198,3.5,412,2.0
44,57,413,4.0,292,4.0,267,4.0,152,3.0,198,3.5,412,0.5
44,13,413,2.5,292,2.5,267,4.0,152,3.5,198,4.0,412,3.5
44,63,413,3.0,292,2.5,267,4.0,152,3.5,198,4.0,412,2.0
44,55,413,2.0,292,3.0,267,4.0,152,4.0,198,4.0,412,3.5
45,62,124,3.0,100,3.5,54,4.0,404,3.5,144,4.0,42,4.0
45,13,124,3.5,100,2.0,54,4.0,404,3.5,144,3.0,42,3.0
45,59,124,4.0,100,2.0,54,4.0,404,3.5,144,3.5,42,3.5
45,63,124,1.5,100,3.0,54,4.0,404,2.5,144,1.5,42,2.0
45,61,124,1.0,100,2.5,54,4.0,404,2.0,144,4.0,42,1.5
46,53,404,4.0,37,3.0,54,4.0,49,1.0,157,1.5,166,1.0
46,63,404,2.5,37,2.5,54,4.0,49,2.5,157,2.0,166,2.0
46,61,404,2.0,37,3.5,54,4.0,49,1.5,157,2.5,166,2.0
46,62,404,3.5,37,4.0,54,4.0,49,3.0,157,1.0,166,2.5
46,56,404,3.5,37,4.0,54,4.0,49,3.5,157,2.5,166,1.5
47,61,412,2.5,106,3.0,144,4.0,38,2.5,209,3.0,68,4.0
47,56,412,3.5,106,3.0,144,4.0,38,3.0,209,4.0,68,3.5
47,57,412,0.5,106,3.0,144,2.5,38,3.5,209,2.5,68,1.5
47,13,412,3.5,106,3.5,144,3.0,38,2.0,209,4.0,68,2.5
47,55,412,3.5,106,4.0,144,3.0,38,3.5,209,4.0,68,4.0
48,59,37,3.5,90,4.0,106,4.0,267,4.0,158,3.5,367,4.0
48,60,37,3.0,90,3.5,106,2.5,267,4.0,158,4.0,367,3.0
48,62,37,4.0,90,4.0,106,3.5,267,4.0,158,3.5,367,4.0
48,54,37,3.5,90,2.0,106,3.0,267,4.0,158,3.5,367,4.0
48,52,37,3.0,90,4.0,106,3.0,267,4.0,158,4.0,367,4.0
49,63,79,1.0,42,2.0,323,3.5,9,0.5,247,4.0,292,2.5
49,53,79,2.0,42,2.0,323,3.5,9,2.5,247,4.0,292,2.5
49,13,79,1.0,42,3.0,323,3.5,9,1.0,247,4.0,292,2.5
49,59,79,2.0,42,3.5,323,3.5,9,3.5,247,4.0,292,4.0
49,58,79,1.5,42,4.0,323,3.5,9,3.5,247,0.5,292,4.0
50,53,157,1.5,136,4.0,370,3.5,37,3.0,215,3.0,68,0.5
50,60,157,1.5,136,3.5,370,3.0,37,3.0,215,1.5,68,2.5
50,63,157,2.0,136,3.5,370,3.5,37,2.5,215,2.5,68,1.0
50,58,157,3.5,136,4.0,370,4.0,37,3.0,215,3.5,68,2.5
50,55,157,1.5,136,4.0,370,4.0,37,4.0,215,2.0,68,4.0
51,60,79,1.5,259,3.0,332,2.5,8,3.5,395,3.0,60,4.0
51,13,79,1.0,259,1.0,332,3.0,8,3.5,395,3.5,60,3.0
51,63,79,1.0,259,2.0,332,2.0,8,4.0,395,2.5,60,4.0
51,52,79,1.5,259,3.5,332,3.0,8,3.5,395,1.5,60,4.0
51,54,79,2.0,259,2.5,332,1.5,8,4.0,395,2.5,60,3.0
52,56,68,3.5,110,3.0,267,4.0,298,2.0,119,4.0,351,3.0
52,61,68,4.0,110,3.0,267,4.0,298,2.0,119,3.5,351,4.0
52,52,68,3.5,110,3.0,267,4.0,298,3.5,119,4.0,351,3.0
52,62,68,2.0,110,4.0,267,4.0,298,3.0,119,3.5,351,4.0
52,57,68,1.5,110,3.5,267,4.0,298,4.0,119,3.0,351,4.0
53,62,100,3.5,142,3.5,413,2.0,8,4.0,37,4.0,350,4.0
53,58,100,3.5,142,3.5,413,3.5,8,4.0,37,3.0,350,3.5
53,55,100,4.0,142,2.5,413,2.0,8,3.5,37,4.0,350,4.0
53,56,100,1.5,142,4.0,413,2.0,8,4.0,37,4.0,350,3.0
53,61,100,2.5,142,4.0,413,3.0,8,3.5,37,3.5,350,3.5
54,56,404,3.5,209,4.0,323,3.0,157,2.5,48,4.0,395,3.0
54,61,404,2.0,209,3.0,323,0.5,157,2.5,48,2.5,395,2.5
54,52,404,3.5,209,2.0,323,4.0,157,3.5,48,3.0,395,1.5
54,53,404,4.0,209,1.5,323,3.5,157,1.5,48,3.5,395,2.0
54,59,404,3.5,209,4.0,323,3.5,157,2.0,48,4.0,395,3.5
55,58,409,3.0,144,3.5,395,3.5,166,0.5,49,1.5,209,3.5
55,59,409,3.0,144,3.5,395,3.5,166,2.0,49,1.5,209,4.0
55,13,409,3.0,144,3.0,395,3.5,166,3.0,49,1.5,209,4.0
55,53,409,3.5,144,0.5,395,2.0,166,1.0,49,1.0,209,1.5
55,61,409,2.5,144,4.0,395,2.5,166,2.0,49,1.5,209,3.0
56,56,194,2.5,144,4.0,332,3.0,224,3.0,247,4.0,197,3.0
56,59,194,3.0,144,3.5,332,2.5,224,2.0,247,4.0,197,2.0
56,61,194,3.5,144,4.0,332,1.5,224,3.5,247,4.0,197,2.5
56,54,194,2.0,144,3.5,332,1.5,224,3.0,247,4.0,197,2.0
56,55,194,4.0,144,3.0,332,2.0,224,3.5,247,4.0,197,2.5
57,55,53,4.0,48,3.0,9,2.0,117,4.0,31,3.5,136,4.0
57,54,53,4.0,48,2.5,9,1.0,117,3.0,31,3.0,136,4.0
57,59,53,4.0,48,4.0,9,3.5,117,3.0,31,4.0,136,4.0
57,56,53,4.0,48,4.0,9,4.0,117,2.5,31,3.0,136,4.0
57,63,53,2.0,48,3.0,9,0.5,117,2.5,31,3.0,136,3.5
58,59,166,2.0,53,4.0,410,3.5,402,3.5,413,2.0,395,3.5
58,52,166,2.5,53,3.5,410,4.0,402,3.5,413,2.5,395,1.5
58,55,166,2.5,53,4.0,410,4.0,402,3.0,413,2.0,395,3.5
58,58,166,0.5,53,4.0,410,3.5,402,1.5,413,3.5,395,3.5
58,13,166,3.0,53,4.0,410,3.0,402,1.5,413,2.5,395,3.5
59,57,79,1.5,110,3.5,351,4.0,194,3.0,152,3.0,124,1.0
59,58,79,1.5,110,2.0,351,4.0,194,3.0,152,3.0,124,3.0
59,63,79,1.0,110,0.5,351,3.5,194,3.0,152,3.5,124,1.5
59,53,79,2.0,110,2.5,351,3.0,194,4.0,152,2.5,124,3.5
59,55,79,2.5,110,3.5,351,4.0,194,4.0,152,4.0,124,4.0
60,53,110,2.5,250,4.0,298,3.0,216,4.0,212,4.0,225,3.0
60,60,110,1.5,250,3.5,298,3.0,216,3.5,212,3.5,225,2.5
60,54,110,2.0,250,4.0,298,2.5,216,4.0,212,4.0,225,2.0
60,62,110,4.0,250,4.0,298,3.0,216,3.0,212,4.0,225,3.0
60,13,110,3.0,250,4.0,298,2.5,216,4.0,212,3.5,225,3.0
61,59,315,4.0,412,0.5,247,4.0,31,4.0,351,4.0,292,4.0
61,61,315,0.5,412,2.5,247,4.0,31,2.0,351,4.0,292,2.5
61,52,315,4.0,412,2.0,247,4.0,31,4.0,351,3.0,292,4.0
61,54,315,3.0,412,3.5,247,4.0,31,3.0,351,3.0,292,3.0
61,55,315,4.0,412,3.5,247,4.0,31,3.5,351,4.0,292,3.0
62,52,165,3.0,370,3.0,8,3.5,395,1.5,365,0.5,90,4.0
62,59,165,3.5,370,4.0,8,4.0,395,3.5,365,1.0,90,4.0
62,63,165,2.5,370,3.5,8,4.0,395,2.5,365,2.0,90,2.5
62,60,165,2.5,370,3.0,8,3.5,395,3.0,365,1.5,90,3.5
62,54,165,2.5,370,3.0,8,4.0,395,2.5,365,2.0,90,2.0
63,52,231,4.0,24,4.0,275,4.0,60,4.0,90,4.0,2,2.5
63,53,231,3.0,24,1.0,275,2.0,60,3.5,90,4.0,2,3.0
63,62,231,3.5,24,3.0,275,1.0,60,4.0,90,4.0,2,3.0
63,57,231,2.0,24,1.5,275,2.5,60,4.0,90,3.0,2,2.0
63,59,231,4.0,24,4.0,275,3.0,60,4.0,90,4.0,2,3.0
64,57,129,3.0,135,4.0,224,2.5,119,3.0,412,0.5,395,1.5
64,62,129,4.0,135,4.0,224,3.0,119,3.5,412,2.5,395,4.0
64,13,129,1.5,135,4.0,224,3.0,119,3.5,412,3.5,395,3.5
64,53,129,2.0,135,4.0,224,4.0,119,3.0,412,1.5,395,2.0
64,58,129,4.0,135,4.0,224,0.5,119,4.0,412,3.0,395,3.5
65,53,259,1.0,410,3.5,106,3.0,319,4.0,8,4.0,100,2.5
65,57,259,1.0,410,3.0,106,3.0,319,1.0,8,4.0,100,1.5
65,13,259,1.0,410,3.0,106,3.5,319,4.0,8,3.5,100,2.0
65,56,259,2.0,410,3.5,106,3.0,319,4.0,8,4.0,100,1.5
65,52,259,3.5,410,4.0,106,3.0,319,0.5,8,3.5,100,3.0
66,61,413,3.0,9,0.5,8,3.5,129,1.5,53,3.5,259,4.0
66,52,413,2.5,9,1.0,8,3.5,129,2.5,53,3.5,259,3.5
66,55,413,2.0,9,2.0,8,3.5,129,3.5,53,4.0,259,2.0
66,13,413,2.5,9,1.0,8,3.5,129,1.5,53,4.0,259,1.0
66,57,413,4.0,9,1.0,8,4.0,129,3.0,53,3.5,259,1.0
67,59,42,3.5,323,3.5,90,4.0,224,2.0,79,2.0,110,2.5
67,58,42,4.0,323,3.5,90,1.0,224,0.5,79,1.5,110,2.0
67,13,42,3.0,323,3.5,90,1.5,224,3.0,79,1.0,110,3.0
67,60,42,3.0,323,2.0,90,3.5,224,1.0,79,1.5,110,1.5
67,53,42,2.0,323,3.5,90,4.0,224,4.0,79,2.0,110,2.5
68,56,119,4.0,60,4.0,209,4.0,406,4.0,2,4.0,98,4.0
68,62,119,3.5,60,4.0,209,4.0,406,4.0,2,3.0,98,2.5
68,55,119,3.5,60,4.0,209,4.0,406,3.5,2,3.0,98,3.0
68,59,119,3.5,60,4.0,209,4.0,406,4.0,2,3.0,98,4.0
68,63,119,3.5,60,4.0,209,3.5,406,2.0,2,2.0,98,3.0
69,63,407,4.0,53,2.0,413,3.0,298,2.5,254,3.0,367,2.5
69,58,407,4.0,53,4.0,413,3.5,298,3.0,254,2.5,367,4.0
