group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3
56,157,1210,5.0,1344,5.0,406,5.0
56,59,1210,1.0,1344,3.0,406,4.0
56,54,1210,3.0,1344,4.0,406,5.0
56,280,1210,4.0,1344,5.0,406,4.0
56,70,1210,3.0,1344,4.0,406,3.0
57,283,1564,4.0,1181,4.0,166,4.0
57,662,1564,1.0,1181,1.0,166,1.0
57,99,1564,2.0,1181,4.0,166,3.0
57,354,1564,3.0,1181,3.0,166,4.0
57,267,1564,4.0,1181,4.0,166,5.0
58,350,1314,2.0,585,2.0,311,4.0
58,211,1314,4.0,585,4.0,311,5.0
58,662,1314,1.0,585,2.0,311,2.0
58,138,1314,2.0,585,2.0,311,3.0
58,207,1314,3.0,585,4.0,311,3.0
59,182,585,3.0,227,5.0,1314,2.0
59,51,585,5.0,227,5.0,1314,4.0
59,188,585,4.0,227,5.0,1314,3.0
59,361,585,4.0,227,1.0,1314,1.0
59,759,585,1.0,227,1.0,1314,1.0
60,213,1564,3.0,1093,3.0,461,3.0
60,86,1564,5.0,1093,4.0,461,4.0
60,277,1564,1.0,1093,4.0,461,3.0
60,658,1564,2.0,1093,1.0,461,1.0
60,442,1564,1.0,1093,3.0,461,4.0
61,165,585,2.0,1314,4.0,107,4.0
61,141,585,3.0,1314,2.0,107,4.0
61,713,585,2.0,1314,4.0,107,4.0
61,156,585,4.0,1314,4.0,107,4.0
61,166,585,2.0,1314,4.0,107,4.0
62,23,1270,3.0,1564,5.0,623,5.0
62,256,1270,4.0,1564,2.0,623,4.0
62,394,1270,2.0,1564,1.0,623,3.0
62,240,1270,5.0,1564,3.0,623,3.0
62,293,1270,4.0,1564,3.0,623,2.0
63,768,585,4.0,1093,3.0,865,3.0
63,660,585,3.0,1093,3.0,865,3.0
63,161,585,2.0,1093,2.0,865,4.0
63,209,585,3.0,1093,5.0,865,4.0
63,210,585,2.0,1093,2.0,865,5.0
64,183,1694,4.0,311,3.0,468,5.0
64,594,1694,3.0,311,4.0,468,3.0
64,306,1694,3.0,311,5.0,468,3.0
64,294,1694,4.0,311,3.0,468,3.0
64,354,1694,5.0,311,5.0,468,4.0
65,97,461,4.0,1006,3.0,281,3.0
65,174,461,3.0,1006,5.0,281,2.0
65,213,461,3.0,1006,4.0,281,1.0
65,728,461,3.0,1006,4.0,281,2.0
65,208,461,4.0,1006,4.0,281,4.0
66,266,1093,4.0,1694,3.0,1564,1.0
66,275,1093,2.0,1694,4.0,1564,2.0
66,351,1093,3.0,1694,3.0,1564,2.0
66,202,1093,5.0,1694,4.0,1564,3.0
66,597,1093,3.0,1694,3.0,1564,1.0
67,587,865,5.0,1093,3.0,999,2.0
67,149,865,5.0,1093,4.0,999,5.0
67,146,865,5.0,1093,4.0,999,5.0
67,256,865,4.0,1093,3.0,999,1.0
67,153,865,3.0,1093,2.0,999,1.0
68,431,1694,4.0,453,4.0,146,5.0
68,103,1694,3.0,453,3.0,146,3.0
68,329,1694,2.0,453,2.0,146,2.0
68,16,1694,4.0,453,4.0,146,3.0
68,583,1694,4.0,453,3.0,146,2.0
69,22,1694,4.0,1377,3.0,1253,4.0
69,48,1694,5.0,1377,5.0,1253,4.0
69,31,1694,3.0,1377,4.0,1253,4.0
69,174,1694,4.0,1377,4.0,1253,3.0
69,246,1694,4.0,1377,4.0,1253,4.0
70,146,468,4.0,1253,4.0,1093,4.0
70,315,468,2.0,1253,2.0,1093,3.0
70,423,468,2.0,1253,4.0,1093,4.0
70,106,468,4.0,1253,2.0,1093,3.0
70,355,468,3.0,1253,4.0,1093,2.0
71,105,1314,4.0,166,4.0,1210,2.0
71,113,1314,4.0,166,5.0,1210,3.0
71,562,1314,1.0,166,2.0,1210,2.0
71,391,1314,4.0,166,4.0,1210,4.0
71,343,1314,2.0,166,4.0,1210,3.0
72,160,585,2.0,1314,2.0,943,3.0
72,136,585,3.0,1314,2.0,943,1.0
72,183,585,3.0,1314,5.0,943,5.0
72,759,585,1.0,1314,1.0,943,2.0
72,120,585,2.0,1314,4.0,943,2.0
73,107,1017,3.0,1253,3.0,1606,5.0
73,99,1017,5.0,1253,3.0,1606,4.0
73,266,1017,5.0,1253,3.0,1606,4.0
73,201,1017,1.0,1253,1.0,1606,1.0
73,364,1017,4.0,1253,2.0,1606,4.0
74,219,834,5.0,585,2.0,603,4.0
74,571,834,2.0,585,2.0,603,3.0
74,573,834,5.0,585,3.0,603,3.0
74,316,834,2.0,585,2.0,603,3.0
74,338,834,4.0,585,2.0,603,4.0
75,21,311,5.0,227,3.0,1564,3.0
75,24,311,3.0,227,1.0,1564,2.0
75,213,311,4.0,227,1.0,1564,3.0
75,166,311,4.0,227,1.0,1564,3.0
75,111,311,5.0,227,3.0,1564,3.0
76,348,294,3.0,865,4.0,585,4.0
76,196,294,3.0,865,4.0,585,4.0
76,558,294,1.0,865,5.0,585,2.0
76,57,294,4.0,865,2.0,585,2.0
76,186,294,3.0,865,5.0,585,3.0
77,268,1433,2.0,623,1.0,1642,2.0
77,671,1433,3.0,623,2.0,1642,3.0
77,248,1433,4.0,623,3.0,1642,3.0
77,292,1433,4.0,623,4.0,1642,4.0
77,37,1433,5.0,623,4.0,1642,5.0
78,25,1611,3.0,967,2.0,254,2.0
78,39,1611,3.0,967,5.0,254,2.0
78,399,1611,2.0,967,3.0,254,3.0
78,11,1611,4.0,967,5.0,254,5.0
78,271,1611,3.0,967,2.0,254,3.0
79,155,1694,4.0,405,4.0,1093,4.0
79,31,1694,3.0,405,3.0,1093,3.0
79,134,1694,4.0,405,5.0,1093,4.0
79,762,1694,2.0,405,1.0,1093,1.0
79,37,1694,4.0,405,5.0,1093,4.0
80,14,254,1.0,1611,3.0,166,4.0
80,83,254,4.0,1611,4.0,166,5.0
80,456,254,2.0,1611,5.0,166,5.0
80,72,254,4.0,1611,5.0,166,5.0
80,185,254,4.0,1611,4.0,166,5.0
81,12,18,4.0,254,4.0,1564,5.0
81,0,18,3.0,254,2.0,1564,2.0
81,330,18,3.0,254,3.0,1564,1.0
81,280,18,3.0,254,2.0,1564,3.0
81,26,18,4.0,254,4.0,1564,3.0
82,539,461,3.0,585,2.0,865,4.0
82,389,461,4.0,585,3.0,865,5.0
82,393,461,3.0,585,3.0,865,5.0
82,768,461,3.0,585,4.0,865,3.0
82,533,461,3.0,585,2.0,865,4.0
83,148,107,3.0,1638,2.0,1314,3.0
83,730,107,4.0,1638,3.0,1314,4.0
83,389,107,5.0,1638,2.0,1314,2.0
83,209,107,4.0,1638,3.0,1314,5.0
83,112,107,3.0,1638,1.0,1314,2.0
84,277,1564,1.0,967,3.0,1020,4.0
84,92,1564,3.0,967,5.0,1020,3.0
84,103,1564,2.0,967,4.0,1020,4.0
84,348,1564,2.0,967,4.0,1020,3.0
84,414,1564,3.0,967,4.0,1020,3.0
85,532,1711,4.0,623,4.0,865,5.0
85,155,1711,2.0,623,4.0,865,5.0
85,210,1711,3.0,623,2.0,865,5.0
85,498,1711,3.0,623,4.0,865,4.0
85,208,1711,3.0,623,2.0,865,5.0
86,63,844,2.0,456,4.0,186,4.0
86,32,844,3.0,456,3.0,186,3.0
86,213,844,2.0,456,3.0,186,4.0
86,769,844,2.0,456,3.0,186,5.0
86,69,844,5.0,456,3.0,186,4.0
87,321,1020,4.0,311,4.0,1564,2.0
87,348,1020,3.0,311,4.0,1564,2.0
87,155,1020,4.0,311,4.0,1564,2.0
87,174,1020,3.0,311,4.0,1564,3.0
87,643,1020,2.0,311,3.0,1564,2.0
88,444,453,4.0,254,2.0,679,3.0
88,334,453,4.0,254,3.0,679,5.0
88,166,453,3.0,254,2.0,679,4.0
88,221,453,3.0,254,2.0,679,5.0
88,381,453,4.0,254,3.0,679,3.0
89,559,585,2.0,294,5.0,1182,4.0
89,356,585,3.0,294,5.0,1182,4.0
89,151,585,3.0,294,1.0,1182,3.0
89,470,585,4.0,294,4.0,1182,4.0
89,583,585,2.0,294,4.0,1182,3.0
90,203,585,3.0,1182,4.0,1253,2.0
90,214,585,2.0,1182,4.0,1253,5.0
90,116,585,2.0,1182,4.0,1253,4.0
90,58,585,2.0,1182,4.0,1253,1.0
90,278,585,2.0,1182,4.0,1253,3.0
91,225,842,4.0,1642,5.0,254,4.0
91,707,842,4.0,1642,4.0,254,4.0
91,239,842,3.0,1642,4.0,254,4.0
91,540,842,3.0,1642,4.0,254,4.0
91,11,842,4.0,1642,4.0,254,5.0
92,118,585,3.0,251,4.0,1093,3.0
92,351,585,3.0,251,2.0,1093,3.0
92,125,585,1.0,251,1.0,1093,1.0
92,362,585,4.0,251,5.0,1093,4.0
92,273,585,3.0,251,2.0,1093,2.0
93,573,1182,4.0,378,5.0,167,3.0
93,193,1182,4.0,378,4.0,167,5.0
93,36,1182,4.0,378,4.0,167,3.0
93,314,1182,4.0,378,2.0,167,3.0
93,275,1182,4.0,378,3.0,167,3.0
94,270,166,5.0,1314,4.0,405,2.0
94,200,166,5.0,1314,5.0,405,4.0
94,429,166,5.0,1314,5.0,405,4.0
94,239,166,5.0,1314,4.0,405,5.0
94,89,166,5.0,1314,3.0,405,3.0
95,305,585,2.0,1093,4.0,397,4.0
95,129,585,4.0,1093,5.0,397,5.0
95,689,585,2.0,1093,5.0,397,5.0
95,152,585,2.0,1093,4.0,397,5.0
95,292,585,3.0,1093,4.0,397,4.0
96,219,690,3.0,1314,3.0,1253,4.0
96,438,690,3.0,1314,4.0,1253,4.0
96,58,690,3.0,1314,2.0,1253,1.0
96,73,690,4.0,1314,4.0,1253,4.0
96,150,690,2.0,1314,2.0,1253,1.0
97,114,875,4.0,967,4.0,167,5.0
97,207,875,3.0,967,5.0,167,2.0
97,85,875,5.0,967,4.0,167,5.0
97,160,875,4.0,967,3.0,167,5.0
97,637,875,2.0,967,4.0,167,4.0
98,859,456,3.0,532,2.0,971,4.0
98,495,456,1.0,532,4.0,971,5.0
98,493,456,3.0,532,3.0,971,5.0
98,362,456,2.0,532,4.0,971,5.0
98,234,456,4.0,532,5.0,971,5.0
99,318,999,2.0,468,4.0,1084,3.0
99,159,999,4.0,468,4.0,1084,3.0
99,175,999,3.0,468,3.0,1084,2.0
99,766,999,1.0,468,1.0,1084,1.0
99,68,999,4.0,468,3.0,1084,3.0
100,449,603,3.0,585,2.0,251,3.0
100,367,603,4.0,585,3.0,251,2.0
100,706,603,4.0,585,3.0,251,2.0
100,711,603,2.0,585,1.0,251,2.0
100,654,603,4.0,585,2.0,251,1.0
101,10,167,3.0,1093,3.0,406,4.0
101,83,167,5.0,1093,5.0,406,5.0
101,297,167,4.0,1093,3.0,406,5.0
101,714,167,3.0,1093,2.0,406,5.0
101,205,167,5.0,1093,3.0,406,2.0
102,671,406,3.0,251,1.0,461,3.0
102,33,406,4.0,251,3.0,461,4.0
102,276,406,4.0,251,2.0,461,3.0
102,413,406,3.0,251,2.0,461,3.0
102,61,406,5.0,251,4.0,461,4.0
103,106,967,5.0,227,2.0,311,4.0
103,145,967,2.0,227,4.0,311,4.0
103,212,967,5.0,227,4.0,311,3.0
103,175,967,5.0,227,3.0,311,4.0
103,354,967,4.0,227,3.0,311,5.0
104,428,1564,5.0,468,5.0,1253,5.0
104,62,1564,5.0,468,5.0,1253,5.0
104,39,1564,4.0,468,3.0,1253,4.0
104,306,1564,1.0,468,3.0,1253,3.0
104,377,1564,2.0,468,5.0,1253,3.0
105,119,166,5.0,967,5.0,1606,5.0
105,99,166,3.0,967,5.0,1606,4.0
105,33,166,4.0,967,4.0,1606,4.0
105,703,166,3.0,967,1.0,1606,1.0
105,229,166,5.0,967,4.0,1606,5.0
106,145,1093,3.0,281,2.0,602,1.0
106,6,1093,3.0,281,2.0,602,3.0
106,171,1093,4.0,281,3.0,602,2.0
106,654,1093,3.0,281,1.0,602,1.0
106,23,1093,5.0,281,4.0,602,4.0
107,4,254,1.0,1564,1.0,740,2.0
107,362,254,4.0,1564,3.0,740,3.0
107,297,254,2.0,1564,4.0,740,3.0
107,225,254,4.0,1564,4.0,740,4.0
107,93,254,1.0,1564,3.0,740,4.0
108,215,585,2.0,967,4.0,1006,4.0
108,188,585,4.0,967,5.0,1006,4.0
108,15,585,2.0,967,5.0,1006,5.0
108,191,585,3.0,967,2.0,1006,2.0
108,331,585,3.0,967,3.0,1006,4.0
109,245,254,2.0,623,5.0,1711,2.0
109,225,254,4.0,623,5.0,1711,4.0
109,210,254,2.0,623,2.0,1711,3.0
109,278,254,2.0,623,2.0,1711,3.0
109,665,254,3.0,623,4.0,1711,3.0
110,77,293,3.0,1479,3.0,1093,3.0
110,73,293,4.0,1479,3.0,1093,4.0
110,75,293,4.0,1479,4.0,1093,5.0
110,98,293,3.0,1479,3.0,1093,4.0
110,181,293,3.0,1479,3.0,1093,5.0
111,513,405,2.0,585,3.0,967,1.0
111,654,405,2.0,585,2.0,967,3.0
111,375,405,3.0,585,4.0,967,3.0
111,564,405,4.0,585,2.0,967,4.0
111,188,405,4.0,585,4.0,967,5.0
112,541,1314,4.0,254,3.0,405,5.0
112,43,1314,5.0,254,3.0,405,5.0
112,136,1314,2.0,254,2.0,405,3.0
112,711,1314,2.0,254,2.0,405,2.0
112,387,1314,2.0,254,3.0,405,2.0
113,629,602,2.0,227,1.0,254,2.0
113,160,602,1.0,227,2.0,254,2.0
113,44,602,2.0,227,5.0,254,4.0
113,374,602,4.0,227,2.0,254,2.0
113,135,602,2.0,227,4.0,254,3.0
114,207,623,1.0,1253,3.0,254,1.0
114,769,623,3.0,1253,5.0,254,2.0
114,150,623,2.0,1253,1.0,254,2.0
114,665,623,4.0,1253,4.0,254,3.0
114,119,623,4.0,1253,4.0,254,3.0
115,395,1093,4.0,254,2.0,1694,3.0
115,202,1093,5.0,254,3.0,1694,4.0
115,351,1093,3.0,254,1.0,1694,3.0
115,89,1093,4.0,254,2.0,1694,4.0
115,343,1093,4.0,254,3.0,1694,3.0
116,562,1006,3.0,576,3.0,1122,2.0
116,471,1006,5.0,576,4.0,1122,1.0
116,454,1006,4.0,576,4.0,1122,3.0
116,581,1006,5.0,576,5.0,1122,4.0
116,200,1006,5.0,576,3.0,1122,3.0
117,26,585,5.0,1253,4.0,281,4.0
117,214,585,2.0,1253,5.0,281,3.0
117,671,585,4.0,1253,4.0,281,1.0
117,772,585,2.0,1253,3.0,281,1.0
117,15,585,2.0,1253,2.0,281,3.0
118,97,1694,4.0,166,3.0,1303,3.0
118,564,1694,4.0,166,4.0,1303,4.0
118,186,1694,4.0,166,3.0,1303,2.0
118,54,1694,4.0,166,5.0,1303,3.0
118,399,1694,4.0,166,2.0,1303,4.0
119,171,1561,3.0,1638,2.0,330,4.0
119,246,1561,5.0,1638,3.0,330,4.0
119,470,1561,3.0,1638,2.0,330,4.0
119,229,1561,5.0,1638,5.0,330,5.0
119,27,1561,3.0,1638,1.0,330,3.0
