group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6
14,134,806,4.0,1084,2.0,217,3.0,1564,1.0,999,1.0,834,2.0
14,390,806,2.0,1084,4.0,217,2.0,1564,2.0,999,4.0,834,4.0
14,0,806,2.0,1084,3.0,217,4.0,1564,2.0,999,2.0,834,5.0
14,146,806,2.0,1084,3.0,217,2.0,1564,3.0,999,5.0,834,3.0
15,8,166,3.0,831,5.0,212,5.0,52,5.0,603,3.0,585,5.0
15,209,166,4.0,831,5.0,212,4.0,52,5.0,603,4.0,585,3.0
15,180,166,4.0,831,4.0,212,5.0,52,5.0,603,4.0,585,3.0
15,149,166,4.0,831,5.0,212,5.0,52,4.0,603,3.0,585,3.0
15,479,166,2.0,831,3.0,212,4.0,52,3.0,603,4.0,585,2.0
16,0,311,2.0,1694,4.0,461,3.0,603,5.0,468,5.0,853,3.0
16,766,311,4.0,1694,1.0,461,1.0,603,3.0,468,1.0,853,2.0
16,86,311,4.0,1694,4.0,461,4.0,603,4.0,468,3.0,853,5.0
16,294,311,3.0,1694,4.0,461,4.0,603,3.0,468,3.0,853,4.0
16,274,311,4.0,1694,4.0,461,5.0,603,5.0,468,3.0,853,2.0
17,522,1093,1.0,405,2.0,1564,1.0,1253,1.0,834,2.0,1314,1.0
17,22,1093,3.0,405,5.0,1564,4.0,1253,4.0,834,3.0,1314,4.0
17,51,1093,5.0,405,5.0,1564,4.0,1253,4.0,834,3.0,1314,4.0
17,209,1093,5.0,405,4.0,1564,4.0,1253,4.0,834,3.0,1314,5.0
17,106,1093,3.0,405,4.0,1564,3.0,1253,2.0,834,3.0,1314,1.0
18,75,937,4.0,1479,4.0,167,3.0,1181,2.0,1364,5.0,1093,5.0
18,33,937,4.0,1479,4.0,167,3.0,1181,4.0,1364,4.0,1093,3.0
18,207,937,3.0,1479,1.0,167,2.0,1181,1.0,1364,1.0,1093,5.0
18,225,937,5.0,1479,4.0,167,5.0,1181,5.0,1364,4.0,1093,4.0
18,253,937,2.0,1479,5.0,167,3.0,1181,3.0,1364,2.0,1093,2.0
19,149,897,4.0,717,3.0,834,4.0,479,3.0,1694,4.0,1025,4.0
19,251,897,4.0,717,4.0,834,3.0,479,3.0,1694,4.0,1025,3.0
19,404,897,3.0,717,1.0,834,5.0,479,1.0,1694,2.0,1025,1.0
19,33,897,3.0,717,5.0,834,4.0,479,3.0,1694,4.0,1025,2.0
19,113,897,4.0,717,4.0,834,5.0,479,2.0,1694,4.0,1025,1.0
20,160,471,3.0,1084,2.0,254,2.0,585,2.0,294,1.0,1253,3.0
20,185,471,5.0,1084,5.0,254,4.0,585,3.0,294,4.0,1253,4.0
20,213,471,4.0,1084,3.0,254,3.0,585,2.0,294,3.0,1253,4.0
20,215,471,3.0,1084,2.0,254,3.0,585,2.0,294,4.0,1253,4.0
20,521,471,1.0,1084,1.0,254,2.0,585,1.0,294,3.0,1253,2.0
21,768,468,4.0,865,3.0,834,2.0,585,4.0,1093,3.0,1253,3.0
21,52,468,4.0,865,5.0,834,4.0,585,3.0,1093,3.0,1253,3.0
21,27,468,3.0,865,4.0,834,4.0,585,2.0,1093,3.0,1253,1.0
21,155,468,5.0,865,5.0,834,3.0,585,4.0,1093,4.0,1253,4.0
21,107,468,4.0,865,5.0,834,4.0,585,4.0,1093,5.0,1253,3.0
22,169,717,5.0,166,4.0,1253,5.0,897,3.0,133,4.0,1020,3.0
22,34,717,5.0,166,4.0,1253,5.0,897,3.0,133,4.0,1020,3.0
22,124,717,4.0,166,5.0,1253,5.0,897,4.0,133,5.0,1020,4.0
22,310,717,5.0,166,5.0,1253,5.0,897,4.0,133,5.0,1020,3.0
22,352,717,5.0,166,5.0,1253,3.0,897,4.0,133,2.0,1020,3.0
23,106,1093,3.0,834,3.0,585,3.0,461,4.0,1182,4.0,228,2.0
23,774,1093,3.0,834,3.0,585,2.0,461,2.0,1182,4.0,228,2.0
23,472,1093,3.0,834,3.0,585,3.0,461,2.0,1182,3.0,228,2.0
23,323,1093,1.0,834,2.0,585,2.0,461,4.0,1182,4.0,228,3.0
23,197,1093,3.0,834,5.0,585,4.0,461,3.0,1182,3.0,228,3.0
24,24,1071,3.0,967,2.0,405,3.0,1006,4.0,166,3.0,585,2.0
24,321,1071,2.0,967,4.0,405,2.0,1006,4.0,166,3.0,585,3.0
24,283,1071,4.0,967,3.0,405,4.0,1006,5.0,166,4.0,585,3.0
24,223,1071,3.0,967,4.0,405,5.0,1006,4.0,166,5.0,585,3.0
24,159,1071,4.0,967,5.0,405,2.0,1006,5.0,166,5.0,585,5.0
25,16,1564,3.0,1054,5.0,1694,4.0,622,3.0,985,3.0,820,5.0
25,324,1564,1.0,1054,3.0,1694,3.0,622,3.0,985,2.0,820,3.0
25,113,1564,4.0,1054,4.0,1694,4.0,622,3.0,985,4.0,820,4.0
25,208,1564,3.0,1054,5.0,1694,5.0,622,5.0,985,4.0,820,5.0
25,198,1564,2.0,1054,3.0,1694,4.0,622,1.0,985,4.0,820,3.0
26,106,967,5.0,1564,3.0,1100,4.0,294,4.0,453,4.0,1253,2.0
26,180,967,5.0,1564,3.0,1100,4.0,294,4.0,453,3.0,1253,3.0
26,343,967,4.0,1564,2.0,1100,3.0,294,3.0,453,3.0,1253,3.0
26,77,967,4.0,1564,5.0,1100,4.0,294,4.0,453,3.0,1253,4.0
26,165,967,3.0,1564,2.0,1100,1.0,294,3.0,453,2.0,1253,4.0
27,301,1254,4.0,865,4.0,1093,4.0,1253,3.0,258,3.0,456,2.0
27,292,1254,4.0,865,5.0,1093,4.0,1253,4.0,258,4.0,456,3.0
27,49,1254,4.0,865,5.0,1093,5.0,1253,4.0,258,4.0,456,4.0
27,113,1254,4.0,865,4.0,1093,5.0,1253,4.0,258,4.0,456,4.0
27,29,1254,4.0,865,5.0,1093,3.0,1253,2.0,258,3.0,456,2.0
28,282,686,5.0,1025,4.0,1564,4.0,227,3.0,251,4.0,585,3.0
28,537,686,3.0,1025,4.0,1564,2.0,227,2.0,251,3.0,585,4.0
28,36,686,4.0,1025,1.0,1564,3.0,227,4.0,251,2.0,585,2.0
28,529,686,1.0,1025,1.0,1564,1.0,227,1.0,251,3.0,585,1.0
28,73,686,3.0,1025,5.0,1564,4.0,227,5.0,251,5.0,585,4.0
29,190,1158,4.0,1694,5.0,1210,1.0,1564,3.0,78,3.0,1253,4.0
29,71,1158,5.0,1694,5.0,1210,4.0,1564,5.0,78,3.0,1253,5.0
29,664,1158,3.0,1694,3.0,1210,3.0,1564,1.0,78,2.0,1253,1.0
29,183,1158,4.0,1694,4.0,1210,2.0,1564,4.0,78,3.0,1253,5.0
29,21,1158,2.0,1694,4.0,1210,4.0,1564,3.0,78,4.0,1253,4.0
30,183,1711,5.0,288,4.0,1158,4.0,125,3.0,78,3.0,311,3.0
30,436,1711,4.0,288,4.0,1158,5.0,125,4.0,78,4.0,311,5.0
30,247,1711,2.0,288,1.0,1158,5.0,125,3.0,78,1.0,311,2.0
30,190,1711,2.0,288,4.0,1158,4.0,125,4.0,78,3.0,311,4.0
30,340,1711,1.0,288,2.0,1158,2.0,125,4.0,78,2.0,311,2.0
31,269,1093,1.0,166,3.0,1006,3.0,146,2.0,585,3.0,1314,1.0
31,421,1093,4.0,166,5.0,1006,4.0,146,4.0,585,3.0,1314,3.0
31,288,1093,3.0,166,4.0,1006,3.0,146,3.0,585,2.0,1314,4.0
31,329,1093,2.0,166,1.0,1006,4.0,146,2.0,585,3.0,1314,1.0
31,33,1093,3.0,166,4.0,1006,4.0,146,4.0,585,4.0,1314,3.0
32,172,865,4.0,585,5.0,1253,3.0,1122,4.0,167,3.0,1364,2.0
32,210,865,5.0,585,2.0,1253,5.0,1122,5.0,167,4.0,1364,5.0
32,471,865,5.0,585,4.0,1253,3.0,1122,1.0,167,4.0,1364,4.0
32,277,865,5.0,585,3.0,1253,3.0,1122,1.0,167,3.0,1364,3.0
32,649,865,4.0,585,2.0,1253,2.0,1122,4.0,167,5.0,1364,3.0
33,31,1017,4.0,227,5.0,405,3.0,1270,1.0,453,2.0,1006,4.0
33,473,1017,3.0,227,1.0,405,4.0,1270,3.0,453,4.0,1006,3.0
33,173,1017,3.0,227,5.0,405,4.0,1270,4.0,453,5.0,1006,4.0
33,26,1017,4.0,227,4.0,405,5.0,1270,5.0,453,4.0,1006,4.0
33,134,1017,3.0,227,5.0,405,5.0,1270,4.0,453,4.0,1006,4.0
34,33,988,1.0,461,4.0,1006,4.0,1253,4.0,125,4.0,218,4.0
34,537,988,1.0,461,5.0,1006,3.0,1253,4.0,125,2.0,218,4.0
34,106,988,5.0,461,4.0,1006,4.0,1253,2.0,125,4.0,218,4.0
34,670,988,2.0,461,2.0,1006,4.0,1253,3.0,125,2.0,218,3.0
34,85,988,1.0,461,3.0,1006,5.0,1253,4.0,125,4.0,218,3.0
35,282,1054,4.0,1694,4.0,1564,4.0,461,4.0,254,5.0,585,3.0
35,281,1054,3.0,1694,3.0,1564,3.0,461,3.0,254,2.0,585,2.0
35,361,1054,4.0,1694,3.0,1564,2.0,461,2.0,254,1.0,585,4.0
35,93,1054,4.0,1694,4.0,1564,3.0,461,4.0,254,1.0,585,2.0
35,278,1054,4.0,1694,4.0,1564,4.0,461,3.0,254,2.0,585,2.0
36,190,967,5.0,1711,2.0,520,4.0,1093,4.0,603,4.0,1314,3.0
36,285,967,3.0,1711,2.0,520,2.0,1093,5.0,603,3.0,1314,1.0
36,129,967,5.0,1711,4.0,520,4.0,1093,5.0,603,3.0,1314,5.0
36,266,967,3.0,1711,3.0,520,4.0,1093,4.0,603,4.0,1314,2.0
36,404,967,2.0,1711,2.0,520,1.0,1093,1.0,603,4.0,1314,1.0
37,562,1093,2.0,330,3.0,1250,3.0,1651,3.0,603,3.0,411,4.0
37,711,1093,1.0,330,3.0,1250,3.0,1651,2.0,603,2.0,411,4.0
37,178,1093,3.0,330,2.0,1250,4.0,1651,3.0,603,4.0,411,1.0
37,208,1093,5.0,330,5.0,1250,5.0,1651,4.0,603,5.0,411,4.0
37,26,1093,3.0,330,4.0,1250,3.0,1651,4.0,603,3.0,411,5.0
38,311,461,4.0,1250,3.0,107,3.0,1182,4.0,623,4.0,999,4.0
38,139,461,3.0,1250,3.0,107,3.0,1182,4.0,623,4.0,999,1.0
38,149,461,3.0,1250,4.0,107,3.0,1182,5.0,623,3.0,999,5.0
38,4,461,2.0,1250,3.0,107,4.0,1182,4.0,623,2.0,999,1.0
38,422,461,2.0,1250,3.0,107,4.0,1182,2.0,623,3.0,999,4.0
39,296,1638,4.0,1253,5.0,1433,5.0,967,4.0,1303,4.0,254,3.0
39,202,1638,2.0,1253,3.0,1433,3.0,967,4.0,1303,4.0,254,3.0
39,52,1638,2.0,1253,3.0,1433,3.0,967,4.0,1303,4.0,254,2.0
39,439,1638,5.0,1253,4.0,1433,3.0,967,5.0,1303,4.0,254,4.0
39,277,1638,2.0,1253,3.0,1433,3.0,967,3.0,1303,4.0,254,3.0
40,15,1334,5.0,1642,3.0,332,3.0,378,3.0,1182,4.0,306,3.0
40,143,1334,4.0,1642,2.0,332,3.0,378,5.0,1182,4.0,306,4.0
40,319,1334,3.0,1642,3.0,332,4.0,378,2.0,1182,4.0,306,3.0
40,23,1334,4.0,1642,4.0,332,4.0,378,4.0,1182,5.0,306,5.0
40,457,1334,4.0,1642,4.0,332,3.0,378,3.0,1182,4.0,306,4.0
41,208,251,5.0,1065,4.0,133,4.0,865,5.0,461,4.0,1564,3.0
41,309,251,2.0,1065,2.0,133,2.0,865,4.0,461,2.0,1564,2.0
41,539,251,2.0,1065,3.0,133,4.0,865,4.0,461,3.0,1564,2.0
41,759,251,1.0,1065,1.0,133,2.0,865,4.0,461,4.0,1564,2.0
41,19,251,5.0,1065,3.0,133,4.0,865,5.0,461,4.0,1564,3.0
42,247,167,4.0,227,3.0,468,2.0,1314,3.0,461,2.0,1564,2.0
42,273,167,5.0,227,3.0,468,2.0,1314,1.0,461,2.0,1564,1.0
42,203,167,4.0,227,1.0,468,3.0,1314,1.0,461,3.0,1564,2.0
42,177,167,5.0,227,4.0,468,4.0,1314,3.0,461,4.0,1564,4.0
42,107,167,4.0,227,5.0,468,4.0,1314,4.0,461,4.0,1564,2.0
43,11,18,4.0,967,5.0,1253,4.0,1364,3.0,461,4.0,1638,4.0
43,277,18,2.0,967,3.0,1253,3.0,1364,3.0,461,3.0,1638,2.0
43,92,18,3.0,967,5.0,1253,4.0,1364,2.0,461,4.0,1638,3.0
43,210,18,3.0,967,5.0,1253,5.0,1364,5.0,461,4.0,1638,5.0
43,102,18,3.0,967,2.0,1253,4.0,1364,4.0,461,4.0,1638,3.0
44,310,967,5.0,306,5.0,513,4.0,146,5.0,1253,5.0,1314,4.0
44,266,967,3.0,306,4.0,513,3.0,146,4.0,1253,3.0,1314,2.0
44,8,967,5.0,306,5.0,513,4.0,146,5.0,1253,5.0,1314,4.0
44,172,967,5.0,306,2.0,513,3.0,146,2.0,1253,3.0,1314,1.0
44,276,967,3.0,306,4.0,513,1.0,146,4.0,1253,1.0,1314,3.0
45,586,1433,2.0,351,3.0,1564,3.0,281,2.0,865,5.0,461,3.0
45,522,1433,2.0,351,1.0,1564,1.0,281,1.0,865,5.0,461,2.0
45,165,1433,3.0,351,1.0,1564,2.0,281,1.0,865,3.0,461,1.0
45,108,1433,5.0,351,3.0,1564,4.0,281,5.0,865,3.0,461,5.0
45,85,1433,3.0,351,5.0,1564,4.0,281,5.0,865,5.0,461,3.0
46,69,815,4.0,1564,5.0,1561,5.0,52,5.0,281,5.0,294,5.0
46,374,815,4.0,1564,3.0,1561,4.0,52,3.0,281,1.0,294,5.0
46,15,815,5.0,1564,4.0,1561,5.0,52,5.0,281,3.0,294,5.0
46,40,815,4.0,1564,4.0,1561,4.0,52,1.0,281,2.0,294,5.0
46,571,815,1.0,1564,1.0,1561,3.0,52,3.0,281,1.0,294,2.0
47,189,585,2.0,820,3.0,1241,4.0,520,3.0,1093,1.0,468,2.0
47,209,585,3.0,820,3.0,1241,3.0,520,5.0,1093,5.0,468,4.0
47,375,585,4.0,820,3.0,1241,4.0,520,5.0,1093,4.0,468,4.0
47,316,585,2.0,820,2.0,1241,3.0,520,2.0,1093,2.0,468,3.0
47,0,585,3.0,820,4.0,1241,4.0,520,2.0,1093,5.0,468,5.0
48,135,585,4.0,18,3.0,1395,3.0,468,5.0,603,4.0,1241,5.0
48,161,585,2.0,18,2.0,1395,4.0,468,5.0,603,4.0,1241,4.0
48,120,585,2.0,18,2.0,1395,4.0,468,2.0,603,4.0,1241,4.0
48,318,585,2.0,18,3.0,1395,4.0,468,4.0,603,4.0,1241,4.0
48,109,585,3.0,18,3.0,1395,5.0,468,2.0,603,4.0,1241,4.0
49,253,1747,4.0,107,3.0,229,3.0,894,3.0,479,5.0,1181,3.0
49,208,1747,5.0,107,3.0,229,5.0,894,5.0,479,3.0,1181,5.0
49,270,1747,4.0,107,4.0,229,5.0,894,4.0,479,2.0,1181,3.0
49,331,1747,4.0,107,2.0,229,4.0,894,1.0,479,1.0,1181,1.0
49,27,1747,3.0,107,2.0,229,4.0,894,3.0,479,1.0,1181,1.0
50,199,8,4.0,585,3.0,281,3.0,483,3.0,146,2.0,1314,4.0
50,0,8,2.0,585,3.0,281,2.0,483,2.0,146,3.0,1314,4.0
50,204,8,4.0,585,4.0,281,4.0,483,4.0,146,3.0,1314,4.0
50,191,8,3.0,585,3.0,281,1.0,483,3.0,146,3.0,1314,1.0
50,1,8,4.0,585,2.0,281,4.0,483,4.0,146,2.0,1314,3.0
51,149,107,3.0,405,5.0,166,4.0,999,5.0,1642,4.0,985,5.0
51,310,107,5.0,405,5.0,166,5.0,999,5.0,1642,2.0,985,5.0
51,96,107,3.0,405,3.0,166,4.0,999,4.0,1642,2.0,985,4.0
51,95,107,3.0,405,2.0,166,4.0,999,2.0,1642,1.0,985,4.0
51,132,107,4.0,405,4.0,166,4.0,999,3.0,1642,3.0,985,2.0
52,191,133,4.0,146,3.0,603,3.0,1314,1.0,1564,1.0,1638,1.0
52,277,133,4.0,146,2.0,603,3.0,1314,2.0,1564,1.0,1638,2.0
52,91,133,4.0,146,4.0,603,4.0,1314,4.0,1564,3.0,1638,3.0
52,282,133,3.0,146,4.0,603,4.0,1314,5.0,1564,4.0,1638,3.0
52,135,133,4.0,146,5.0,603,4.0,1314,3.0,1564,3.0,1638,2.0
53,49,1025,2.0,865,5.0,1253,4.0,254,4.0,166,5.0,461,3.0
53,23,1025,4.0,865,5.0,1253,2.0,254,5.0,166,5.0,461,5.0
53,361,1025,2.0,865,5.0,1253,1.0,254,1.0,166,1.0,461,2.0
53,331,1025,1.0,865,4.0,1253,1.0,254,4.0,166,3.0,461,2.0
53,212,1025,2.0,865,5.0,1253,4.0,254,3.0,166,2.0,461,3.0
54,225,1093,4.0,1564,4.0,1210,3.0,697,5.0,405,2.0,967,5.0
54,76,1093,4.0,1564,5.0,1210,3.0,697,4.0,405,5.0,967,5.0
54,128,1093,3.0,1564,5.0,1210,3.0,697,4.0,405,3.0,967,5.0
54,654,1093,3.0,1564,2.0,1210,3.0,697,2.0,405,2.0,967,3.0
54,44,1093,4.0,1564,4.0,1210,4.0,697,4.0,405,5.0,967,5.0
55,49,602,4.0,1006,5.0,1694,5.0,967,5.0,936,5.0,453,3.0
55,399,602,3.0,1006,4.0,1694,4.0,967,3.0,936,4.0,453,3.0
55,556,602,2.0,1006,4.0,1694,4.0,967,4.0,936,4.0,453,4.0
55,81,602,2.0,1006,5.0,1694,5.0,967,5.0,936,4.0,453,4.0
55,314,602,2.0,1006,5.0,1694,4.0,967,4.0,936,3.0,453,3.0
56,3,1253,5.0,1314,5.0,968,5.0,558,4.0,254,5.0,726,5.0
56,16,1253,4.0,1314,3.0,968,4.0,558,3.0,254,3.0,726,4.0
56,83,1253,4.0,1314,4.0,968,4.0,558,3.0,254,4.0,726,3.0
56,661,1253,4.0,1314,3.0,968,2.0,558,3.0,254,1.0,726,4.0
56,334,1253,5.0,1314,4.0,968,3.0,558,4.0,254,3.0,726,4.0
57,71,166,5.0,1006,5.0,1017,3.0,532,4.0,1694,5.0,1606,5.0
57,32,166,4.0,1006,5.0,1017,5.0,532,4.0,1694,4.0,1606,4.0
57,296,166,5.0,1006,5.0,1017,5.0,532,5.0,1694,4.0,1606,5.0
57,457,166,3.0,1006,5.0,1017,4.0,532,4.0,1694,5.0,1606,4.0
57,161,166,4.0,1006,3.0,1017,3.0,532,3.0,1694,4.0,1606,4.0
58,38,585,4.0,1564,4.0,405,5.0,967,5.0,311,5.0,64,4.0
58,178,585,2.0,1564,3.0,405,3.0,967,4.0,311,3.0,64,2.0
58,348,585,4.0,1564,2.0,405,3.0,967,4.0,311,4.0,64,2.0
58,76,585,3.0,1564,5.0,405,5.0,967,5.0,311,4.0,64,3.0
58,73,585,4.0,1564,4.0,405,2.0,967,5.0,311,5.0,64,2.0
59,106,881,5.0,943,5.0,1534,3.0,254,4.0,52,4.0,101,2.0
59,190,881,3.0,943,3.0,1534,4.0,254,3.0,52,4.0,101,2.0
59,83,881,4.0,943,5.0,1534,4.0,254,4.0,52,5.0,101,4.0
59,99,881,5.0,943,3.0,1534,3.0,254,2.0,52,3.0,101,3.0
59,568,881,3.0,943,4.0,1534,5.0,254,3.0,52,4.0,101,1.0
60,92,330,4.0,406,3.0,1552,4.0,894,4.0,1638,3.0,453,4.0
60,63,330,4.0,406,5.0,1552,3.0,894,3.0,1638,5.0,453,4.0
60,81,330,5.0,406,5.0,1552,5.0,894,3.0,1638,3.0,453,4.0
60,47,330,5.0,406,4.0,1552,3.0,894,1.0,1638,4.0,453,2.0
60,11,330,4.0,406,5.0,1552,4.0,894,5.0,1638,4.0,453,5.0
61,31,1694,3.0,146,4.0,1181,4.0,1182,4.0,1093,3.0,585,4.0
61,218,1694,4.0,146,3.0,1181,1.0,1182,4.0,1093,5.0,585,3.0
61,255,1694,3.0,146,2.0,1181,2.0,1182,4.0,1093,4.0,585,3.0
61,351,1694,3.0,146,3.0,1181,2.0,1182,4.0,1093,3.0,585,3.0
61,583,1694,4.0,146,2.0,1181,1.0,1182,3.0,1093,2.0,585,2.0
62,217,1093,4.0,166,4.0,1694,3.0,1098,5.0,1564,2.0,78,1.0
62,212,1093,3.0,166,2.0,1694,3.0,1098,5.0,1564,2.0,78,1.0
62,25,1093,3.0,166,3.0,1694,3.0,1098,5.0,1564,1.0,78,1.0
62,253,1093,2.0,166,5.0,1694,3.0,1098,3.0,1564,3.0,78,3.0
62,257,1093,1.0,166,4.0,1694,3.0,1098,3.0,1564,4.0,78,3.0
63,375,1564,5.0,101,4.0,967,3.0,1314,4.0,1642,2.0,405,3.0
63,111,1564,3.0,101,3.0,967,5.0,1314,3.0,1642,3.0,405,5.0
63,529,1564,1.0,101,1.0,967,2.0,1314,2.0,1642,3.0,405,3.0
63,62,1564,5.0,101,5.0,967,5.0,1314,5.0,1642,4.0,405,2.0
63,15,1564,4.0,101,4.0,967,5.0,1314,3.0,1642,3.0,405,4.0
64,298,227,3.0,834,3.0,483,3.0,1564,3.0,1182,3.0,1054,3.0
64,42,227,3.0,834,5.0,483,3.0,1564,4.0,1182,4.0,1054,3.0
64,69,227,5.0,834,3.0,483,5.0,1564,5.0,1182,4.0,1054,5.0
64,144,227,2.0,834,3.0,483,3.0,1564,3.0,1182,4.0,1054,4.0
64,177,227,4.0,834,5.0,483,3.0,1564,4.0,1182,5.0,1054,3.0
65,177,1054,3.0,483,3.0,1314,3.0,107,5.0,585,4.0,306,4.0
