group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7
10,49,470,4.0,943,5.0,1564,5.0,486,4.0,309,5.0,999,5.0,580,4.0
10,133,470,3.0,943,1.0,1564,2.0,486,5.0,309,2.0,999,2.0,580,2.0
10,25,470,3.0,943,2.0,1564,1.0,486,4.0,309,4.0,999,3.0,580,2.0
11,36,397,2.0,405,3.0,985,4.0,585,2.0,453,3.0,865,5.0,988,5.0
11,113,397,4.0,405,3.0,985,4.0,585,5.0,453,3.0,865,4.0,988,1.0
11,293,397,4.0,405,2.0,985,3.0,585,3.0,453,2.0,865,5.0,988,1.0
11,97,397,4.0,405,3.0,985,4.0,585,5.0,453,3.0,865,4.0,988,1.0
11,471,397,3.0,405,2.0,985,5.0,585,4.0,453,4.0,865,5.0,988,2.0
12,159,967,5.0,1025,1.0,1093,3.0,1611,1.0,166,5.0,1694,3.0,585,5.0
12,323,967,4.0,1025,1.0,1093,1.0,1611,5.0,166,4.0,1694,3.0,585,2.0
12,107,967,4.0,1025,1.0,1093,5.0,1611,3.0,166,2.0,1694,4.0,585,4.0
12,25,967,2.0,1025,1.0,1093,3.0,1611,3.0,166,3.0,1694,3.0,585,4.0
12,281,967,4.0,1025,4.0,1093,1.0,1611,3.0,166,4.0,1694,3.0,585,2.0
13,487,1253,4.0,1377,4.0,602,1.0,576,3.0,1713,2.0,1564,3.0,623,4.0
13,274,1253,4.0,1377,4.0,602,2.0,576,5.0,1713,3.0,1564,3.0,623,4.0
13,166,1253,4.0,1377,5.0,602,2.0,576,4.0,1713,3.0,1564,3.0,623,3.0
13,83,1253,4.0,1377,4.0,602,4.0,576,5.0,1713,5.0,1564,3.0,623,2.0
13,61,1253,3.0,1377,4.0,602,4.0,576,3.0,1713,3.0,1564,5.0,623,4.0
14,269,280,2.0,107,3.0,1314,1.0,1694,2.0,1158,1.0,622,3.0,1603,3.0
14,337,280,1.0,107,1.0,1314,1.0,1694,3.0,1158,1.0,622,1.0,1603,4.0
14,430,280,2.0,107,3.0,1314,1.0,1694,2.0,1158,4.0,622,3.0,1603,2.0
14,253,280,4.0,107,3.0,1314,3.0,1694,3.0,1158,4.0,622,4.0,1603,4.0
14,282,280,4.0,107,5.0,1314,5.0,1694,4.0,1158,3.0,622,4.0,1603,4.0
15,198,1711,3.0,1564,2.0,1314,4.0,820,3.0,1253,4.0,78,3.0,1093,5.0
15,297,1711,3.0,1564,4.0,1314,4.0,820,3.0,1253,4.0,78,3.0,1093,3.0
15,199,1711,3.0,1564,3.0,1314,4.0,820,3.0,1253,3.0,78,2.0,1093,1.0
15,190,1711,2.0,1564,3.0,1314,3.0,820,3.0,1253,4.0,78,3.0,1093,4.0
15,212,1711,4.0,1564,2.0,1314,4.0,820,3.0,1253,4.0,78,1.0,1093,3.0
16,117,967,3.0,146,3.0,468,3.0,1564,2.0,865,5.0,585,4.0,1084,4.0
16,440,967,3.0,146,2.0,468,3.0,1564,2.0,865,5.0,585,3.0,1084,2.0
16,160,967,3.0,146,3.0,468,4.0,1564,3.0,865,4.0,585,2.0,1084,2.0
16,103,967,4.0,146,3.0,468,5.0,1564,2.0,865,4.0,585,1.0,1084,3.0
16,483,967,3.0,146,2.0,468,4.0,1564,1.0,865,5.0,585,2.0,1084,2.0
17,301,1642,4.0,101,3.0,397,5.0,254,2.0,1006,5.0,1694,4.0,840,3.0
17,319,1642,3.0,101,4.0,397,4.0,254,2.0,1006,4.0,1694,4.0,840,3.0
17,342,1642,3.0,101,4.0,397,5.0,254,1.0,1006,4.0,1694,3.0,840,4.0
17,149,1642,4.0,101,4.0,397,3.0,254,4.0,1006,4.0,1694,4.0,840,4.0
17,28,1642,4.0,101,3.0,397,5.0,254,3.0,1006,4.0,1694,4.0,840,3.0
18,470,1017,4.0,1122,3.0,1561,3.0,1182,4.0,453,4.0,1694,3.0,585,4.0
18,321,1017,2.0,1122,2.0,1561,2.0,1182,4.0,453,3.0,1694,3.0,585,3.0
18,85,1017,4.0,1122,3.0,1561,4.0,1182,3.0,453,4.0,1694,5.0,585,3.0
18,83,1017,4.0,1122,4.0,1561,4.0,1182,5.0,453,4.0,1694,4.0,585,4.0
18,374,1017,3.0,1122,4.0,1561,4.0,1182,4.0,453,3.0,1694,3.0,585,5.0
19,183,967,5.0,461,4.0,406,5.0,227,3.0,1635,1.0,585,3.0,1433,4.0
19,329,967,3.0,461,3.0,406,1.0,227,3.0,1635,1.0,585,3.0,1433,3.0
19,430,967,2.0,461,3.0,406,3.0,227,3.0,1635,1.0,585,2.0,1433,2.0
19,49,967,5.0,461,3.0,406,5.0,227,5.0,1635,4.0,585,4.0,1433,4.0
19,324,967,2.0,461,1.0,406,2.0,227,1.0,1635,1.0,585,1.0,1433,2.0
20,42,311,3.0,468,5.0,967,4.0,1270,5.0,602,1.0,1182,4.0,1564,4.0
20,61,311,5.0,468,4.0,967,5.0,1270,4.0,602,4.0,1182,4.0,1564,5.0
20,354,311,5.0,468,4.0,967,4.0,1270,4.0,602,1.0,1182,5.0,1564,3.0
20,483,311,2.0,468,4.0,967,3.0,1270,3.0,602,2.0,1182,4.0,1564,1.0
20,40,311,5.0,468,5.0,967,4.0,1270,5.0,602,3.0,1182,4.0,1564,4.0
21,586,1564,3.0,311,2.0,1694,4.0,967,3.0,1259,2.0,281,2.0,78,1.0
21,442,1564,1.0,311,4.0,1694,2.0,967,4.0,1259,5.0,281,1.0,78,1.0
21,199,1564,3.0,311,3.0,1694,3.0,967,3.0,1259,1.0,281,3.0,78,2.0
21,145,1564,3.0,311,4.0,1694,4.0,967,2.0,1259,4.0,281,2.0,78,2.0
21,128,1564,5.0,311,5.0,1694,4.0,967,5.0,1259,5.0,281,5.0,78,3.0
22,428,1603,5.0,107,5.0,985,5.0,1158,5.0,1253,5.0,1181,3.0,1314,5.0
22,276,1603,3.0,107,5.0,985,4.0,1158,4.0,1253,1.0,1181,3.0,1314,3.0
22,322,1603,3.0,107,5.0,985,4.0,1158,4.0,1253,3.0,1181,4.0,1314,3.0
22,310,1603,5.0,107,5.0,985,5.0,1158,5.0,1253,5.0,1181,5.0,1314,4.0
22,323,1603,3.0,107,5.0,985,3.0,1158,3.0,1253,2.0,1181,2.0,1314,3.0
23,39,967,5.0,166,3.0,1433,3.0,1253,4.0,1314,5.0,1377,2.0,1564,4.0
23,358,967,5.0,166,5.0,1433,5.0,1253,4.0,1314,4.0,1377,5.0,1564,4.0
23,148,967,3.0,166,4.0,1433,3.0,1253,1.0,1314,3.0,1377,4.0,1564,3.0
23,50,967,5.0,166,5.0,1433,4.0,1253,4.0,1314,4.0,1377,4.0,1564,4.0
23,217,967,3.0,166,4.0,1433,2.0,1253,3.0,1314,2.0,1377,2.0,1564,2.0
24,122,1694,4.0,281,2.0,1642,4.0,1564,4.0,1364,5.0,947,5.0,623,5.0
24,287,1694,4.0,281,4.0,1642,3.0,1564,3.0,1364,1.0,947,4.0,623,2.0
24,257,1694,3.0,281,3.0,1642,1.0,1564,4.0,1364,4.0,947,4.0,623,5.0
24,223,1694,4.0,281,3.0,1642,3.0,1564,2.0,1364,4.0,947,5.0,623,1.0
24,137,1694,4.0,281,2.0,1642,4.0,1564,2.0,1364,4.0,947,5.0,623,3.0
25,202,664,5.0,281,3.0,585,3.0,1006,4.0,888,5.0,254,3.0,1314,2.0
25,84,664,4.0,281,3.0,585,4.0,1006,5.0,888,4.0,254,1.0,1314,2.0
25,83,664,3.0,281,4.0,585,4.0,1006,5.0,888,3.0,254,4.0,1314,4.0
25,462,664,5.0,281,4.0,585,4.0,1006,4.0,888,5.0,254,5.0,1314,4.0
25,598,664,3.0,281,4.0,585,4.0,1006,5.0,888,5.0,254,2.0,1314,4.0
26,167,281,2.0,461,3.0,1314,2.0,227,3.0,1694,3.0,585,3.0,107,3.0
26,266,281,3.0,461,5.0,1314,2.0,227,1.0,1694,3.0,585,5.0,107,3.0
26,290,281,2.0,461,4.0,1314,3.0,227,2.0,1694,2.0,585,2.0,107,3.0
26,272,281,2.0,461,4.0,1314,1.0,227,1.0,1694,4.0,585,2.0,107,1.0
26,268,281,1.0,461,2.0,1314,3.0,227,2.0,1694,3.0,585,3.0,107,2.0
27,255,405,2.0,1253,4.0,166,4.0,1093,4.0,1564,4.0,101,3.0,227,5.0
27,169,405,5.0,1253,5.0,166,4.0,1093,4.0,1564,4.0,101,2.0,227,3.0
27,103,405,3.0,1253,1.0,166,3.0,1093,4.0,1564,2.0,101,1.0,227,3.0
27,337,405,2.0,1253,1.0,166,5.0,1093,1.0,1564,1.0,101,1.0,227,1.0
27,208,405,5.0,1253,3.0,166,5.0,1093,5.0,1564,3.0,101,5.0,227,3.0
28,354,311,5.0,1694,5.0,1006,4.0,229,4.0,1713,4.0,468,4.0,294,5.0
28,24,311,3.0,1694,3.0,1006,4.0,229,3.0,1713,2.0,468,4.0,294,2.0
28,155,311,4.0,1694,4.0,1006,5.0,229,3.0,1713,4.0,468,5.0,294,5.0
28,157,311,5.0,1694,4.0,1006,5.0,229,4.0,1713,5.0,468,5.0,294,5.0
28,319,311,5.0,1694,4.0,1006,4.0,229,3.0,1713,4.0,468,4.0,294,3.0
29,44,468,5.0,1694,4.0,967,5.0,1182,4.0,1144,5.0,1564,4.0,453,4.0
29,97,468,4.0,1694,4.0,967,4.0,1182,4.0,1144,4.0,1564,1.0,453,3.0
29,720,468,3.0,1694,4.0,967,4.0,1182,4.0,1144,4.0,1564,2.0,453,4.0
29,446,468,3.0,1694,4.0,967,2.0,1182,4.0,1144,4.0,1564,2.0,453,4.0
29,195,468,3.0,1694,4.0,967,3.0,1182,4.0,1144,3.0,1564,2.0,453,4.0
30,181,1642,3.0,166,5.0,1186,1.0,1158,4.0,453,1.0,397,4.0,280,3.0
30,25,1642,3.0,166,3.0,1186,4.0,1158,3.0,453,4.0,397,2.0,280,2.0
30,317,1642,5.0,166,5.0,1186,4.0,1158,5.0,453,4.0,397,5.0,280,3.0
30,482,1642,3.0,166,5.0,1186,4.0,1158,4.0,453,3.0,397,4.0,280,4.0
30,200,1642,3.0,166,5.0,1186,5.0,1158,5.0,453,4.0,397,3.0,280,3.0
31,343,1564,2.0,520,3.0,717,3.0,1314,2.0,281,3.0,167,3.0,1711,3.0
31,269,1564,1.0,520,2.0,717,2.0,1314,1.0,281,1.0,167,3.0,1711,2.0
31,246,1564,4.0,520,3.0,717,3.0,1314,4.0,281,4.0,167,5.0,1711,5.0
31,51,1564,4.0,520,5.0,717,5.0,1314,4.0,281,5.0,167,4.0,1711,5.0
31,404,1564,2.0,520,1.0,717,1.0,1314,1.0,281,2.0,167,3.0,1711,2.0
32,427,1552,3.0,254,4.0,1638,5.0,1253,4.0,988,5.0,1642,3.0,1738,5.0
32,334,1552,3.0,254,3.0,1638,3.0,1253,5.0,988,5.0,1642,3.0,1738,5.0
32,30,1552,4.0,254,4.0,1638,5.0,1253,4.0,988,1.0,1642,3.0,1738,3.0
32,354,1552,5.0,254,3.0,1638,3.0,1253,1.0,988,5.0,1642,4.0,1738,4.0
32,92,1552,4.0,254,3.0,1638,3.0,1253,4.0,988,5.0,1642,3.0,1738,3.0
33,283,806,2.0,107,4.0,16,4.0,306,4.0,1210,3.0,82,5.0,717,4.0
33,287,806,4.0,107,4.0,16,4.0,306,3.0,1210,2.0,82,4.0,717,2.0
33,222,806,4.0,107,5.0,16,5.0,306,2.0,1210,3.0,82,5.0,717,4.0
33,209,806,4.0,107,4.0,16,5.0,306,1.0,1210,2.0,82,4.0,717,5.0
33,83,806,4.0,107,5.0,16,3.0,306,5.0,1210,5.0,82,4.0,717,4.0
34,201,1564,2.0,650,1.0,1433,3.0,1253,1.0,107,4.0,1694,2.0,1093,1.0
34,129,1564,5.0,650,5.0,1433,5.0,1253,5.0,107,5.0,1694,5.0,1093,5.0
34,180,1564,3.0,650,5.0,1433,3.0,1253,3.0,107,4.0,1694,4.0,1093,4.0
34,438,1564,5.0,650,5.0,1433,4.0,1253,4.0,107,4.0,1694,4.0,1093,3.0
34,30,1564,3.0,650,5.0,1433,4.0,1253,4.0,107,4.0,1694,4.0,1093,2.0
35,4,405,3.0,468,2.0,280,2.0,166,5.0,1694,4.0,1642,4.0,967,2.0
35,352,405,5.0,468,5.0,280,3.0,166,5.0,1694,4.0,1642,3.0,967,4.0
35,27,405,2.0,468,3.0,280,5.0,166,3.0,1694,3.0,1642,4.0,967,3.0
35,155,405,4.0,468,5.0,280,3.0,166,5.0,1694,4.0,1642,3.0,967,4.0
35,185,405,3.0,468,5.0,280,3.0,166,5.0,1694,4.0,1642,3.0,967,4.0
36,246,1314,4.0,166,5.0,294,5.0,405,4.0,1377,4.0,1026,4.0,281,4.0
36,119,1314,3.0,166,5.0,294,5.0,405,5.0,1377,5.0,1026,5.0,281,5.0
36,0,1314,4.0,166,3.0,294,4.0,405,3.0,1377,3.0,1026,5.0,281,2.0
36,127,1314,3.0,166,2.0,294,5.0,405,3.0,1377,4.0,1026,5.0,281,5.0
36,179,1314,1.0,166,1.0,294,3.0,405,4.0,1377,4.0,1026,3.0,281,1.0
37,152,1006,3.0,405,4.0,806,4.0,834,4.0,943,5.0,820,3.0,585,2.0
37,283,1006,5.0,405,4.0,806,2.0,834,5.0,943,3.0,820,3.0,585,3.0
37,159,1006,5.0,405,2.0,806,4.0,834,5.0,943,2.0,820,3.0,585,5.0
37,222,1006,4.0,405,4.0,806,4.0,834,5.0,943,3.0,820,4.0,585,4.0
37,228,1006,3.0,405,3.0,806,4.0,834,4.0,943,4.0,820,5.0,585,4.0
38,44,1270,4.0,311,4.0,461,4.0,585,4.0,967,5.0,227,5.0,834,5.0
38,167,1270,1.0,311,3.0,461,3.0,585,3.0,967,4.0,227,3.0,834,3.0
38,160,1270,2.0,311,3.0,461,4.0,585,2.0,967,3.0,227,2.0,834,5.0
38,695,1270,1.0,311,4.0,461,4.0,585,3.0,967,3.0,227,1.0,834,3.0
38,183,1270,4.0,311,3.0,461,4.0,585,3.0,967,5.0,227,3.0,834,4.0
39,234,1564,4.0,1642,5.0,1694,5.0,456,4.0,726,4.0,968,4.0,218,5.0
39,149,1564,3.0,1642,4.0,1694,4.0,456,1.0,726,4.0,968,4.0,218,3.0
39,661,1564,3.0,1642,1.0,1694,4.0,456,1.0,726,4.0,968,2.0,218,2.0
39,108,1564,4.0,1642,3.0,1694,4.0,456,4.0,726,4.0,968,5.0,218,4.0
39,124,1564,3.0,1642,4.0,1694,4.0,456,3.0,726,4.0,968,4.0,218,2.0
40,297,1253,4.0,166,5.0,1314,4.0,1606,4.0,406,5.0,1093,3.0,1638,5.0
40,270,1253,2.0,166,5.0,1314,4.0,1606,4.0,406,4.0,1093,5.0,1638,4.0
40,564,1253,3.0,166,4.0,1314,2.0,1606,4.0,406,4.0,1093,4.0,1638,3.0
40,323,1253,2.0,166,4.0,1314,3.0,1606,3.0,406,3.0,1093,1.0,1638,2.0
40,462,1253,5.0,166,5.0,1314,4.0,1606,5.0,406,5.0,1093,3.0,1638,5.0
41,351,1254,1.0,1270,2.0,146,3.0,603,3.0,840,4.0,585,3.0,602,1.0
41,513,1254,3.0,1270,3.0,146,3.0,603,4.0,840,2.0,585,3.0,602,1.0
41,695,1254,2.0,1270,1.0,146,4.0,603,2.0,840,4.0,585,3.0,602,2.0
41,161,1254,3.0,1270,3.0,146,3.0,603,4.0,840,4.0,585,2.0,602,2.0
41,113,1254,4.0,1270,3.0,146,2.0,603,5.0,840,3.0,585,5.0,602,1.0
42,166,468,4.0,834,2.0,294,5.0,166,4.0,967,5.0,101,3.0,603,4.0
42,90,468,3.0,834,4.0,294,4.0,166,4.0,967,5.0,101,5.0,603,4.0
42,579,468,4.0,834,2.0,294,5.0,166,1.0,967,3.0,101,4.0,603,5.0
42,425,468,4.0,834,4.0,294,1.0,166,2.0,967,4.0,101,3.0,603,3.0
42,149,468,4.0,834,4.0,294,3.0,166,4.0,967,5.0,101,4.0,603,3.0
43,268,332,1.0,311,4.0,229,4.0,1694,3.0,1093,4.0,101,1.0,1006,4.0
43,274,332,4.0,311,4.0,229,2.0,1694,4.0,1093,3.0,101,4.0,1006,5.0
43,459,332,2.0,311,3.0,229,4.0,1694,4.0,1093,3.0,101,4.0,1006,4.0
43,169,332,5.0,311,5.0,229,3.0,1694,4.0,1093,4.0,101,2.0,1006,5.0
43,457,332,3.0,311,4.0,229,3.0,1694,5.0,1093,3.0,101,3.0,1006,5.0
44,119,18,4.0,133,4.0,281,5.0,1182,5.0,853,3.0,468,5.0,1158,4.0
44,346,18,2.0,133,1.0,281,1.0,1182,3.0,853,4.0,468,2.0,1158,3.0
44,195,18,2.0,133,5.0,281,1.0,1182,4.0,853,4.0,468,3.0,1158,3.0
44,336,18,2.0,133,2.0,281,2.0,1182,2.0,853,2.0,468,2.0,1158,4.0
44,197,18,3.0,133,4.0,281,3.0,1182,3.0,853,3.0,468,5.0,1158,3.0
45,297,166,5.0,1136,5.0,1564,4.0,146,3.0,1642,4.0,943,5.0,405,5.0
45,377,166,4.0,1136,2.0,1564,2.0,146,2.0,1642,4.0,943,4.0,405,3.0
45,173,166,1.0,1136,2.0,1564,3.0,146,4.0,1642,4.0,943,3.0,405,4.0
45,200,166,5.0,1136,2.0,1564,3.0,146,4.0,1642,3.0,943,4.0,405,4.0
45,41,166,3.0,1136,3.0,1564,1.0,146,2.0,1642,4.0,943,2.0,405,2.0
46,357,254,2.0,967,5.0,227,3.0,1093,4.0,834,4.0,585,2.0,1158,5.0
46,188,254,4.0,967,5.0,227,5.0,1093,4.0,834,5.0,585,4.0,1158,5.0
46,404,254,3.0,967,2.0,227,4.0,1093,1.0,834,5.0,585,3.0,1158,3.0
46,213,254,3.0,967,3.0,227,1.0,1093,3.0,834,3.0,585,2.0,1158,4.0
46,160,254,2.0,967,3.0,227,2.0,1093,3.0,834,5.0,585,2.0,1158,4.0
47,516,101,2.0,1017,3.0,967,4.0,1694,4.0,406,3.0,602,3.0,453,3.0
47,374,101,2.0,1017,3.0,967,3.0,1694,3.0,406,4.0,602,4.0,453,3.0
47,185,101,3.0,1017,4.0,967,4.0,1694,4.0,406,4.0,602,2.0,453,4.0
47,114,101,4.0,1017,4.0,967,4.0,1694,4.0,406,5.0,602,3.0,453,5.0
47,40,101,2.0,1017,4.0,967,4.0,1694,5.0,406,5.0,602,3.0,453,4.0
48,140,294,2.0,1564,5.0,1054,3.0,97,2.0,453,4.0,281,2.0,166,3.0
48,442,294,4.0,1564,1.0,1054,3.0,97,1.0,453,2.0,281,1.0,166,3.0
48,559,294,5.0,1564,2.0,1054,3.0,97,3.0,453,4.0,281,1.0,166,4.0
48,190,294,5.0,1564,3.0,1054,4.0,97,4.0,453,4.0,281,3.0,166,4.0
48,93,294,5.0,1564,3.0,1054,4.0,97,2.0,453,3.0,281,2.0,166,5.0
49,43,996,5.0,1006,5.0,1122,3.0,576,4.0,405,5.0,453,5.0,468,5.0
49,454,996,3.0,1006,4.0,1122,3.0,576,4.0,405,4.0,453,3.0,468,4.0
49,110,996,4.0,1006,5.0,1122,4.0,576,3.0,405,4.0,453,4.0,468,3.0
49,155,996,3.0,1006,5.0,1122,1.0,576,3.0,405,4.0,453,4.0,468,5.0
49,377,996,4.0,1006,4.0,1122,2.0,576,4.0,405,3.0,453,4.0,468,5.0
50,442,351,4.0,461,4.0,967,4.0,1084,2.0,227,3.0,999,1.0,405,3.0
50,203,351,3.0,461,3.0,967,3.0,1084,3.0,227,1.0,999,3.0,405,3.0
50,19,351,4.0,461,4.0,967,5.0,1084,4.0,227,2.0,999,5.0,405,5.0
50,586,351,3.0,461,3.0,967,3.0,1084,2.0,227,4.0,999,4.0,405,2.0
50,314,351,4.0,461,3.0,967,4.0,1084,3.0,227,4.0,999,3.0,405,3.0
51,185,967,4.0,1314,4.0,1638,3.0,444,5.0,1093,5.0,133,4.0,227,5.0
51,118,967,3.0,1314,1.0,1638,2.0,444,1.0,1093,3.0,133,4.0,227,1.0
51,538,967,4.0,1314,3.0,1638,3.0,444,3.0,1093,3.0,133,3.0,227,1.0
51,191,967,2.0,1314,1.0,1638,1.0,444,3.0,1093,4.0,133,4.0,227,3.0
51,11,967,5.0,1314,5.0,1638,4.0,444,4.0,1093,5.0,133,4.0,227,5.0
52,390,294,2.0,1564,2.0,603,4.0,453,4.0,985,3.0,378,2.0,585,2.0
52,177,294,5.0,1564,4.0,603,5.0,453,4.0,985,4.0,378,5.0,585,4.0
52,36,294,4.0,1564,3.0,603,4.0,453,3.0,985,4.0,378,4.0,585,2.0
52,198,294,4.0,1564,2.0,603,5.0,453,2.0,985,4.0,378,4.0,585,5.0
52,8,294,5.0,1564,4.0,603,3.0,453,5.0,985,5.0,378,5.0,585,5.0
53,37,101,4.0,294,4.0,1270,4.0,1093,4.0,1564,4.0,405,5.0,309,4.0
53,200,101,4.0,294,5.0,1270,5.0,1093,4.0,1564,3.0,405,4.0,309,4.0
53,49,101,2.0,294,3.0,1270,4.0,1093,5.0,1564,5.0,405,4.0,309,5.0
53,718,101,1.0,294,3.0,1270,2.0,1093,1.0,1564,1.0,405,1.0,309,1.0
53,363,101,1.0,294,4.0,1270,2.0,1093,1.0,1564,1.0,405,3.0,309,2.0
54,86,461,4.0,936,4.0,1561,5.0,101,2.0,51,4.0,1564,5.0,1611,3.0
54,111,461,5.0,936,5.0,1561,4.0,101,3.0,51,4.0,1564,3.0,1611,4.0
54,275,461,3.0,936,5.0,1561,4.0,101,3.0,51,3.0,1564,2.0,1611,4.0
54,85,461,3.0,936,5.0,1561,4.0,101,4.0,51,5.0,1564,4.0,1611,5.0
54,16,461,4.0,936,5.0,1561,5.0,101,4.0,51,3.0,1564,3.0,1611,3.0
55,586,1006,2.0,1282,4.0,294,2.0,311,2.0,1694,4.0,254,3.0,351,3.0
55,86,1006,3.0,1282,4.0,294,5.0,311,4.0,1694,4.0,254,4.0,351,4.0
55,38,1006,5.0,1282,2.0,294,5.0,311,5.0,1694,4.0,254,3.0,351,4.0
55,137,1006,4.0,1282,3.0,294,4.0,311,4.0,1694,4.0,254,2.0,351,4.0
55,245,1006,5.0,1282,5.0,294,5.0,311,5.0,1694,4.0,254,2.0,351,4.0
56,442,585,3.0,967,4.0,1270,4.0,311,4.0,166,3.0,1694,2.0,461,4.0
56,527,585,3.0,967,4.0,1270,3.0,311,4.0,166,4.0,1694,3.0,461,5.0
56,97,585,5.0,967,4.0,1270,5.0,311,5.0,166,3.0,1694,4.0,461,4.0
