item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8,user-9,rating-9
62,115,5.0,549,5.0,306,5.0,816,4.0,814,5.0,26,5.0,1559,5.0,934,4.0,953,3.0
702,1694,4.0,1017,2.0,555,3.0,865,4.0,903,5.0,1100,2.0,217,1.0,1093,3.0,1606,2.0
640,166,1.0,597,2.0,865,4.0,1616,1.0,1433,1.0,622,1.0,1655,2.0,1093,1.0,64,1.0
704,753,1.0,598,3.0,107,3.0,1054,5.0,1356,3.0,1184,3.0,1078,3.0,221,2.0,738,2.0
409,1696,2.0,1290,1.0,20,5.0,1479,3.0,635,2.0,1425,3.0,1611,3.0,1364,4.0,570,3.0
229,1603,5.0,1301,5.0,995,5.0,392,5.0,456,4.0,1158,4.0,1737,4.0,885,4.0,1581,4.0
594,227,4.0,722,2.0,834,3.0,701,5.0,585,2.0,1259,3.0,374,1.0,1195,3.0,976,2.0
23,1276,5.0,985,5.0,970,5.0,903,3.0,702,5.0,1734,3.0,1717,4.0,895,5.0,1558,5.0
330,1224,4.0,47,3.0,306,3.0,894,3.0,314,5.0,1250,3.0,329,4.0,251,4.0,521,5.0
239,726,4.0,842,3.0,1290,4.0,72,3.0,166,5.0,330,5.0,618,3.0,1337,5.0,1664,3.0
88,226,5.0,1570,3.0,459,2.0,429,1.0,947,3.0,309,2.0,841,4.0,1279,3.0,1373,4.0
344,480,4.0,107,4.0,1282,3.0,164,2.0,1169,3.0,761,3.0,191,4.0,602,1.0,1084,4.0
563,1579,5.0,444,1.0,1394,5.0,603,3.0,865,4.0,1723,1.0,1284,2.0,113,1.0,1254,3.0
508,726,4.0,316,3.0,1584,5.0,288,1.0,606,3.0,351,4.0,1098,4.0,925,1.0,36,5.0
742,351,4.0,1711,5.0,1535,5.0,141,5.0,952,5.0,694,5.0,529,4.0,937,5.0,632,5.0
733,999,3.0,891,4.0,1078,4.0,820,3.0,1253,3.0,1642,4.0,107,3.0,351,3.0,269,2.0
418,826,3.0,1093,3.0,1672,2.0,1507,3.0,837,2.0,1745,4.0,143,2.0,54,3.0,820,2.0
471,103,5.0,576,4.0,828,4.0,51,3.0,985,5.0,461,4.0,136,4.0,1020,3.0,1442,5.0
198,1552,4.0,804,5.0,1664,5.0,91,3.0,1520,5.0,1255,2.0,867,4.0,227,5.0,747,3.0
86,1594,4.0,639,2.0,1144,3.0,397,5.0,869,4.0,936,4.0,1606,5.0,1242,4.0,1253,4.0
490,378,3.0,1269,4.0,690,2.0,1534,1.0,309,3.0,34,3.0,168,3.0,603,4.0,1191,4.0
466,831,3.0,481,4.0,173,5.0,106,2.0,1552,3.0,932,4.0,917,5.0,254,3.0,555,3.0
416,936,4.0,1084,4.0,1276,4.0,1036,5.0,783,4.0,1393,4.0,448,4.0,1177,4.0,865,5.0
454,1642,3.0,193,4.0,453,3.0,378,2.0,509,4.0,596,4.0,1040,4.0,1389,2.0,1006,4.0
672,166,4.0,1532,3.0,269,2.0,1235,4.0,365,2.0,1070,4.0,865,4.0,78,1.0,1428,2.0
633,1165,5.0,1229,3.0,1567,3.0,1100,3.0,1650,1.0,682,1.0,62,4.0,807,3.0,693,3.0
709,615,3.0,999,3.0,1333,2.0,357,4.0,1057,2.0,380,1.0,585,2.0,1210,4.0,218,3.0
493,352,5.0,521,5.0,999,4.0,1623,5.0,1620,4.0,978,5.0,636,3.0,1699,4.0,1259,4.0
180,1743,4.0,274,4.0,1205,4.0,1333,4.0,262,4.0,418,5.0,729,4.0,191,3.0,212,5.0
730,1588,3.0,558,4.0,726,4.0,1295,3.0,107,4.0,1314,4.0,411,4.0,314,5.0,780,5.0
272,1186,3.0,1598,4.0,294,4.0,1155,3.0,143,4.0,832,4.0,537,3.0,1389,2.0,192,3.0
770,1610,3.0,1423,4.0,244,3.0,607,5.0,1177,4.0,532,5.0,815,3.0,1455,3.0,1288,2.0
100,453,3.0,947,4.0,1394,4.0,615,2.0,1303,3.0,631,3.0,1254,3.0,1084,2.0,1072,3.0
435,844,3.0,831,4.0,1314,5.0,1006,4.0,1735,5.0,384,3.0,906,5.0,753,4.0,107,2.0
427,844,5.0,96,3.0,520,4.0,378,2.0,392,5.0,1467,5.0,51,5.0,968,5.0,351,4.0
698,1410,4.0,397,5.0,915,5.0,1479,4.0,1432,3.0,456,4.0,849,3.0,1730,5.0,159,4.0
527,233,4.0,1411,2.0,461,5.0,1318,2.0,585,3.0,390,2.0,1235,3.0,149,5.0,423,2.0
538,636,3.0,1415,3.0,1475,1.0,1696,4.0,1093,3.0,607,4.0,374,3.0,242,3.0,572,2.0
527,471,1.0,1235,3.0,555,3.0,840,3.0,1411,2.0,228,1.0,585,3.0,681,4.0,967,4.0
344,227,3.0,1552,3.0,1084,4.0,963,3.0,1564,4.0,1667,3.0,243,4.0,1756,3.0,242,3.0
589,840,4.0,1428,1.0,1390,3.0,881,4.0,635,4.0,1278,4.0,62,4.0,397,4.0,1068,3.0
726,585,3.0,187,3.0,690,3.0,603,2.0,461,2.0,351,1.0,106,2.0,357,4.0,468,3.0
590,78,3.0,1193,5.0,1562,3.0,532,4.0,143,4.0,1603,4.0,1243,4.0,82,3.0,1631,1.0
72,330,4.0,424,5.0,924,5.0,726,3.0,881,5.0,125,4.0,321,4.0,146,5.0,1518,5.0
459,1591,2.0,1093,3.0,236,4.0,1606,4.0,1056,1.0,187,4.0,294,5.0,68,1.0,76,2.0
33,961,4.0,1564,3.0,839,4.0,877,4.0,1164,4.0,1466,3.0,20,5.0,834,4.0,1194,4.0
608,623,4.0,483,4.0,451,2.0,1547,4.0,397,5.0,1533,4.0,62,4.0,999,2.0,1670,1.0
581,1296,3.0,937,4.0,1642,2.0,109,3.0,357,3.0,1084,2.0,226,5.0,1122,4.0,1611,5.0
389,1001,3.0,1654,5.0,307,1.0,1244,4.0,51,4.0,1182,5.0,406,4.0,1564,3.0,281,3.0
363,228,1.0,1124,1.0,325,2.0,52,1.0,1183,5.0,943,2.0,967,3.0,324,3.0,985,3.0
92,1099,3.0,467,3.0,8,3.0,680,4.0,74,4.0,655,4.0,1588,4.0,1651,5.0,1432,4.0
623,244,1.0,357,3.0,1025,1.0,554,3.0,1181,1.0,62,3.0,226,4.0,607,1.0,1642,3.0
171,217,2.0,1280,4.0,865,4.0,618,2.0,738,2.0,386,3.0,1638,2.0,1063,5.0,1054,4.0
125,1176,2.0,1638,3.0,228,3.0,184,2.0,1093,1.0,149,3.0,999,2.0,585,1.0,1259,3.0
106,1312,5.0,1600,5.0,1732,4.0,834,3.0,1537,4.0,917,3.0,670,4.0,1218,4.0,165,3.0
3,20,5.0,10,5.0,916,5.0,1337,5.0,755,5.0,287,4.0,995,5.0,540,4.0,54,4.0
194,18,3.0,1021,5.0,1680,2.0,1054,3.0,468,4.0,830,5.0,429,5.0,287,1.0,84,3.0
562,483,3.0,1253,2.0,976,3.0,274,3.0,806,2.0,783,1.0,453,3.0,290,4.0,1426,4.0
520,1205,3.0,585,2.0,217,1.0,1564,2.0,237,2.0,281,1.0,617,2.0,1647,1.0,523,1.0
94,619,4.0,864,4.0,1049,4.0,977,3.0,618,4.0,713,3.0,1195,5.0,967,5.0,415,4.0
786,269,3.0,532,3.0,1591,2.0,166,4.0,1006,3.0,999,3.0,967,2.0,254,2.0,1250,4.0
830,646,5.0,1335,5.0,1613,5.0,1587,3.0,1479,3.0,755,4.0,726,5.0,1677,4.0,330,5.0
435,1314,5.0,1615,4.0,906,5.0,1017,2.0,483,4.0,1552,1.0,361,5.0,844,3.0,936,5.0
387,1608,1.0,254,3.0,1169,2.0,461,3.0,281,1.0,248,4.0,78,1.0,974,5.0,429,5.0
399,1100,3.0,473,4.0,1602,4.0,620,3.0,576,4.0,1303,4.0,851,3.0,434,2.0,936,4.0
318,1177,2.0,169,4.0,1606,5.0,1339,2.0,842,2.0,294,4.0,502,2.0,1513,3.0,269,3.0
320,602,1.0,865,5.0,477,1.0,149,5.0,461,2.0,1756,1.0,1157,3.0,1105,3.0,18,2.0
792,1611,3.0,375,5.0,166,3.0,234,4.0,904,3.0,468,3.0,1534,1.0,254,2.0,603,2.0
767,985,4.0,1134,3.0,903,1.0,263,5.0,186,4.0,988,4.0,749,3.0,937,3.0,254,2.0
789,1571,4.0,1479,3.0,166,1.0,602,2.0,1580,1.0,773,2.0,1292,4.0,1380,4.0,1552,3.0
905,1278,2.0,524,3.0,1253,5.0,822,5.0,1711,3.0,390,4.0,1574,5.0,997,4.0,424,2.0
336,943,3.0,165,1.0,468,2.0,1145,3.0,1508,1.0,775,2.0,330,3.0,454,4.0,987,4.0
123,913,1.0,1065,4.0,329,2.0,1297,3.0,109,2.0,1533,3.0,874,1.0,605,4.0,212,4.0
629,567,3.0,269,1.0,453,4.0,1254,3.0,1611,4.0,97,2.0,334,1.0,293,3.0,1603,4.0
304,1084,1.0,460,1.0,1093,1.0,513,1.0,405,3.0,202,1.0,1670,1.0,585,1.0,752,3.0
815,1276,3.0,1006,4.0,967,4.0,483,4.0,1417,5.0,1533,4.0,430,3.0,1611,3.0,177,3.0
752,125,3.0,1334,3.0,740,4.0,727,3.0,1278,5.0,1299,4.0,1579,5.0,411,3.0,842,2.0
570,1713,3.0,1195,3.0,836,5.0,1364,2.0,924,3.0,1611,4.0,637,1.0,1100,2.0,1314,5.0
415,1314,3.0,1021,5.0,32,1.0,639,5.0,618,3.0,1707,5.0,390,3.0,917,4.0,1013,3.0
540,1274,2.0,1580,5.0,738,5.0,842,3.0,532,4.0,772,4.0,1253,5.0,1534,5.0,1278,4.0
248,305,4.0,468,5.0,1669,4.0,1031,4.0,566,5.0,271,3.0,14,5.0,1020,3.0,1125,5.0
873,301,5.0,417,3.0,251,3.0,1737,4.0,1421,5.0,1098,4.0,1020,3.0,1509,3.0,1714,4.0
29,1491,5.0,1649,3.0,1253,2.0,1612,3.0,770,4.0,1651,3.0,1542,5.0,988,5.0,717,4.0
671,1284,2.0,146,4.0,245,3.0,1295,2.0,1713,2.0,1533,3.0,1093,1.0,988,1.0,411,3.0
409,1611,3.0,1100,2.0,585,2.0,602,4.0,635,2.0,996,2.0,1711,2.0,570,3.0,1364,4.0
287,166,5.0,741,2.0,820,3.0,1701,2.0,308,5.0,936,3.0,1603,4.0,806,4.0,1470,4.0
111,576,3.0,1578,5.0,397,4.0,1603,5.0,1082,2.0,907,5.0,1006,5.0,280,5.0,947,5.0
737,380,1.0,1287,4.0,1543,1.0,988,1.0,1418,2.0,309,1.0,917,2.0,1628,5.0,1670,4.0
49,619,5.0,1577,5.0,469,5.0,378,5.0,311,5.0,1603,5.0,480,5.0,348,4.0,865,5.0
33,227,1.0,228,2.0,563,2.0,0,4.0,51,4.0,1651,3.0,965,2.0,1647,3.0,1111,3.0
499,1584,3.0,483,4.0,1018,2.0,738,5.0,1535,5.0,576,4.0,1066,5.0,1112,5.0,1024,4.0
811,1479,4.0,576,4.0,1559,5.0,1364,4.0,1637,5.0,1006,4.0,645,5.0,167,4.0,294,1.0
164,1292,3.0,395,2.0,1594,3.0,331,3.0,576,3.0,309,3.0,836,2.0,587,3.0,1503,3.0
328,311,3.0,743,3.0,740,2.0,1415,3.0,1524,3.0,1085,1.0,965,3.0,560,3.0,145,3.0
302,759,5.0,406,2.0,1084,3.0,1092,4.0,430,2.0,162,5.0,125,1.0,107,1.0,63,3.0
671,281,1.0,294,1.0,211,3.0,1276,2.0,1533,3.0,1058,3.0,1344,4.0,598,2.0,1295,2.0
831,406,3.0,378,3.0,1364,4.0,1552,5.0,1697,4.0,1642,2.0,849,4.0,1270,3.0,197,1.0
570,1066,5.0,1611,4.0,1589,4.0,334,5.0,1182,3.0,1713,3.0,924,3.0,1291,4.0,896,1.0
847,999,1.0,622,1.0,1563,3.0,468,1.0,988,1.0,1327,2.0,617,5.0,1092,3.0,211,2.0
532,968,5.0,568,4.0,822,5.0,218,3.0,1042,4.0,1633,5.0,187,1.0,1241,5.0,1738,1.0
105,1156,5.0,881,2.0,352,2.0,964,2.0,419,3.0,443,3.0,1183,4.0,1310,3.0,202,2.0
812,1238,1.0,1197,1.0,473,5.0,1168,5.0,1543,4.0,677,5.0,612,4.0,917,3.0,645,3.0
803,254,3.0,835,5.0,1344,4.0,1052,1.0,842,2.0,584,5.0,456,5.0,281,4.0,424,5.0
165,663,2.0,936,4.0,8,4.0,806,3.0,1559,3.0,341,2.0,879,1.0,146,2.0,1564,2.0
14,840,4.0,635,4.0,218,3.0,357,5.0,717,4.0,473,5.0,992,3.0,311,4.0,1025,3.0
206,824,1.0,143,3.0,483,3.0,615,3.0,1611,1.0,351,2.0,1516,4.0,1181,4.0,701,4.0
82,1479,2.0,574,4.0,483,4.0,664,3.0,1688,4.0,1149,3.0,440,4.0,1503,4.0,783,5.0
658,617,2.0,974,2.0,1357,3.0,229,3.0,461,1.0,1217,5.0,1025,1.0,84,3.0,560,2.0
586,571,4.0,999,4.0,1071,1.0,697,4.0,281,2.0,227,4.0,351,3.0,177,4.0,1711,3.0
574,97,3.0,107,4.0,722,2.0,1635,4.0,971,3.0,1136,2.0,177,4.0,999,4.0,1025,2.0
464,1235,4.0,453,3.0,479,1.0,925,1.0,961,3.0,1196,4.0,1246,4.0,1577,2.0,352,3.0
154,1675,4.0,1616,5.0,621,5.0,537,3.0,844,4.0,1637,5.0,1561,4.0,142,5.0,755,4.0
300,614,1.0,1093,1.0,17,1.0,165,1.0,118,1.0,397,2.0,202,1.0,384,1.0,483,2.0
423,1295,1.0,1331,1.0,1628,2.0,545,3.0,1246,1.0,1345,3.0,309,2.0,229,3.0,1317,4.0
25,1051,3.0,1388,2.0,1251,5.0,133,3.0,729,5.0,1248,4.0,922,2.0,489,2.0,1217,5.0
208,604,5.0,910,5.0,1307,4.0,330,5.0,1295,3.0,365,5.0,502,3.0,1754,4.0,702,3.0
121,1437,2.0,1286,5.0,943,1.0,1093,1.0,133,3.0,1115,2.0,857,1.0,1756,1.0,1065,4.0
334,405,4.0,309,4.0,1087,5.0,1738,5.0,793,4.0,969,4.0,1600,1.0,356,3.0,123,3.0
92,547,5.0,212,5.0,1036,4.0,6,4.0,31,5.0,1747,2.0,1052,5.0,277,4.0,406,3.0
472,1182,3.0,815,2.0,834,3.0,483,3.0,212,5.0,64,1.0,603,4.0,251,2.0,378,3.0
39,1698,4.0,1301,3.0,477,4.0,607,1.0,280,2.0,1524,3.0,184,4.0,816,2.0,136,2.0
961,842,2.0,585,1.0,1393,3.0,1006,3.0,999,1.0,520,2.0,1241,3.0,1611,5.0,1106,4.0
20,865,4.0,251,2.0,325,3.0,1136,2.0,1640,3.0,1708,3.0,37,5.0,446,2.0,1747,4.0
549,1098,3.0,532,4.0,840,4.0,1024,5.0,480,4.0,1356,3.0,1334,3.0,571,4.0,1343,4.0
811,167,4.0,294,1.0,1503,4.0,1006,4.0,1559,5.0,645,5.0,1364,4.0,576,4.0,1479,4.0
647,937,1.0,865,4.0,68,1.0,166,3.0,802,1.0,1021,2.0,192,1.0,1591,3.0,83,2.0
261,14,1.0,1642,1.0,244,2.0,1505,2.0,1158,1.0,1491,4.0,1745,2.0,480,2.0,1243,2.0
439,717,2.0,1530,4.0,922,3.0,1197,4.0,537,4.0,1395,5.0,480,4.0,1479,3.0,1711,4.0
140,1494,4.0,806,4.0,346,2.0,559,4.0,1564,5.0,570,4.0,1344,3.0,101,1.0,641,4.0
794,1303,5.0,1334,4.0,722,4.0,829,5.0,806,3.0,842,3.0,166,5.0,606,3.0,1078,4.0
597,865,3.0,166,1.0,967,2.0,1564,1.0,1093,3.0,1635,1.0,1253,1.0,58,4.0,1006,2.0
531,874,1.0,1026,2.0,324,1.0,254,1.0,46,2.0,451,4.0,189,3.0,1017,3.0,676,5.0
739,1463,4.0,424,5.0,278,4.0,111,4.0,385,5.0,249,3.0,1326,4.0,379,5.0,572,3.0
786,1591,2.0,1250,4.0,254,2.0,269,3.0,1006,3.0,967,2.0,460,2.0,598,2.0,985,3.0
633,555,3.0,1605,3.0,807,3.0,1461,2.0,453,4.0,1237,1.0,62,4.0,623,2.0,850,3.0
17,453,3.0,1184,3.0,759,5.0,146,3.0,461,4.0,384,2.0,1224,3.0,166,4.0,707,4.0
812,865,4.0,532,4.0,332,1.0,168,2.0,309,5.0,473,5.0,1616,1.0,1197,1.0,602,3.0
196,1122,2.0,1096,4.0,471,3.0,1694,3.0,1314,1.0,1181,4.0,759,3.0,78,2.0,585,4.0
431,822,5.0,1575,5.0,1697,5.0,453,4.0,806,3.0,968,4.0,456,3.0,770,5.0,1123,5.0
688,1146,4.0,903,5.0,340,4.0,1098,4.0,1751,3.0,1703,3.0,999,2.0,897,3.0,794,2.0
826,460,1.0,1647,3.0,1670,2.0,191,2.0,1093,2.0,1505,2.0,251,1.0,453,2.0,254,3.0
733,999,3.0,107,3.0,820,3.0,1078,4.0,1642,4.0,891,4.0,217,1.0,351,3.0,269,2.0
708,711,4.0,378,3.0,311,4.0,1399,4.0,254,2.0,1098,4.0,1700,1.0,187,5.0,397,3.0
590,1530,2.0,1137,3.0,1314,3.0,1694,4.0,254,3.0,1667,3.0,833,3.0,1243,4.0,1631,1.0
75,681,3.0,296,3.0,1381,5.0,357,4.0,874,3.0,1364,5.0,107,5.0,906,4.0,395,4.0
10,378,4.0,284,4.0,196,4.0,303,2.0,489,4.0,324,3.0,1025,4.0,1538,4.0,539,3.0
256,700,3.0,726,4.0,532,5.0,1136,2.0,292,3.0,14,3.0,332,4.0,475,4.0,526,3.0
44,1013,5.0,761,5.0,626,2.0,145,5.0,1694,4.0,1423,3.0,221,5.0,1739,4.0,208,3.0
372,585,3.0,1638,4.0,31,4.0,532,3.0,1637,5.0,1639,5.0,1588,5.0,20,5.0,617,1.0
153,1224,3.0,311,1.0,641,1.0,552,1.0,1642,1.0,1374,1.0,892,3.0,1685,3.0,1205,3.0
758,1135,2.0,1157,4.0,471,5.0,1196,2.0,1084,3.0,1190,2.0,592,3.0,1314,1.0,233,4.0
181,1102,4.0,203,3.0,560,4.0,999,4.0,842,2.0,1484,2.0,325,2.0,166,5.0,679,1.0
373,78,2.0,1241,3.0,1497,3.0,309,2.0,548,2.0,1432,4.0,1147,2.0,735,1.0,1564,1.0
271,1450,1.0,380,1.0,1670,1.0,501,2.0,326,4.0,16,1.0,251,3.0,1078,3.0,1404,2.0
184,405,3.0,1699,1.0,603,3.0,839,4.0,1433,2.0,713,3.0,1544,3.0,936,3.0,411,2.0
34,160,5.0,583,4.0,1241,4.0,1096,4.0,1056,5.0,1020,3.0,990,4.0,1751,3.0,258,5.0
529,1235,2.0,1600,1.0,1606,3.0,169,4.0,1071,3.0,1334,1.0,1251,2.0,1158,2.0,967,2.0
498,1711,3.0,1110,4.0,897,4.0,1501,3.0,36,5.0,1334,5.0,971,5.0,567,3.0,1562,2.0
861,894,3.0,243,3.0,1084,3.0,1588,4.0,1122,2.0,721,3.0,1098,4.0,1603,5.0,502,2.0
425,543,5.0,1486,2.0,1476,5.0,1081,1.0,34,1.0,320,3.0,1019,1.0,269,3.0,1267,2.0
536,376,4.0,47,5.0,322,3.0,1219,5.0,1267,4.0,1354,4.0,906,2.0,603,4.0,1211,2.0
365,602,1.0,1553,1.0,1270,1.0,453,3.0,603,3.0,477,2.0,103,4.0,1210,3.0,895,5.0
664,1181,2.0,1253,1.0,453,2.0,1210,3.0,1077,3.0,378,2.0,468,2.0,967,2.0,1377,3.0
174,1187,5.0,8,3.0,1619,2.0,479,4.0,1116,4.0,806,3.0,260,4.0,824,3.0,280,2.0
8,459,5.0,1529,5.0,398,5.0,770,4.0,1513,5.0,580,4.0,219,5.0,195,5.0,1100,2.0
40,681,5.0,281,2.0,1158,5.0,1064,4.0,757,5.0,1534,4.0,1447,4.0,128,1.0,1695,4.0
512,69,1.0,38,1.0,351,1.0,133,1.0,81,4.0,357,1.0,543,1.0,287,2.0,224,3.0
279,315,4.0,1661,5.0,1421,5.0,617,1.0,254,3.0,912,4.0,1293,3.0,16,4.0,532,4.0
700,1058,5.0,842,2.0,97,3.0,217,1.0,1237,3.0,1629,3.0,820,3.0,815,4.0,1684,4.0
182,1065,5.0,587,3.0,616,5.0,1476,5.0,1196,3.0,1013,5.0,1520,1.0,227,5.0,976,2.0
77,1026,4.0,1066,5.0,1253,4.0,783,4.0,637,4.0,1610,2.0,1006,2.0,983,3.0,419,4.0
451,167,4.0,967,5.0,28,2.0,1184,3.0,52,2.0,836,5.0,1559,5.0,1503,3.0,193,3.0
459,731,4.0,613,3.0,1606,4.0,1170,4.0,475,4.0,1420,2.0,645,4.0,1690,2.0,197,2.0
347,1667,4.0,1314,3.0,1442,4.0,149,5.0,1609,5.0,280,4.0,228,2.0,78,3.0,1096,4.0
207,37,5.0,747,3.0,1304,1.0,1291,4.0,251,4.0,1111,4.0,926,5.0,311,3.0,1317,4.0
382,1708,3.0,974,4.0,330,1.0,585,2.0,1021,3.0,461,2.0,280,3.0,830,2.0,1084,2.0
207,1276,1.0,1698,4.0,856,4.0,1078,3.0,1708,3.0,1564,3.0,378,3.0,949,2.0,513,4.0
199,1440,4.0,767,3.0,890,4.0,1021,5.0,84,5.0,490,2.0,1169,4.0,1670,3.0,781,5.0
800,999,1.0,967,3.0,453,2.0,834,3.0,1694,3.0,585,3.0,1259,1.0,917,3.0,1253,1.0
405,977,4.0,868,2.0,334,4.0,1393,1.0,865,4.0,520,4.0,999,1.0,269,2.0,967,3.0
452,897,4.0,783,4.0,1098,3.0,520,3.0,28,4.0,215,3.0,874,3.0,483,4.0,1733,3.0
548,97,3.0,1259,3.0,177,3.0,971,3.0,1278,3.0,424,4.0,1009,5.0,1122,4.0,1471,4.0
830,770,5.0,1677,4.0,755,4.0,726,5.0,293,2.0,1613,5.0,1435,4.0,574,5.0,356,1.0
796,1098,3.0,1356,3.0,258,4.0,411,5.0,1122,3.0,415,4.0,166,5.0,999,4.0,251,2.0
353,820,4.0,1756,3.0,1084,4.0,1685,4.0,978,4.0,453,3.0,502,1.0,294,3.0,1694,4.0
600,520,3.0,411,4.0,167,4.0,1694,4.0,1417,2.0,446,4.0,1577,4.0,1054,4.0,943,4.0
793,844,4.0,166,4.0,286,1.0,842,2.0,520,3.0,1044,2.0,1278,4.0,1562,3.0,339,4.0
640,1210,1.0,251,2.0,622,1.0,1433,1.0,166,1.0,1655,2.0,1616,1.0,351,1.0,64,1.0
754,717,5.0,125,3.0,1301,3.0,802,1.0,1610,3.0,1098,3.0,664,2.0,1364,4.0,145,2.0
264,546,4.0,255,4.0,143,5.0,837,3.0,112,3.0,856,4.0,832,3.0,480,4.0,272,3.0
518,1562,3.0,350,4.0,717,5.0,537,4.0,606,3.0,976,4.0,1334,3.0,1642,4.0,399,5.0
349,1641,3.0,468,3.0,638,4.0,1317,3.0,698,3.0,1019,2.0,883,1.0,806,2.0,1071,3.0
353,1611,2.0,1565,2.0,1131,5.0,18,3.0,502,1.0,519,4.0,1276,4.0,1333,2.0,110,4.0
172,1270,1.0,1736,3.0,589,5.0,943,3.0,864,5.0,353,4.0,254,2.0,1314,1.0,834,4.0
559,840,3.0,1250,3.0,453,4.0,1055,5.0,1612,4.0,1303,3.0,374,1.0,263,3.0,1611,3.0
756,1184,2.0,130,2.0,976,2.0,864,4.0,1524,1.0,1688,3.0,453,3.0,444,1.0,1196,3.0
175,471,2.0,483,2.0,281,2.0,1181,3.0,1654,2.0,592,3.0,251,5.0,212,4.0,1429,3.0
