group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8
13,132,1694,3.0,585,1.0,967,3.0,294,1.0,251,4.0,865,1.0,146,3.0,166,4.0
13,424,1694,4.0,585,4.0,967,3.0,294,4.0,251,4.0,865,4.0,146,3.0,166,5.0
13,393,1694,3.0,585,3.0,967,3.0,294,4.0,251,3.0,865,5.0,146,2.0,166,4.0
14,127,1093,4.0,107,3.0,1638,4.0,1433,4.0,405,3.0,1377,4.0,1564,3.0,603,4.0
14,197,1093,3.0,107,3.0,1638,1.0,1433,3.0,405,4.0,1377,3.0,1564,3.0,603,3.0
14,132,1093,1.0,107,4.0,1638,2.0,1433,3.0,405,4.0,1377,3.0,1564,2.0,603,4.0
14,4,1093,3.0,107,4.0,1638,2.0,1433,2.0,405,3.0,1377,3.0,1564,1.0,603,4.0
14,202,1093,5.0,107,4.0,1638,2.0,1433,3.0,405,5.0,1377,4.0,1564,3.0,603,2.0
15,68,1253,4.0,456,3.0,405,4.0,146,5.0,985,4.0,166,5.0,78,3.0,167,3.0
15,661,1253,4.0,456,1.0,405,4.0,146,3.0,985,3.0,166,3.0,78,3.0,167,2.0
15,172,1253,3.0,456,2.0,405,4.0,146,2.0,985,2.0,166,3.0,78,3.0,167,3.0
15,310,1253,5.0,456,4.0,405,5.0,146,5.0,985,5.0,166,5.0,78,4.0,167,5.0
15,270,1253,2.0,456,3.0,405,2.0,146,4.0,985,4.0,166,5.0,78,3.0,167,3.0
16,132,1181,1.0,865,1.0,585,1.0,1158,4.0,999,3.0,1314,3.0,166,4.0,227,3.0
16,415,1181,5.0,865,5.0,585,4.0,1158,5.0,999,3.0,1314,3.0,166,5.0,227,4.0
16,153,1181,1.0,865,3.0,585,1.0,1158,1.0,999,1.0,1314,2.0,166,3.0,227,2.0
16,538,1181,1.0,865,5.0,585,3.0,1158,5.0,999,3.0,1314,3.0,166,2.0,227,1.0
16,146,1181,3.0,865,5.0,585,4.0,1158,3.0,999,5.0,1314,3.0,166,4.0,227,5.0
17,127,603,4.0,1638,4.0,166,2.0,468,4.0,967,5.0,1314,3.0,806,2.0,146,4.0
17,120,603,4.0,1638,3.0,166,1.0,468,2.0,967,3.0,1314,4.0,806,2.0,146,2.0
17,81,603,4.0,1638,3.0,166,4.0,468,5.0,967,5.0,1314,4.0,806,4.0,146,3.0
17,634,603,2.0,1638,1.0,166,4.0,468,2.0,967,4.0,1314,2.0,806,2.0,146,4.0
17,42,603,4.0,1638,1.0,166,4.0,468,5.0,967,4.0,1314,2.0,806,2.0,146,3.0
18,218,806,4.0,1694,4.0,1638,5.0,167,3.0,1093,5.0,1253,4.0,831,4.0,1314,4.0
18,205,806,3.0,1694,4.0,1638,3.0,167,5.0,1093,3.0,1253,4.0,831,4.0,1314,4.0
18,600,806,3.0,1694,4.0,1638,5.0,167,4.0,1093,3.0,1253,5.0,831,1.0,1314,5.0
18,83,806,4.0,1694,4.0,1638,5.0,167,5.0,1093,5.0,1253,4.0,831,5.0,1314,4.0
18,228,806,4.0,1694,4.0,1638,5.0,167,5.0,1093,4.0,1253,5.0,831,5.0,1314,4.0
19,238,717,4.0,1638,4.0,1694,4.0,1253,5.0,405,5.0,166,5.0,456,4.0,227,5.0
19,181,717,4.0,1638,3.0,1694,2.0,1253,2.0,405,2.0,166,5.0,456,3.0,227,2.0
19,430,717,1.0,1638,3.0,1694,2.0,1253,3.0,405,3.0,166,2.0,456,2.0,227,3.0
19,40,717,5.0,1638,4.0,1694,5.0,1253,4.0,405,4.0,166,5.0,456,3.0,227,4.0
19,30,717,5.0,1638,5.0,1694,4.0,1253,4.0,405,5.0,166,4.0,456,4.0,227,4.0
20,596,468,3.0,1182,4.0,107,3.0,221,3.0,585,2.0,1433,3.0,865,4.0,697,3.0
20,42,468,5.0,1182,4.0,107,4.0,221,4.0,585,4.0,1433,3.0,865,5.0,697,4.0
20,52,468,4.0,1182,3.0,107,5.0,221,3.0,585,3.0,1433,3.0,865,5.0,697,2.0
20,69,468,5.0,1182,4.0,107,5.0,221,4.0,585,4.0,1433,5.0,865,5.0,697,4.0
20,384,468,4.0,1182,2.0,107,3.0,221,3.0,585,2.0,1433,1.0,865,4.0,697,1.0
21,8,967,5.0,1694,5.0,166,3.0,722,4.0,1253,5.0,468,5.0,1122,3.0,585,5.0
21,155,967,4.0,1694,4.0,166,5.0,722,3.0,1253,4.0,468,5.0,1122,1.0,585,4.0
21,422,967,3.0,1694,3.0,166,4.0,722,2.0,1253,4.0,468,4.0,1122,2.0,585,3.0
21,442,967,4.0,1694,2.0,166,3.0,722,2.0,1253,4.0,468,3.0,1122,1.0,585,3.0
21,109,967,5.0,1694,5.0,166,5.0,722,4.0,1253,5.0,468,2.0,1122,5.0,585,3.0
22,538,1253,4.0,967,4.0,1093,3.0,865,5.0,1564,2.0,1158,5.0,461,4.0,444,3.0
22,344,1253,2.0,967,3.0,1093,3.0,865,5.0,1564,4.0,1158,3.0,461,3.0,444,1.0
22,196,1253,3.0,967,3.0,1093,2.0,865,4.0,1564,2.0,1158,4.0,461,3.0,444,3.0
22,276,1253,1.0,967,3.0,1093,4.0,865,4.0,1564,3.0,1158,4.0,461,3.0,444,3.0
22,162,1253,3.0,967,4.0,1093,4.0,865,5.0,1564,3.0,1158,4.0,461,3.0,444,3.0
23,44,294,5.0,166,5.0,573,5.0,1144,5.0,453,4.0,227,5.0,967,5.0,602,2.0
23,177,294,5.0,166,5.0,573,5.0,1144,2.0,453,4.0,227,4.0,967,3.0,602,4.0
23,798,294,4.0,166,3.0,573,4.0,1144,3.0,453,2.0,227,3.0,967,4.0,602,1.0
23,63,294,3.0,166,5.0,573,5.0,1144,3.0,453,4.0,227,4.0,967,5.0,602,4.0
23,112,294,3.0,166,4.0,573,5.0,1144,4.0,453,3.0,227,5.0,967,5.0,602,1.0
24,0,107,1.0,967,4.0,229,4.0,146,3.0,1253,4.0,461,3.0,78,1.0,1314,4.0
24,290,107,3.0,967,4.0,229,2.0,146,1.0,1253,3.0,461,4.0,78,2.0,1314,3.0
24,196,107,4.0,967,3.0,229,3.0,146,2.0,1253,3.0,461,3.0,78,2.0,1314,1.0
24,119,107,3.0,967,5.0,229,5.0,146,4.0,1253,4.0,461,2.0,78,2.0,1314,3.0
24,671,107,2.0,967,3.0,229,3.0,146,4.0,1253,4.0,461,3.0,78,3.0,1314,2.0
25,29,834,3.0,1301,3.0,166,4.0,1609,3.0,1084,4.0,1169,3.0,1025,1.0,1253,2.0
25,16,834,5.0,1301,4.0,166,4.0,1609,5.0,1084,2.0,1169,4.0,1025,4.0,1253,4.0
25,203,834,2.0,1301,3.0,166,3.0,1609,4.0,1084,3.0,1169,3.0,1025,3.0,1253,2.0
25,42,834,5.0,1301,4.0,166,4.0,1609,4.0,1084,4.0,1169,3.0,1025,4.0,1253,2.0
25,291,834,2.0,1301,2.0,166,4.0,1609,4.0,1084,3.0,1169,3.0,1025,1.0,1253,3.0
26,600,1260,2.0,1253,5.0,717,4.0,254,3.0,167,4.0,1006,4.0,1017,2.0,166,5.0
26,113,1260,5.0,1253,4.0,717,4.0,254,4.0,167,5.0,1006,5.0,1017,5.0,166,5.0
26,172,1260,4.0,1253,3.0,717,3.0,254,2.0,167,3.0,1006,3.0,1017,4.0,166,3.0
26,213,1260,3.0,1253,4.0,717,4.0,254,3.0,167,4.0,1006,4.0,1017,5.0,166,5.0
26,32,1260,3.0,1253,3.0,717,5.0,254,5.0,167,3.0,1006,5.0,1017,5.0,166,4.0
27,116,281,1.0,967,4.0,1093,2.0,1253,4.0,1006,5.0,806,3.0,585,2.0,1314,5.0
27,559,281,1.0,967,4.0,1093,4.0,1253,3.0,1006,3.0,806,2.0,585,2.0,1314,1.0
27,51,281,5.0,967,5.0,1093,5.0,1253,4.0,1006,5.0,806,5.0,585,5.0,1314,4.0
27,89,281,4.0,967,4.0,1093,4.0,1253,4.0,1006,4.0,806,4.0,585,3.0,1314,3.0
27,124,281,3.0,967,5.0,1093,4.0,1253,5.0,1006,4.0,806,5.0,585,3.0,1314,5.0
28,274,1314,4.0,820,3.0,1253,4.0,1670,3.0,1564,3.0,1694,4.0,78,4.0,166,4.0
28,184,1314,3.0,820,4.0,1253,1.0,1670,4.0,1564,2.0,1694,2.0,78,1.0,166,3.0
28,21,1314,3.0,820,4.0,1253,4.0,1670,5.0,1564,3.0,1694,4.0,78,4.0,166,4.0
28,37,1314,4.0,820,3.0,1253,5.0,1670,4.0,1564,4.0,1694,4.0,78,3.0,166,4.0
28,238,1314,5.0,820,4.0,1253,5.0,1670,3.0,1564,4.0,1694,4.0,78,3.0,166,5.0
29,164,1093,3.0,52,4.0,133,4.0,405,2.0,585,5.0,468,4.0,227,2.0,1609,3.0
29,44,1093,4.0,52,5.0,133,4.0,405,5.0,585,4.0,468,5.0,227,5.0,1609,5.0
29,119,1093,5.0,52,5.0,133,4.0,405,5.0,585,4.0,468,5.0,227,3.0,1609,4.0
29,146,1093,4.0,52,3.0,133,1.0,405,2.0,585,4.0,468,4.0,227,5.0,1609,5.0
29,363,1093,1.0,52,1.0,133,1.0,405,3.0,585,1.0,468,4.0,227,1.0,1609,4.0
30,430,1603,2.0,228,2.0,1564,3.0,1694,2.0,461,3.0,107,3.0,1025,1.0,1561,4.0
30,146,1603,5.0,228,3.0,1564,3.0,1694,4.0,461,3.0,107,3.0,1025,2.0,1561,4.0
30,323,1603,3.0,228,3.0,1564,1.0,1694,3.0,461,4.0,107,5.0,1025,1.0,1561,4.0
30,324,1603,3.0,228,3.0,1564,1.0,1694,3.0,461,1.0,107,2.0,1025,1.0,1561,2.0
30,119,1603,4.0,228,2.0,1564,4.0,1694,4.0,461,2.0,107,3.0,1025,1.0,1561,5.0
31,416,1564,3.0,943,4.0,483,3.0,1314,3.0,1253,4.0,1303,3.0,146,5.0,967,5.0
31,105,1564,3.0,943,3.0,483,4.0,1314,4.0,1253,3.0,1303,4.0,146,3.0,967,2.0
31,166,1564,3.0,943,4.0,483,4.0,1314,4.0,1253,4.0,1303,5.0,146,5.0,967,5.0
31,358,1564,4.0,943,4.0,483,4.0,1314,4.0,1253,4.0,1303,3.0,146,5.0,967,5.0
31,31,1564,3.0,943,3.0,483,3.0,1314,3.0,1253,4.0,1303,4.0,146,4.0,967,4.0
32,335,405,4.0,967,3.0,1603,4.0,101,3.0,865,4.0,311,4.0,834,5.0,397,3.0
32,459,405,4.0,967,4.0,1603,3.0,101,4.0,865,4.0,311,3.0,834,3.0,397,4.0
32,363,405,3.0,967,3.0,1603,2.0,101,1.0,865,4.0,311,2.0,834,3.0,397,3.0
32,38,405,5.0,967,5.0,1603,4.0,101,4.0,865,4.0,311,5.0,834,3.0,397,5.0
32,337,405,2.0,967,2.0,1603,4.0,101,1.0,865,5.0,311,1.0,834,5.0,397,2.0
33,127,1169,2.0,1418,4.0,34,5.0,1253,1.0,311,5.0,166,2.0,411,4.0,306,3.0
33,124,1169,5.0,1418,4.0,34,5.0,1253,5.0,311,5.0,166,5.0,411,4.0,306,5.0
33,105,1169,3.0,1418,2.0,34,1.0,1253,3.0,311,5.0,166,4.0,411,2.0,306,4.0
33,291,1169,3.0,1418,3.0,34,3.0,1253,3.0,311,3.0,166,4.0,411,4.0,306,3.0
33,207,1169,4.0,1418,2.0,34,1.0,1253,3.0,311,3.0,166,5.0,411,2.0,306,3.0
34,132,1638,2.0,585,1.0,330,3.0,1694,3.0,294,1.0,1552,2.0,417,1.0,461,3.0
34,558,1638,3.0,585,2.0,330,3.0,1694,3.0,294,1.0,1552,3.0,417,1.0,461,3.0
34,183,1638,4.0,585,3.0,330,4.0,1694,4.0,294,5.0,1552,4.0,417,2.0,461,4.0
34,202,1638,2.0,585,3.0,330,4.0,1694,4.0,294,5.0,1552,4.0,417,5.0,461,5.0
34,470,1638,2.0,585,4.0,330,4.0,1694,3.0,294,4.0,1552,4.0,417,1.0,461,2.0
35,11,281,3.0,1364,3.0,1041,3.0,532,3.0,783,5.0,101,5.0,1344,3.0,406,5.0
35,197,281,3.0,1364,1.0,1041,3.0,532,3.0,783,4.0,101,2.0,1344,3.0,406,4.0
35,397,281,3.0,1364,5.0,1041,4.0,532,3.0,783,4.0,101,3.0,1344,5.0,406,4.0
35,274,281,4.0,1364,4.0,1041,2.0,532,4.0,783,3.0,101,4.0,1344,4.0,406,4.0
35,375,281,5.0,1364,4.0,1041,4.0,532,3.0,783,4.0,101,4.0,1344,5.0,406,5.0
36,50,831,4.0,406,4.0,1642,5.0,405,3.0,874,4.0,717,5.0,1564,4.0,254,3.0
36,225,831,4.0,406,5.0,1642,5.0,405,2.0,874,4.0,717,5.0,1564,4.0,254,4.0
36,49,831,4.0,406,5.0,1642,5.0,405,4.0,874,5.0,717,4.0,1564,5.0,254,4.0
36,173,831,3.0,406,4.0,1642,4.0,405,4.0,874,3.0,717,4.0,1564,3.0,254,3.0
36,106,831,4.0,406,4.0,1642,4.0,405,4.0,874,3.0,717,2.0,1564,3.0,254,4.0
37,91,467,4.0,967,4.0,603,4.0,330,4.0,411,3.0,1084,3.0,1093,3.0,1564,3.0
37,363,467,3.0,967,3.0,603,4.0,330,3.0,411,1.0,1084,2.0,1093,1.0,1564,1.0
37,446,467,3.0,967,2.0,603,4.0,330,3.0,411,4.0,1084,3.0,1093,4.0,1564,2.0
37,54,467,4.0,967,5.0,603,5.0,330,4.0,411,5.0,1084,5.0,1093,4.0,1564,4.0
37,92,467,3.0,967,5.0,603,5.0,330,4.0,411,4.0,1084,3.0,1093,3.0,1564,3.0
38,190,78,3.0,1314,3.0,405,5.0,820,3.0,1603,3.0,479,1.0,1054,4.0,1253,4.0
38,283,78,3.0,1314,3.0,405,4.0,820,3.0,1603,5.0,479,4.0,1054,4.0,1253,3.0
38,331,78,2.0,1314,1.0,405,2.0,820,3.0,1603,5.0,479,1.0,1054,3.0,1253,1.0
38,15,78,4.0,1314,3.0,405,4.0,820,5.0,1603,5.0,479,5.0,1054,4.0,1253,2.0
38,113,78,2.0,1314,4.0,405,3.0,820,4.0,1603,5.0,479,2.0,1054,4.0,1253,4.0
39,558,618,2.0,281,1.0,1054,2.0,1694,3.0,254,3.0,1006,2.0,489,2.0,444,1.0
39,319,618,2.0,281,1.0,1054,3.0,1694,4.0,254,2.0,1006,4.0,489,4.0,444,2.0
39,393,618,2.0,281,1.0,1054,3.0,1694,3.0,254,3.0,1006,4.0,489,1.0,444,2.0
39,276,618,1.0,281,3.0,1054,3.0,1694,3.0,254,2.0,1006,3.0,489,2.0,444,3.0
39,83,618,4.0,281,4.0,1054,5.0,1694,4.0,254,4.0,1006,5.0,489,5.0,444,4.0
40,266,1058,4.0,166,4.0,330,2.0,1564,1.0,520,4.0,618,2.0,254,3.0,1314,2.0
40,43,1058,3.0,166,5.0,330,5.0,1564,3.0,520,3.0,618,5.0,254,3.0,1314,5.0
40,163,1058,4.0,166,5.0,330,5.0,1564,4.0,520,4.0,618,3.0,254,3.0,1314,4.0
40,140,1058,2.0,166,3.0,330,4.0,1564,5.0,520,2.0,618,3.0,254,2.0,1314,2.0
40,46,1058,5.0,166,5.0,330,5.0,1564,3.0,520,4.0,618,4.0,254,4.0,1314,4.0
41,446,865,4.0,834,2.0,228,3.0,281,2.0,411,4.0,585,1.0,1694,4.0,1564,2.0
41,178,865,4.0,834,3.0,228,3.0,281,2.0,411,1.0,585,2.0,1694,4.0,1564,3.0
41,207,865,3.0,834,2.0,228,1.0,281,4.0,411,2.0,585,4.0,1694,4.0,1564,3.0
41,363,865,4.0,834,3.0,228,1.0,281,1.0,411,1.0,585,1.0,1694,2.0,1564,1.0
41,167,865,4.0,834,3.0,228,3.0,281,2.0,411,2.0,585,3.0,1694,3.0,1564,2.0
42,35,1314,1.0,1093,3.0,146,5.0,107,3.0,623,5.0,1253,1.0,1006,5.0,20,5.0
42,379,1314,5.0,1093,5.0,146,3.0,107,4.0,623,2.0,1253,5.0,1006,5.0,20,5.0
42,435,1314,5.0,1093,4.0,146,3.0,107,2.0,623,1.0,1253,5.0,1006,4.0,20,3.0
42,269,1314,1.0,1093,1.0,146,2.0,107,3.0,623,4.0,1253,1.0,1006,3.0,20,3.0
42,276,1314,3.0,1093,4.0,146,4.0,107,5.0,623,2.0,1253,1.0,1006,3.0,20,4.0
43,442,1181,2.0,1253,4.0,1047,2.0,520,3.0,1084,2.0,107,3.0,1433,2.0,1694,2.0
43,68,1181,1.0,1253,4.0,1047,4.0,520,3.0,1084,3.0,107,4.0,1433,4.0,1694,4.0
43,27,1181,1.0,1253,1.0,1047,3.0,520,2.0,1084,4.0,107,2.0,1433,3.0,1694,3.0
43,92,1181,3.0,1253,4.0,1047,4.0,520,4.0,1084,3.0,107,4.0,1433,3.0,1694,4.0
43,290,1181,2.0,1253,3.0,1047,2.0,520,2.0,1084,1.0,107,3.0,1433,2.0,1694,2.0
44,297,988,1.0,405,5.0,1638,5.0,1314,4.0,1357,4.0,717,5.0,1093,3.0,1564,4.0
44,124,988,4.0,405,3.0,1638,4.0,1314,5.0,1357,4.0,717,4.0,1093,4.0,1564,3.0
44,36,988,5.0,405,3.0,1638,4.0,1314,2.0,1357,3.0,717,2.0,1093,3.0,1564,3.0
44,282,988,1.0,405,4.0,1638,3.0,1314,5.0,1357,3.0,717,5.0,1093,4.0,1564,4.0
44,127,988,3.0,405,3.0,1638,4.0,1314,3.0,1357,4.0,717,4.0,1093,4.0,1564,3.0
45,33,406,4.0,456,3.0,1006,4.0,1182,3.0,1253,4.0,1694,4.0,1638,5.0,1552,4.0
45,301,406,3.0,456,2.0,1006,5.0,1182,4.0,1253,3.0,1694,4.0,1638,3.0,1552,3.0
45,43,406,5.0,456,4.0,1006,5.0,1182,5.0,1253,5.0,1694,5.0,1638,4.0,1552,5.0
45,38,406,5.0,456,5.0,1006,5.0,1182,4.0,1253,5.0,1694,4.0,1638,5.0,1552,4.0
45,600,406,5.0,456,3.0,1006,4.0,1182,4.0,1253,5.0,1694,4.0,1638,5.0,1552,5.0
46,214,977,4.0,146,3.0,1254,5.0,679,5.0,1638,3.0,167,4.0,965,3.0,406,5.0
46,462,977,5.0,146,5.0,1254,4.0,679,4.0,1638,5.0,167,3.0,965,3.0,406,5.0
46,223,977,4.0,146,3.0,1254,4.0,679,3.0,1638,5.0,167,4.0,965,4.0,406,5.0
46,8,977,5.0,146,5.0,1254,5.0,679,3.0,1638,5.0,167,4.0,965,3.0,406,4.0
46,86,977,3.0,146,4.0,1254,4.0,679,3.0,1638,4.0,167,4.0,965,3.0,406,3.0
47,571,281,1.0,1559,1.0,167,3.0,107,3.0,461,2.0,166,1.0,1093,1.0,865,4.0
47,110,281,3.0,1559,4.0,167,1.0,107,4.0,461,2.0,166,5.0,1093,5.0,865,1.0
47,73,281,4.0,1559,5.0,167,4.0,107,4.0,461,3.0,166,5.0,1093,4.0,865,1.0
47,322,281,2.0,1559,4.0,167,2.0,107,5.0,461,4.0,166,5.0,1093,3.0,865,5.0
47,153,281,1.0,1559,3.0,167,2.0,107,2.0,461,2.0,166,3.0,1093,2.0,865,3.0
48,276,146,4.0,281,3.0,1564,3.0,1694,3.0,254,2.0,1093,4.0,603,4.0,18,2.0
48,15,146,5.0,281,3.0,1564,4.0,1694,4.0,254,3.0,1093,5.0,603,5.0,18,5.0
48,49,146,4.0,281,3.0,1564,5.0,1694,5.0,254,4.0,1093,5.0,603,5.0,18,4.0
48,351,146,3.0,281,1.0,1564,2.0,1694,3.0,254,1.0,1093,3.0,603,3.0,18,2.0
48,92,146,3.0,281,1.0,1564,3.0,1694,4.0,254,3.0,1093,3.0,603,5.0,18,3.0
49,169,1314,4.0,1694,4.0,1210,3.0,78,4.0,1093,4.0,1253,5.0,461,5.0,167,3.0
49,255,1314,4.0,1694,3.0,1210,2.0,78,3.0,1093,4.0,1253,4.0,461,3.0,167,4.0
49,199,1314,4.0,1694,3.0,1210,3.0,78,2.0,1093,1.0,1253,3.0,461,3.0,167,3.0
49,503,1314,5.0,1694,3.0,1210,3.0,78,4.0,1093,1.0,1253,5.0,461,3.0,167,4.0
49,287,1314,3.0,1694,4.0,1210,2.0,78,4.0,1093,4.0,1253,1.0,461,4.0,167,4.0
50,36,1314,2.0,167,3.0,1564,3.0,1333,4.0,623,4.0,146,2.0,1694,4.0,717,2.0
