group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5
6,192,309,4.0,1334,3.0,468,5.0,311,3.0,397,3.0
6,36,309,4.0,1334,5.0,468,4.0,311,4.0,397,2.0
6,145,309,4.0,1334,4.0,468,4.0,311,4.0,397,3.0
6,173,309,3.0,1334,3.0,468,4.0,311,3.0,397,5.0
6,921,309,3.0,1334,3.0,468,5.0,311,3.0,397,3.0
7,203,1093,4.0,1694,4.0,1253,2.0,1314,1.0,461,3.0
7,395,1093,4.0,1694,3.0,1253,1.0,1314,3.0,461,3.0
7,107,1093,5.0,1694,4.0,1253,3.0,1314,4.0,461,4.0
7,219,1093,4.0,1694,4.0,1253,4.0,1314,3.0,461,4.0
7,39,1093,5.0,1694,3.0,1253,4.0,1314,5.0,461,4.0
8,768,254,2.0,357,1.0,623,4.0,1093,3.0,166,3.0
8,4,254,1.0,357,2.0,623,2.0,1093,3.0,166,5.0
8,232,254,3.0,357,3.0,623,4.0,1093,4.0,166,5.0
8,27,254,3.0,357,4.0,623,4.0,1093,3.0,166,3.0
8,128,254,5.0,357,5.0,623,5.0,1093,3.0,166,5.0
9,35,229,3.0,281,4.0,1314,1.0,585,3.0,603,4.0
9,136,229,3.0,281,1.0,1314,2.0,585,3.0,603,3.0
9,154,229,5.0,281,3.0,1314,5.0,585,4.0,603,3.0
9,146,229,5.0,281,2.0,1314,3.0,585,4.0,603,4.0
9,11,229,4.0,281,3.0,1314,5.0,585,2.0,603,5.0
10,207,1006,3.0,1253,3.0,967,5.0,483,3.0,602,1.0
10,203,1006,3.0,1253,2.0,967,3.0,483,3.0,602,1.0
10,738,1006,2.0,1253,1.0,967,5.0,483,4.0,602,4.0
10,94,1006,4.0,1253,3.0,967,5.0,483,5.0,602,1.0
10,33,1006,4.0,1253,4.0,967,4.0,483,4.0,602,2.0
11,307,967,4.0,1093,4.0,146,3.0,251,2.0,18,2.0
11,276,967,3.0,1093,4.0,146,4.0,251,2.0,18,2.0
11,344,967,3.0,1093,3.0,146,3.0,251,4.0,18,2.0
11,81,967,5.0,1093,5.0,146,3.0,251,4.0,18,4.0
11,190,967,5.0,1093,4.0,146,4.0,251,4.0,18,4.0
12,768,1253,3.0,351,4.0,1564,2.0,281,1.0,1054,4.0
12,146,1253,4.0,351,3.0,1564,3.0,281,2.0,1054,4.0
12,603,1253,3.0,351,3.0,1564,4.0,281,5.0,1054,3.0
12,35,1253,1.0,351,4.0,1564,4.0,281,4.0,1054,4.0
12,202,1253,3.0,351,4.0,1564,3.0,281,3.0,1054,4.0
13,6,453,4.0,1694,4.0,602,3.0,713,4.0,1642,3.0
13,272,453,3.0,1694,4.0,602,2.0,713,3.0,1642,3.0
13,627,453,3.0,1694,4.0,602,3.0,713,3.0,1642,4.0
13,537,453,3.0,1694,3.0,602,1.0,713,4.0,1642,3.0
13,42,453,3.0,1694,4.0,602,1.0,713,4.0,1642,3.0
14,198,1638,4.0,1694,4.0,988,1.0,78,3.0,483,5.0
14,23,1638,4.0,1694,4.0,988,1.0,78,4.0,483,3.0
14,128,1638,5.0,1694,4.0,988,5.0,78,3.0,483,5.0
14,228,1638,5.0,1694,4.0,988,1.0,78,3.0,483,5.0
14,270,1638,4.0,1694,3.0,988,1.0,78,3.0,483,3.0
15,245,1564,5.0,585,5.0,405,5.0,483,4.0,1647,3.0
15,406,1564,2.0,585,3.0,405,1.0,483,3.0,1647,3.0
15,0,1564,2.0,585,3.0,405,3.0,483,2.0,1647,4.0
15,41,1564,1.0,585,3.0,405,2.0,483,3.0,1647,4.0
15,143,1564,2.0,585,2.0,405,3.0,483,3.0,1647,4.0
16,200,254,2.0,351,4.0,405,4.0,453,4.0,1020,2.0
16,109,254,5.0,351,5.0,405,5.0,453,5.0,1020,4.0
16,532,254,4.0,351,5.0,405,3.0,453,2.0,1020,3.0
16,12,254,4.0,351,4.0,405,5.0,453,3.0,1020,3.0
16,192,254,2.0,351,3.0,405,1.0,453,3.0,1020,3.0
17,798,294,4.0,840,3.0,602,1.0,227,3.0,1564,2.0
17,24,294,2.0,840,3.0,602,1.0,227,1.0,1564,2.0
17,145,294,2.0,840,4.0,602,1.0,227,4.0,1564,3.0
17,164,294,2.0,840,3.0,602,2.0,227,2.0,1564,3.0
17,167,294,4.0,840,4.0,602,1.0,227,3.0,1564,2.0
18,160,603,5.0,251,3.0,166,2.0,18,3.0,468,4.0
18,43,603,4.0,251,4.0,166,5.0,18,3.0,468,5.0
18,316,603,3.0,251,1.0,166,3.0,18,3.0,468,3.0
18,1,603,4.0,251,4.0,166,5.0,18,3.0,468,4.0
18,118,603,4.0,251,4.0,166,2.0,18,3.0,468,3.0
19,122,101,4.0,1364,5.0,251,3.0,311,5.0,717,2.0
19,354,101,3.0,1364,5.0,251,4.0,311,5.0,717,5.0
19,277,101,2.0,1364,3.0,251,5.0,311,3.0,717,4.0
19,181,101,2.0,1364,4.0,251,4.0,311,4.0,717,4.0
19,173,101,2.0,1364,3.0,251,2.0,311,3.0,717,4.0
20,150,294,2.0,405,1.0,453,3.0,1084,3.0,834,4.0
20,141,294,4.0,405,2.0,453,3.0,1084,4.0,834,3.0
20,113,294,4.0,405,3.0,453,3.0,1084,3.0,834,5.0
20,706,294,4.0,405,4.0,453,3.0,1084,3.0,834,2.0
20,111,294,5.0,405,5.0,453,3.0,1084,3.0,834,3.0
21,94,1006,4.0,967,5.0,20,4.0,1253,3.0,1314,4.0
21,208,1006,4.0,967,4.0,20,5.0,1253,3.0,1314,4.0
21,389,1006,3.0,967,5.0,20,3.0,1253,3.0,1314,2.0
21,97,1006,3.0,967,4.0,20,3.0,1253,4.0,1314,3.0
21,200,1006,5.0,967,5.0,20,5.0,1253,4.0,1314,5.0
22,19,101,4.0,1158,4.0,311,4.0,166,4.0,78,3.0
22,357,101,2.0,1158,5.0,311,3.0,166,4.0,78,2.0
22,120,101,4.0,1158,4.0,311,4.0,166,1.0,78,2.0
22,145,101,5.0,1158,4.0,311,4.0,166,1.0,78,2.0
22,363,101,1.0,1158,3.0,311,2.0,166,2.0,78,1.0
23,442,1564,1.0,1270,4.0,585,3.0,1210,1.0,468,3.0
23,200,1564,3.0,1270,5.0,585,4.0,1210,1.0,468,4.0
23,11,1564,4.0,1270,5.0,585,2.0,1210,4.0,468,5.0
23,97,1564,1.0,1270,5.0,585,5.0,1210,3.0,468,4.0
23,544,1564,3.0,1270,1.0,585,3.0,1210,1.0,468,3.0
24,97,985,4.0,1314,3.0,1182,4.0,1694,4.0,461,4.0
24,230,985,4.0,1314,4.0,1182,4.0,1694,4.0,461,3.0
24,238,985,5.0,1314,5.0,1182,4.0,1694,4.0,461,4.0
24,185,985,4.0,1314,4.0,1182,4.0,1694,4.0,461,5.0
24,272,985,4.0,1314,1.0,1182,3.0,1694,4.0,461,4.0
25,128,166,5.0,1564,5.0,1314,4.0,281,5.0,967,5.0
25,662,166,1.0,1564,1.0,1314,1.0,281,3.0,967,2.0
25,177,166,5.0,1564,4.0,1314,3.0,281,3.0,967,3.0
25,281,166,4.0,1564,3.0,1314,3.0,281,3.0,967,4.0
25,83,166,5.0,1564,3.0,1314,4.0,281,4.0,967,5.0
26,159,943,2.0,461,4.0,1364,3.0,1084,3.0,1093,3.0
26,92,943,4.0,461,4.0,1364,2.0,1084,3.0,1093,3.0
26,91,943,4.0,461,4.0,1364,4.0,1084,3.0,1093,3.0
26,121,943,1.0,461,2.0,1364,1.0,1084,3.0,1093,1.0
26,153,943,2.0,461,2.0,1364,2.0,1084,3.0,1093,2.0
27,197,1314,4.0,585,4.0,967,5.0,865,5.0,834,5.0
27,141,1314,2.0,585,3.0,967,4.0,865,5.0,834,3.0
27,459,1314,1.0,585,4.0,967,4.0,865,4.0,834,3.0
27,322,1314,3.0,585,2.0,967,4.0,865,5.0,834,2.0
27,356,1314,3.0,585,3.0,967,4.0,865,4.0,834,3.0
28,297,532,5.0,254,2.0,1314,4.0,862,4.0,726,4.0
28,222,532,3.0,254,4.0,1314,4.0,862,5.0,726,2.0
28,11,532,3.0,254,5.0,1314,5.0,862,3.0,726,5.0
28,229,532,5.0,254,4.0,1314,5.0,862,3.0,726,5.0
28,397,532,3.0,254,3.0,1314,4.0,862,4.0,726,4.0
29,529,1564,1.0,1642,3.0,227,1.0,397,4.0,311,2.0
29,129,1564,5.0,1642,4.0,227,5.0,397,5.0,311,5.0
29,83,1564,3.0,1642,4.0,227,3.0,397,5.0,311,5.0
29,359,1564,2.0,1642,2.0,227,3.0,397,4.0,311,4.0
29,44,1564,4.0,1642,4.0,227,5.0,397,4.0,311,4.0
30,1,1047,3.0,1041,4.0,166,5.0,1093,4.0,943,2.0
30,119,1047,5.0,1041,4.0,166,5.0,1093,5.0,943,4.0
30,537,1047,5.0,1041,2.0,166,4.0,1093,3.0,943,4.0
30,88,1047,4.0,1041,4.0,166,3.0,1093,3.0,943,3.0
30,99,1047,3.0,1041,3.0,166,3.0,1093,2.0,943,3.0
31,181,888,2.0,1711,4.0,453,1.0,405,2.0,1006,5.0
31,697,888,2.0,1711,1.0,453,2.0,405,1.0,1006,4.0
31,203,888,3.0,1711,3.0,453,2.0,405,3.0,1006,3.0
31,37,888,5.0,1711,5.0,453,3.0,405,5.0,1006,5.0
31,119,888,5.0,1711,5.0,453,4.0,405,5.0,1006,5.0
32,152,227,2.0,585,2.0,602,4.0,468,4.0,1564,4.0
32,469,227,2.0,585,3.0,602,2.0,468,4.0,1564,1.0
32,144,227,2.0,585,3.0,602,2.0,468,3.0,1564,3.0
32,415,227,4.0,585,4.0,602,3.0,468,5.0,1564,3.0
32,266,227,1.0,585,5.0,602,2.0,468,3.0,1564,1.0
33,558,1694,3.0,1642,2.0,1253,1.0,567,3.0,456,1.0
33,183,1694,4.0,1642,5.0,1253,5.0,567,3.0,456,2.0
33,219,1694,4.0,1642,4.0,1253,4.0,567,4.0,456,3.0
33,257,1694,3.0,1642,1.0,1253,4.0,567,3.0,456,3.0
33,231,1694,4.0,1642,5.0,1253,5.0,567,5.0,456,3.0
34,541,167,3.0,1253,3.0,456,4.0,1479,3.0,1642,3.0
34,456,167,4.0,1253,4.0,456,4.0,1479,2.0,1642,2.0
34,661,167,2.0,1253,4.0,456,1.0,1479,2.0,1642,1.0
34,82,167,4.0,1253,1.0,456,4.0,1479,2.0,1642,3.0
34,16,167,5.0,1253,4.0,456,3.0,1479,3.0,1642,4.0
35,130,1694,3.0,1564,3.0,311,4.0,1006,4.0,1253,3.0
35,329,1694,2.0,1564,1.0,311,3.0,1006,4.0,1253,1.0
35,203,1694,4.0,1564,2.0,311,3.0,1006,3.0,1253,2.0
35,83,1694,4.0,1564,3.0,311,5.0,1006,5.0,1253,4.0
35,352,1694,4.0,1564,3.0,311,4.0,1006,5.0,1253,3.0
36,356,834,3.0,585,3.0,1182,4.0,1314,3.0,864,4.0
36,706,834,2.0,585,3.0,1182,4.0,1314,2.0,864,3.0
36,27,834,4.0,585,2.0,1182,4.0,1314,2.0,864,4.0
36,146,834,3.0,585,4.0,1182,3.0,1314,3.0,864,5.0
36,649,834,5.0,585,2.0,1182,2.0,1314,3.0,864,4.0
37,20,1642,4.0,1084,3.0,34,3.0,461,3.0,602,1.0
37,159,1642,3.0,1084,3.0,34,2.0,461,4.0,602,1.0
37,52,1642,1.0,1084,2.0,34,2.0,461,2.0,602,2.0
37,85,1642,5.0,1084,3.0,34,3.0,461,3.0,602,2.0
37,471,1642,3.0,1084,2.0,34,3.0,461,4.0,602,1.0
38,690,738,5.0,1642,3.0,244,3.0,532,3.0,717,5.0
38,129,738,5.0,1642,4.0,244,5.0,532,5.0,717,5.0
38,598,738,4.0,1642,4.0,244,4.0,532,1.0,717,5.0
38,297,738,4.0,1642,4.0,244,4.0,532,5.0,717,5.0
38,229,738,2.0,1642,5.0,244,4.0,532,5.0,717,5.0
39,192,1711,4.0,166,2.0,461,2.0,585,4.0,451,2.0
39,207,1711,5.0,166,5.0,461,5.0,585,4.0,451,4.0
39,33,1711,4.0,166,4.0,461,4.0,585,4.0,451,3.0
39,149,1711,3.0,166,4.0,461,3.0,585,3.0,451,2.0
39,531,1711,2.0,166,2.0,461,4.0,585,1.0,451,4.0
40,51,453,4.0,227,5.0,1017,2.0,1006,5.0,967,5.0
40,23,453,5.0,227,3.0,1017,4.0,1006,5.0,967,5.0
40,134,453,4.0,227,5.0,1017,3.0,1006,4.0,967,5.0
40,39,453,3.0,227,5.0,1017,4.0,1006,5.0,967,5.0
40,473,453,4.0,227,1.0,1017,3.0,1006,3.0,967,3.0
41,439,254,4.0,405,3.0,1694,4.0,227,4.0,576,4.0
41,180,254,3.0,405,4.0,1694,4.0,227,4.0,576,3.0
41,159,254,2.0,405,2.0,1694,3.0,227,5.0,576,4.0
41,93,254,1.0,405,4.0,1694,4.0,227,5.0,576,3.0
41,456,254,2.0,405,5.0,1694,4.0,227,5.0,576,3.0
42,353,405,4.0,967,4.0,585,3.0,1084,4.0,1694,4.0
42,290,405,1.0,967,4.0,585,2.0,1084,1.0,1694,2.0
42,42,405,5.0,967,4.0,585,4.0,1084,4.0,1694,4.0
42,307,405,2.0,967,4.0,585,4.0,1084,2.0,1694,4.0
42,159,405,2.0,967,5.0,585,5.0,1084,3.0,1694,3.0
43,389,585,3.0,1025,3.0,1564,3.0,603,3.0,1093,4.0
43,273,585,3.0,1025,1.0,1564,1.0,603,3.0,1093,2.0
43,651,585,3.0,1025,1.0,1564,1.0,603,3.0,1093,2.0
43,15,585,2.0,1025,5.0,1564,4.0,603,5.0,1093,5.0
43,39,585,4.0,1025,1.0,1564,4.0,603,3.0,1093,5.0
44,109,1564,3.0,967,5.0,1642,5.0,294,5.0,1611,5.0
44,63,1564,3.0,967,5.0,1642,4.0,294,3.0,1611,3.0
44,37,1564,4.0,967,5.0,1642,5.0,294,4.0,1611,5.0
44,262,1564,2.0,967,3.0,1642,4.0,294,4.0,1611,1.0
44,215,1564,3.0,967,4.0,1642,5.0,294,4.0,1611,3.0
45,52,1253,3.0,146,2.0,1093,3.0,254,2.0,1642,1.0
45,38,1253,5.0,146,5.0,1093,5.0,254,3.0,1642,4.0
45,119,1253,4.0,146,4.0,1093,5.0,254,3.0,1642,3.0
45,537,1253,4.0,146,4.0,1093,3.0,254,3.0,1642,3.0
45,543,1253,3.0,146,4.0,1093,2.0,254,3.0,1642,2.0
46,59,1259,4.0,480,3.0,1694,3.0,1303,4.0,1642,2.0
46,145,1259,4.0,480,4.0,1694,4.0,1303,4.0,1642,4.0
46,214,1259,2.0,480,4.0,1694,4.0,1303,4.0,1642,5.0
46,229,1259,5.0,480,5.0,1694,5.0,1303,4.0,1642,5.0
46,248,1259,5.0,480,4.0,1694,5.0,1303,4.0,1642,3.0
47,530,623,5.0,1642,5.0,988,5.0,936,5.0,411,4.0
47,71,623,5.0,1642,4.0,988,5.0,936,4.0,411,5.0
47,129,623,5.0,1642,4.0,988,2.0,936,5.0,411,5.0
47,671,623,2.0,1642,3.0,988,1.0,936,3.0,411,3.0
47,180,623,4.0,1642,4.0,988,5.0,936,5.0,411,4.0
48,161,1564,3.0,229,3.0,107,3.0,1314,2.0,1694,4.0
48,287,1564,3.0,229,3.0,107,4.0,1314,3.0,1694,4.0
48,357,1564,2.0,229,3.0,107,3.0,1314,2.0,1694,4.0
48,154,1564,5.0,229,5.0,107,5.0,1314,5.0,1694,4.0
48,456,1564,3.0,229,4.0,107,5.0,1314,5.0,1694,4.0
49,197,1253,4.0,254,4.0,697,2.0,1314,4.0,483,4.0
49,209,1253,4.0,254,3.0,697,4.0,1314,5.0,483,4.0
49,3,1253,5.0,254,5.0,697,3.0,1314,5.0,483,4.0
49,16,1253,4.0,254,3.0,697,5.0,1314,3.0,483,4.0
49,373,1253,3.0,254,3.0,697,4.0,1314,2.0,483,2.0
50,340,1642,2.0,1093,1.0,585,1.0,840,2.0,167,3.0
50,15,1642,3.0,1093,5.0,585,2.0,840,5.0,167,4.0
50,180,1642,4.0,1093,4.0,585,3.0,840,4.0,167,3.0
50,649,1642,3.0,1093,4.0,585,2.0,840,3.0,167,5.0
50,49,1642,5.0,1093,5.0,585,4.0,840,3.0,167,5.0
51,191,18,2.0,233,4.0,468,3.0,1564,1.0,1694,2.0
51,43,18,3.0,233,5.0,468,5.0,1564,3.0,1694,5.0
51,180,18,3.0,233,4.0,468,4.0,1564,3.0,1694,4.0
51,355,18,4.0,233,1.0,468,3.0,1564,3.0,1694,3.0
51,351,18,2.0,233,1.0,468,3.0,1564,2.0,1694,3.0
52,183,1259,4.0,1158,4.0,1093,4.0,1253,5.0,461,4.0
52,213,1259,2.0,1158,4.0,1093,3.0,1253,4.0,461,3.0
52,271,1259,5.0,1158,5.0,1093,1.0,1253,4.0,461,1.0
52,323,1259,4.0,1158,3.0,1093,1.0,1253,2.0,461,4.0
52,676,1259,1.0,1158,3.0,1093,2.0,1253,2.0,461,3.0
53,68,1093,5.0,834,3.0,468,3.0,405,4.0,166,5.0
53,170,1093,4.0,834,2.0,468,5.0,405,4.0,166,5.0
53,180,1093,4.0,834,5.0,468,4.0,405,4.0,166,4.0
53,268,1093,4.0,834,2.0,468,2.0,405,3.0,166,4.0
53,141,1093,3.0,834,3.0,468,4.0,405,2.0,166,1.0
54,149,461,3.0,227,4.0,603,3.0,468,4.0,166,4.0
54,343,461,4.0,227,2.0,603,3.0,468,3.0,166,4.0
54,776,461,1.0,227,1.0,603,2.0,468,2.0,166,1.0
54,354,461,4.0,227,3.0,603,4.0,468,4.0,166,4.0
54,68,461,5.0,227,5.0,603,5.0,468,3.0,166,5.0
55,272,999,3.0,859,3.0,1084,2.0,293,3.0,453,3.0
55,133,999,2.0,859,1.0,1084,3.0,293,3.0,453,3.0
55,390,999,4.0,859,1.0,1084,4.0,293,2.0,453,4.0
55,63,999,3.0,859,2.0,1084,3.0,293,3.0,453,4.0
55,592,999,3.0,859,1.0,1084,3.0,293,3.0,453,3.0
56,186,251,2.0,1433,3.0,865,5.0,468,3.0,227,5.0
56,146,251,2.0,1433,3.0,865,5.0,468,4.0,227,5.0
56,36,251,2.0,1433,3.0,865,5.0,468,4.0,227,4.0
56,660,251,2.0,1433,2.0,865,3.0,468,2.0,227,1.0
56,148,251,3.0,1433,3.0,865,4.0,468,3.0,227,4.0
57,160,329,3.0,397,4.0,1503,4.0,1564,3.0,1694,3.0
57,63,329,3.0,397,5.0,1503,4.0,1564,3.0,1694,4.0
57,61,329,3.0,397,5.0,1503,5.0,1564,5.0,1694,4.0
57,113,329,1.0,397,4.0,1503,4.0,1564,4.0,1694,4.0
57,537,329,3.0,397,3.0,1503,3.0,1564,2.0,1694,3.0
58,145,281,2.0,834,4.0,1084,3.0,1564,3.0,1603,4.0
58,256,281,1.0,834,3.0,1084,2.0,1564,2.0,1603,5.0
58,363,281,1.0,834,3.0,1084,2.0,1564,1.0,1603,2.0
58,103,281,4.0,834,2.0,1084,3.0,1564,2.0,1603,3.0
58,19,281,1.0,834,3.0,1084,4.0,1564,3.0,1603,5.0
59,290,1694,2.0,1253,3.0,585,2.0,967,4.0,1314,3.0
59,449,1694,4.0,1253,5.0,585,2.0,967,4.0,1314,4.0
59,201,1694,2.0,1253,1.0,585,3.0,967,2.0,1314,1.0
59,406,1694,3.0,1253,4.0,585,3.0,967,5.0,1314,4.0
59,107,1694,4.0,1253,3.0,585,4.0,967,4.0,1314,4.0
60,159,1694,3.0,166,5.0,1282,3.0,1182,4.0,227,5.0
60,86,1694,4.0,166,1.0,1282,4.0,1182,4.0,227,3.0
60,361,1694,3.0,166,1.0,1282,3.0,1182,3.0,227,1.0
60,30,1694,4.0,166,4.0,1282,3.0,1182,1.0,227,4.0
60,138,1694,3.0,166,4.0,1282,3.0,1182,3.0,227,2.0
61,467,311,3.0,585,3.0,397,3.0,576,2.0,461,3.0
61,109,311,5.0,585,3.0,397,4.0,576,4.0,461,5.0
61,468,311,4.0,585,5.0,397,4.0,576,3.0,461,3.0
61,471,311,4.0,585,4.0,397,3.0,576,4.0,461,4.0
61,207,311,3.0,585,4.0,397,3.0,576,3.0,461,5.0
62,172,623,3.0,101,2.0,167,3.0,397,4.0,834,4.0
62,269,623,4.0,101,2.0,167,3.0,397,2.0,834,5.0
62,52,623,3.0,101,2.0,167,4.0,397,3.0,834,4.0
62,335,623,2.0,101,3.0,167,4.0,397,3.0,834,5.0
62,15,623,2.0,101,4.0,167,4.0,397,5.0,834,3.0
63,81,1242,4.0,166,4.0,806,4.0,864,5.0,1006,5.0
63,562,1242,5.0,166,2.0,806,2.0,864,4.0,1006,3.0
63,364,1242,2.0,166,3.0,806,1.0,864,3.0,1006,3.0
63,33,1242,3.0,166,4.0,806,2.0,864,3.0,1006,4.0
63,63,1242,3.0,166,5.0,806,5.0,864,5.0,1006,5.0
64,186,888,3.0,146,3.0,166,3.0,123,3.0,1564,2.0
64,456,888,5.0,146,5.0,166,5.0,123,4.0,1564,3.0
64,37,888,5.0,146,3.0,166,4.0,123,4.0,1564,4.0
64,205,888,3.0,146,3.0,166,5.0,123,4.0,1564,2.0
64,480,888,1.0,146,2.0,166,1.0,123,4.0,1564,3.0
65,467,311,3.0,133,3.0,967,3.0,461,3.0,585,3.0
65,43,311,5.0,133,5.0,967,5.0,461,5.0,585,5.0
65,95,311,3.0,133,2.0,967,3.0,461,3.0,585,4.0
65,190,311,4.0,133,4.0,967,5.0,461,3.0,585,1.0
65,160,311,3.0,133,3.0,967,3.0,461,4.0,585,2.0
66,270,585,3.0,1084,3.0,1006,4.0,1564,2.0,1694,3.0
66,210,585,2.0,1084,1.0,1006,5.0,1564,4.0,1694,4.0
66,675,585,1.0,1084,2.0,1006,2.0,1564,1.0,1694,2.0
66,515,585,2.0,1084,3.0,1006,4.0,1564,1.0,1694,4.0
66,186,585,3.0,1084,4.0,1006,4.0,1564,2.0,1694,4.0
67,404,1025,1.0,1205,3.0,277,3.0,1314,1.0,1694,2.0
67,267,1025,4.0,1205,4.0,277,4.0,1314,4.0,1694,4.0
67,238,1025,4.0,1205,4.0,277,3.0,1314,5.0,1694,4.0
67,382,1025,3.0,1205,3.0,277,3.0,1314,2.0,1694,3.0
67,31,1025,1.0,1205,4.0,277,3.0,1314,3.0,1694,3.0
68,16,1253,4.0,1609,5.0,125,3.0,967,5.0,1084,2.0
68,322,1253,3.0,1609,5.0,125,1.0,967,4.0,1084,3.0
68,269,1253,1.0,1609,3.0,125,3.0,967,3.0,1084,2.0
68,149,1253,4.0,1609,3.0,125,4.0,967,5.0,1084,4.0
68,85,1253,4.0,1609,4.0,125,4.0,967,4.0,1084,3.0
69,316,1694,3.0,228,3.0,999,1.0,1093,2.0,834,2.0
69,120,1694,3.0,228,3.0,999,4.0,1093,2.0,834,3.0
69,167,1694,3.0,228,3.0,999,2.0,1093,2.0,834,3.0
69,311,1694,4.0,228,2.0,999,4.0,1093,3.0,834,3.0
69,137,1694,4.0,228,3.0,999,2.0,1093,3.0,834,3.0
70,131,789,3.0,1241,4.0,1638,5.0,897,4.0,1098,5.0
70,19,789,3.0,1241,4.0,1638,3.0,897,4.0,1098,5.0
70,57,789,4.0,1241,3.0,1638,3.0,897,3.0,1098,4.0
70,16,789,5.0,1241,5.0,1638,2.0,897,3.0,1098,5.0
70,9,789,4.0,1241,4.0,1638,4.0,897,4.0,1098,4.0
71,40,406,5.0,1694,5.0,1158,5.0,999,5.0,520,5.0
71,419,406,2.0,1694,1.0,1158,2.0,999,2.0,520,1.0
71,559,406,3.0,1694,3.0,1158,3.0,999,4.0,520,3.0
71,190,406,5.0,1694,5.0,1158,4.0,999,3.0,520,4.0
71,219,406,4.0,1694,4.0,1158,4.0,999,3.0,520,3.0
72,181,623,4.0,1093,5.0,306,4.0,999,4.0,532,3.0
72,120,623,1.0,1093,2.0,306,2.0,999,4.0,532,3.0
72,292,623,4.0,1093,4.0,306,3.0,999,2.0,532,5.0
72,621,623,2.0,1093,3.0,306,1.0,999,3.0,532,2.0
72,255,623,4.0,1093,4.0,306,5.0,999,4.0,532,3.0
73,213,1314,2.0,444,4.0,1295,3.0,1253,4.0,585,2.0
73,146,1314,3.0,444,3.0,1295,2.0,1253,4.0,585,4.0
73,211,1314,4.0,444,4.0,1295,4.0,1253,4.0,585,4.0
73,187,1314,4.0,444,4.0,1295,3.0,1253,4.0,585,4.0
73,165,1314,4.0,444,1.0,1295,5.0,1253,4.0,585,2.0
74,598,1588,4.0,1638,4.0,806,4.0,1253,5.0,1093,2.0
74,723,1588,2.0,1638,2.0,806,2.0,1253,1.0,1093,3.0
74,438,1588,5.0,1638,4.0,806,5.0,1253,4.0,1093,3.0
74,52,1588,2.0,1638,2.0,806,3.0,1253,3.0,1093,3.0
74,119,1588,4.0,1638,3.0,806,2.0,1253,4.0,1093,5.0
75,428,865,5.0,1314,5.0,107,5.0,1253,5.0,227,5.0
75,111,865,5.0,1314,3.0,107,4.0,1253,5.0,227,3.0
75,167,865,4.0,1314,2.0,107,3.0,1253,2.0,227,3.0
75,113,865,4.0,1314,4.0,107,3.0,1253,4.0,227,5.0
75,331,865,4.0,1314,1.0,107,2.0,1253,1.0,227,3.0
76,36,1181,5.0,834,5.0,1638,4.0,1642,4.0,78,3.0
76,143,1181,3.0,834,5.0,1638,4.0,1642,2.0,78,2.0
76,4,1181,1.0,834,3.0,1638,2.0,1642,4.0,78,2.0
76,267,1181,4.0,834,2.0,1638,3.0,1642,1.0,78,3.0
76,234,1181,3.0,834,3.0,1638,4.0,1642,5.0,78,4.0
